"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
691406,"Caminero, Junior",547,0.9131886477462438,433,"79.89935159",0.8811700182815355,0.3163972286374134,0.25045703839122485,0.26096997690531176,0.20658135283363802,"8.624109543",5,9.52479072692271,,NaN,241,0.4405850091407678
691023,"Walker, Jordan",608,0.9034175334323923,438,"79.118998059",0.856907894736842,0.2968036529680365,0.2138157894736842,0.22602739726027396,0.16282894736842105,"8.291123586",15,11.376064743305584,,NaN,227,0.37335526315789475
665833,"Cruz, Oneil",447,0.9048582995951417,281,"78.461901745",0.7807606263982102,0.3416370106761566,0.21476510067114093,0.24555160142348753,0.15436241610738255,"7.622225302",7,0.1510874711464615,,NaN,137,0.30648769574944074
701762,"Kurtz, Nick",605,0.905688622754491,396,"78.294328017",0.8165289256198348,0.27525252525252525,0.18016528925619835,0.22727272727272727,0.1487603305785124,"7.762318132",16,-3.0382988347636783,,NaN,170,0.2809917355371901
701358,"Smith, Cam",581,0.9035769828926905,420,"77.241189466",0.7487091222030982,0.2761904761904762,0.19965576592082615,0.1761904761904762,0.12736660929432014,"7.689201583",8,-17.252351514606417,,NaN,210,0.3614457831325301
669003,"Mitchell, Garrett",427,0.9065817409766455,275,"77.239918782",0.765807962529274,0.3090909090909091,0.1990632318501171,0.22545454545454546,0.1451990632318501,"7.239262576",13,-7.136925518505543,,NaN,137,0.32084309133489464
666176,"Adell, Jo",711,0.9034307496823379,547,"77.232193193",0.7018284106891701,0.23583180987202926,0.18143459915611815,0.14990859232175502,0.11533052039381153,"7.740112236",20,-16.727585657867195,,NaN,248,0.3488045007032349
695506,"Caglianone, Jac",554,0.9037520391517129,397,"77.19953509",0.740072202166065,0.29974811083123426,0.2148014440433213,0.22921914357682618,0.16425992779783394,"7.907668285",10,-4.0858212017774775,,NaN,183,0.3303249097472924
656941,"Schwarber, Kyle",641,0.9015471167369902,446,"77.117224961",0.7597503900156006,0.24663677130044842,0.17160686427457097,0.17713004484304934,0.12324492979719189,"7.488450936",30,8.609189060890543,,NaN,180,0.28081123244929795
575929,"Contreras, Willson",601,0.9024024024024024,434,"76.860955691",0.7004991680532444,0.2626728110599078,0.1896838602329451,0.17050691244239632,0.12312811980033278,"7.892131681",19,14.439128210393427,,NaN,215,0.3577371048252912
641343,"Bauers, Jake",462,0.9058823529411765,350,"76.742149069",0.7012987012987012,0.3457142857142857,0.2619047619047619,0.21428571428571427,0.16233766233766234,"7.663747143",17,-0.5207841373380475,,NaN,181,0.3917748917748918
695578,"Wood, James",608,0.8994082840236687,436,"76.620715197",0.6644736842105263,0.3348623853211009,0.24013157894736842,0.23623853211009174,0.16940789473684212,"7.400617763",33,-1.551803296529684,,NaN,212,0.34868421052631576
677594,"Rodríguez, Julio",654,0.9058171745152355,484,"76.54437607",0.6605504587155964,0.2768595041322314,0.20489296636085627,0.18388429752066116,0.13608562691131498,"7.799634526",10,-9.710333832221734,,NaN,241,0.36850152905198774
695657,"Montgomery, Colson",625,0.9018759018759018,406,"76.256807792",0.664,0.2438423645320197,0.1584,0.16748768472906403,0.1088,"7.883760592",22,-6.484788697354061,,NaN,191,0.3056
665489,"Guerrero Jr., Vladimir",550,0.9060955518945635,449,"76.189955618",0.6290909090909091,0.311804008908686,0.2545454545454545,0.20044543429844097,0.16363636363636364,"7.552380945",7,-20.276911934984618,,NaN,257,0.4672727272727273
656305,"Chapman, Matt",550,0.9090909090909091,425,"76.1503758",0.6127272727272726,0.2164705882352941,0.16727272727272727,0.12941176470588237,0.1,"7.370998182",11,-14.490437706547798,,NaN,199,0.3618181818181818
592450,"Judge, Aaron",420,0.9051724137931034,292,"76.100967595",0.6452380952380953,0.3150684931506849,0.21904761904761905,0.2054794520547945,0.14285714285714285,"8.110713952",12,5.04918731088824,,NaN,132,0.3142857142857143
670541,"Alvarez, Yordan",597,0.9170506912442397,488,"76.024133149",0.5979899497487436,0.3135245901639344,0.2562814070351759,0.2192622950819672,0.17922948073701842,"7.607912446",5,10.74925193393257,,NaN,243,0.40703517587939697
660670,"Acuña Jr., Ronald",385,0.8995327102803738,286,"76.005913506",0.6233766233766233,0.2867132867132867,0.21298701298701297,0.17132867132867133,0.12727272727272726,"7.639172104",16,-11.410383924903952,,NaN,139,0.36103896103896105
663586,"Riley, Austin",609,0.90625,420,"75.714984598",0.5829228243021345,0.29285714285714287,0.2019704433497537,0.1595238095238095,0.11001642036124795,"7.558761215",15,-25.254894198374952,,NaN,200,0.3284072249589491
665487,"Tatis Jr., Fernando",565,0.8996815286624203,421,"75.678152035",0.6194690265486725,0.36342042755344417,0.27079646017699116,0.2375296912114014,0.17699115044247787,"7.301669168",21,-8.11112130089549,,NaN,249,0.4407079646017699
804606,"Griffin, Konnor",435,0.9024896265560166,308,"75.645159126",0.5747126436781609,0.2532467532467532,0.1793103448275862,0.1461038961038961,0.10344827586206896,"7.69317246",10,-7.605494138910545,,NaN,150,0.3448275862068966
682985,"Greene, Riley",633,0.9068767908309455,450,"75.622830837",0.579778830963665,0.29333333333333333,0.20853080568720378,0.18222222222222223,0.12954186413902052,"7.263981706",11,-3.8534606996660448,,NaN,206,0.325434439178515
691723,"Mayo, Coby",374,0.9033816425120773,259,"75.588274385",0.5695187165775402,0.277992277992278,0.1925133689839572,0.1583011583011583,0.10962566844919786,"7.434293102",6,-12.976199455026148,,NaN,111,0.2967914438502674
682998,"Carroll, Corbin",570,0.9062003179650239,422,"75.546581614",0.6000000000000001,0.3246445497630332,0.24035087719298245,0.17298578199052134,0.1280701754385965,"7.481828965",3,-0.9569015781359216,,NaN,222,0.3894736842105263
