Bats,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,CFraming,Defense,Offense,RAR,WAR,WAROld,Dollars,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,UBR,GDPRuns,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xwOBA,xAVG,xSLG,XBR,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,AsCReview,AsCOverturned,AsCCorrect%,wAsCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TPA,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,Pos,EV90
R,592450,"<a href=""statss.aspx?playerid=15640&position=OF"">Aaron Judge</a>","<a href=""leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,32.0,32 - 32,2024,2024,158.0,559.0,704.0,180.0,85.0,36.0,1.0,58.0,122.0,144.0,133.0,20.0,171.0,9.0,2.0,0.0,22.0,10.0,0.0,0.322003577,119.0,180.0,91.0,10.0,2887.0,1252.0,1635.0,10.0,0.0,0.0,0.188920454,0.242897727,0.777777777,0.458036984,0.701252236,1.15928922,0.379248659,0.367469879,0.661111111,0.233333333,0.305128205,0.461538461,0.055555555,0.322222222,0.084033613,0.0,0.51420455,0.4757340011100992,93.8070330089052,176.15959543642595,96.48849386629655,-6.180519104003906,21.286833882331848,-3.431070327758789,2.048945888876915,,-9.611589431762695,96.00806417969062,109.73225451913669,11.332898109219661,11.655575003649991,90.66318487375729,-0.48042968660593033,3.920110021496349,219.7835722854021,0.3662685975432396,6.17204475402832,-9.348380088806152,15.520424842834473,96.76200103759766,10.102310180664062,0.9214473366737366,,0.0,9.473153114318848,-2.7749463819533062,0.43847487,94.63844937,0.26655113,84.80494148,0.09116118,89.49809886,0.06724437,80.65463918,0.10571924,85.6369637,0.03084922,86.60674157,,,0.02528576,,48.395938873291016,18.839393615722656,6.16195011138916,1.3349820375442505,5.172041893005371,5.859715938568115,,3.8257659188372344,2.44985612688201,2.3429468104141296,0.6881350708990982,1.6957514403296299,6.583950492773163,,0.21256606,0.71912014,0.42010399,0.48895028,0.80705882,0.7120462,0.40970537,0.51846591,0.12088673,0.1461725,0.26705923,156.0,136.0,98.0,28.0,176.0,186.0,391.0,0.4,0.34871795,0.25128205,0.07179487,0.45128205,0.47692308,2.299999952316284,-1.0,134.32708947704978,232.5308811909044,107.61807719575758,148.29694715773218,177.75736076551726,245.01855071876696,128.67229885022377,119.67502404365902,73.56512600067268,118.26597456106458,284.2180508568359,98.0082405134603,99.34711504327744,104.32640929451932,44.3023933584972,85.4660047542596,153.8866882845517,0.4809395285213695,0.30465003912397426,0.7400772314277484,-0.8466982841491699,2.0,0.0,0.0,0.0,0.0,0.0,0.16320419311523438,,,,,,2.0,0.0,0.16320419311523438,0.0,0.16320419311523438,,,,,,,,,,,,,,,,,0.26752255,,0.08778626,0.03088133,,0.16932686,0.27515614,0.05586398,0.00832755,,0.10513532,,,,0.18043026,0.09472588,0.05170021,0.00416378,94.83216804474708,,89.79604897480237,86.63258207514045,,94.17643762807377,84.84704051071878,79.96459506017081,81.26666768391927,,85.57293600453795,,,86.31750300480769,82.04615241529304,79.74697855494966,82.66666666666667,-1.7604853806947147,,1.0138155368005806,-5.909963543495436,,-4.766239854155994,3.0796160126694514,3.1644508883079387,0.71108078956604,,0.8051794071008663,,,1.8566759549654448,5.4090258699633695,2.8236124947567114,7.396528244018555,9.492702380228598,,5.085289514111907,2.1685170377238414,,4.473862945056353,0.9885845015959962,-5.668734911806094,-5.830170313517253,,3.274638260945235,,,0.9673948434682993,1.0289457551725618,-5.925116007760067,-2.4853363037109375,27.697132110595703,,3.97351336479187,5.779230117797852,,19.08247184753418,21.193599700927734,0.7993115186691284,0.9399566054344177,,5.565974235534668,,,9.61984634399414,11.573753356933594,1.7713559865951538,-0.9720444679260254,3.592364735485824,,1.5705586422102253,6.4935169862897215,,3.9103425917078236,2.6725850820842036,0.4964667817820673,3.9164858559767404,,1.836955193245765,,,1.8499704507681038,4.2394700941148695,1.1888295212048012,-8.100370566050213,41.55067738732166,,42.80702661808301,39.263101299157306,,32.93846655673668,36.23522964612232,42.94912776591615,46.21404520670573,,37.13029213077558,,,38.26559870793269,32.36786715888278,43.41483260801174,37.166587829589844,2283.6018158236056,,2394.482213438735,1335.4831460674156,,2152.9815573770493,2495.861286254729,2516.8695652173915,2446.0,,1817.6435643564357,,,2474.851923076923,2535.879120879121,2526.0738255033557,2402.5833333333335,0.17651099,0.66900421,0.42019431,0.37743191,0.80293501,0.71263419,0.49479528,18.99179207,77.14685179455445,0.74752475,8.17826713335396,0.33841886,0.24158416,0.25797503,0.18415842,14.0,1010.0,39.80010829207921,14.371585898824257,-4.515250812190594,0.51287129,29.71756265470297,33.870397586633665,0.78319783,0.85467128,0.25607217,0.44679054,0.64461248,0.41082582,0.14141414,0.28571429,0.24045802,0.02247191,0.0,0.092644,0.5482866,0.69886364,0.22276197,0.32656827,0.53672316,0.18806384,0.18708389,0.43772242,0.52116586,0.67391304,0.79569892,0.47883414,0.10825815,,0.05655795,0.26682859,0.092644,0.0277585,,,0.16793893,0.28001388,,85.67918043870192,,79.93931532783742,94.89966677503251,89.8816640332397,86.47086791992187,,,94.19611957644628,84.71741403345725,,0.4704507191975911,,2.6154755200345092,-1.634746735055673,1.2195125965589888,-5.335019302368164,,,-4.633299267981664,3.644240217433395,,1.7414515568659856,,-7.82093408502684,8.464441187825097,3.768868778528792,0.8506726264953614,,,3.2535440744447315,-0.4508048321086973,,5.6474928855896,,0.45587390661239624,27.36529541015625,4.400903224945068,5.69771146774292,,,19.291854858398438,22.235431671142578,,1.8100938735864103,,0.2796772433204885,3.558555970111346,1.6482783614026473,7.12213933467865,,,3.9859204252889335,2.755319909683095,,0.17253278,0.66992324,0.41984733,0.376,0.80104167,0.71322314,0.49722415,18.99179207,391.0,96.23058925128535,18.894601542416453,105.0,0.2685422,117.5,239.0,0.6112532,4.34567901,162.0,704.0,Aaron Judge,Aaron Judge,OF,OF,15640,NYY,NYY,9,9.0,0.25786164,111.4
R,677951,"<a href=""statss.aspx?playerid=25764&position=SS"">Bobby Witt Jr.</a>","<a href=""leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,24.0,24 - 24,2024,2024,161.0,636.0,709.0,211.0,123.0,45.0,11.0,32.0,125.0,109.0,57.0,9.0,106.0,8.0,8.0,0.0,4.0,31.0,12.0,0.331761006,199.0,239.0,100.0,26.0,2602.0,913.0,1689.0,21.0,0.0,0.0,0.080394922,0.149506346,0.537735849,0.389280677,0.588050314,0.977330991,0.256289308,0.35375494,0.832635983,0.185873605,0.369888475,0.444237918,0.10878661,0.133891213,0.105527638,0.0,0.27503526,0.40973835374627793,56.81312068148408,139.75057346715485,56.08453187688146,10.500203132629395,21.43801878206432,7.061040878295898,2.063498061383143,,17.561244010925293,60.558478694100714,101.62123954847347,10.495210898401888,10.537791625438572,83.9616871872151,4.473946817219257,7.2023241576855455,169.13393177564416,-0.07282041758298874,4.986430644989014,-10.365489959716797,15.351920127868652,63.744998931884766,6.319154262542725,0.9406923055648804,,0.0,5.7002739906311035,-0.3994645596507036,0.44230769,94.43043478,0.27653846,85.0945758,0.08961538,89.74248927,0.08038462,80.67942584,0.07807692,84.7635468,0.03307692,86.38372093,,,0.00922367,,28.125944137573242,20.250953674316406,4.121646404266357,1.2900159358978271,-0.5337383151054382,8.227442741394043,,2.4457342728324556,2.81654432187989,1.7689469546207544,0.6172325052142714,-0.26292527837706314,9.56679388534191,,0.35448718,0.74783446,0.51173528,0.69981917,0.88416988,0.8075188,0.39976914,0.61495063,0.09838586,0.13797079,0.23635665,189.0,207.0,142.0,79.0,269.0,190.0,538.0,0.35130112,0.38475836,0.26394052,0.14684015,0.5,0.35315985,3.0,2.4000000953674316,138.3975009009234,98.95329838628287,66.24016487846195,126.03597090010359,149.0623009064797,165.579055642424,123.86991141503326,95.33326362529002,89.17855453438553,113.8328324695096,118.09955051988143,86.07601042891694,109.61475791940374,109.58190849424525,90.6105116828742,94.69244850850448,113.95254840941209,0.40694056919642857,0.3088416333468455,0.5827792665493563,4.546767234802246,2.0,0.0,0.0,0.0,0.0,0.0,0.09842237830162048,,,,,,2.0,0.0,0.09842237830162048,0.0,0.09842237830162048,,,,,,,,,,,,,,,,,0.28923077,,0.08615385,0.03115385,,0.15153846,0.28269231,0.06615385,0.01461538,,0.07846154,,,,0.21846154,0.06423077,0.05961538,0.00653846,94.54401803523936,,90.08035714285714,86.53703703703704,,93.93781725888324,85.13143069727892,79.90406976744185,83.93947239925987,,84.52058440563725,,,86.00598316461267,82.15688739708084,79.63677545362903,82.34117934283088,-1.9847373150764627,,0.8282946177891323,-5.230375313464506,,-7.103267146851206,2.814179753932823,2.433011609454488,0.46332012979607834,,-1.6034055223651962,,,2.0627544564260565,5.369925675991767,1.914262931577621,7.162777620203355,9.240013609541224,,5.096372876848493,2.5439266628689237,,4.858846441743338,1.097675930723852,-4.775674509447675,-3.2500505949321545,,3.8244210037530637,,,1.1808941263548085,0.8146345858088511,-5.062564579133064,-2.1599148021024814,14.052907943725586,,3.915504217147827,6.7484846115112305,,13.569218635559082,18.55663299560547,3.37280535697937,-0.4964805841445923,,1.339723825454712,,,9.376168251037598,9.180463790893555,2.4627845287323,0.9100208878517151,1.8687377584741471,,1.7479929540838515,8.331462483347197,,3.443964120700275,2.5247119721912203,1.960933347081029,-1.306527853012085,,0.6567273654189765,,,1.6507338470136617,5.4972837071218885,1.5888932443434194,5.353064046186559,43.201888713430854,,41.86997331891741,42.79767674575617,,35.32437985802665,38.589548788265304,43.821113054142444,46.40572638260691,,41.859231387867645,,,40.35733247139085,32.57697885479042,44.62123865927419,36.525857364430145,2297.3936170212764,,2405.9464285714284,1230.7283950617284,,2136.522842639594,2502.2108843537417,2594.5,2386.2105263157896,,1801.8921568627452,,,2473.0845070422533,2601.2754491017963,2613.6129032258063,2420.235294117647,0.30839695,0.71782946,0.51153846,0.63861386,0.88012959,0.80676692,0.49615385,19.14210248,74.65727239395306,0.48194946,7.096192728311146,0.34822451,0.27436823,0.20504009,0.16155235,16.0,1108.0,29.84538583032491,5.896695023409296,-2.0596754163611237,0.48375451,28.441400961755416,24.03308502087094,0.77027027,0.90253411,0.25615385,0.59925443,0.80870918,0.41269231,0.27504244,0.54320988,0.22653846,0.04411765,0.16666667,0.10461538,0.66784452,0.84126984,0.21769231,0.52268245,0.76226415,0.195,0.32090643,0.66514806,0.52615385,0.72321429,0.87654321,0.47384615,0.07810696,,0.06848788,0.28164679,0.09195845,0.03039631,,,0.15390535,0.29549827,,84.66373537561576,,80.81715238764045,94.69840761612022,90.6468439461297,86.39497626582279,,,94.038759765625,84.98809814453125,,-1.5050803499268781,,2.580314893401071,-1.8269578277087601,1.111362090170633,-4.797451743596716,,,-6.504954833984375,3.3535941441853843,,2.387874809979218,,-6.354975668232092,8.402697286970628,4.135433181060408,1.287762026243572,,,3.6912567138671877,-0.33460644880930585,,2.542433738708496,,1.5200670957565308,9.410531997680664,3.4582481384277344,6.037521839141846,,,18.147541046142578,20.23137092590332,,1.2524304131568946,,0.8539702785149049,1.2855918029618394,1.4469657482961231,7.642432707774488,,,4.5368852615356445,2.6342930893103285,,0.30858469,0.71133231,0.51096576,0.64661654,0.87513455,0.8064759,0.50250096,19.14210248,538.0,92.7327123025093,15.118959107806692,77.0,0.14312268,116.9,260.0,0.48327138,4.37654321,162.0,709.0,Bobby Witt Jr.,Bobby Witt Jr.,SS,SS,25764,KCR,KCR,7,7.0,0.00621118,109.5
L,660271,"<a href=""statss.aspx?playerid=19755&position=DH"">Shohei Ohtani</a>","<a href=""leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=22&rost=0&age=0"">LAD</a>",2024,29.0,29 - 29,2024,2024,159.0,636.0,731.0,197.0,98.0,38.0,7.0,54.0,134.0,130.0,81.0,10.0,162.0,6.0,5.0,0.0,7.0,59.0,4.0,0.309748427,172.0,193.0,113.0,10.0,2838.0,1087.0,1751.0,10.0,1.0,0.0,0.110807113,0.221614227,0.5,0.39010989,0.646226415,1.036336305,0.336477988,0.336470588,0.891191709,0.236401673,0.359832635,0.40376569,0.051813471,0.279792746,0.058139534,0.0,0.40629275,0.43054929176412915,70.82018756386266,156.33115792539346,69.6496092033051,,22.10323234088719,-17.17592430114746,2.3643092587590218,,-17.17592430114746,79.38793865111099,86.67955594960974,8.952067740101146,9.284659377429286,71.61654192080917,9.738329447805882,8.105655160534827,179.6782932394558,8.798800624907017,7.307146072387695,-11.061223983764648,18.368370056152344,81.4447021484375,8.38737678527832,0.9819509983062744,,0.0,7.960597991943359,-0.5191410506178951,0.44115574,94.26198083,0.22093023,84.85805423,0.09584214,89.87132353,0.0782241,80.86936937,0.1106413,86.51273885,0.04827343,87.26277372,0.00493305,77.21428571,0.01374207,,31.691280364990234,14.174242973327637,1.0783120393753052,9.166643142700195,8.222816467285156,8.180641174316406,0.15625092387199402,2.531252425318709,2.260644812332956,0.3964382497703328,4.129118532747836,2.6187313590080117,5.97127093015796,1.1160780276571,0.30466384,0.70513901,0.4721635,0.5944334,0.81959379,0.73507463,0.41825229,0.60191518,0.12508809,0.14376321,0.2688513,203.0,166.0,110.0,51.0,216.0,212.0,482.0,0.42379958,0.34655532,0.22964509,0.10647182,0.45093946,0.44258873,1.8999998569488525,2.200000047683716,125.48539390974402,134.47013821718713,98.1119284913102,123.71119116717657,159.99032181195454,214.2138786232389,113.88146208491196,119.47575392440794,83.67598117937537,108.50905730516673,234.386438201383,105.01833532986844,98.34737726622302,94.08868480245263,66.76495915284279,85.90917101931403,140.22619191668727,0.44389798050139273,0.3096176243428164,0.6720898226372101,0.9395288228988647,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.28964059,,0.09408034,0.04510218,,0.15257223,0.22022551,0.06272023,0.01973221,,0.11099366,,0.00493305,,0.16384778,0.05637773,0.0620155,0.00070472,94.80255854622871,,90.27640742041199,86.87890625,,93.0096979647806,84.90848125,80.31011345681179,81.78392682756696,,86.46412450396825,,77.07142857142857,86.12666330645162,81.36812744140624,80.2715897993608,83.69999694824219,-1.8778934525167275,,0.19752348139044945,-5.2163825035095215,,0.7027858531502598,-0.3697650634765625,2.091559763704793,1.6427405221121651,,-5.762145802331349,,-5.111669267926898,-0.004576746622721354,-1.4310935974121093,2.1454967151988638,-2.6549041271209717,8.658194808774331,,4.7626518792427435,2.3913650512695312,,4.405502354575635,1.1849234375,-4.954981085959445,-4.875687735421317,,3.049628169952877,,-3.909526824951172,1.3419931063088038,0.7284399032592773,-5.007700139825994,-0.31571584939956665,19.604061126708984,,-0.08089781552553177,8.909279823303223,,10.202169418334961,15.771561622619629,8.293769836425781,-0.030691344290971756,,7.707414627075195,,0.16336119174957275,18.714509963989258,-2.942948579788208,8.258720397949219,0.0350487045943737,2.3849222781884407,,-0.030298807312933246,6.960374861955643,,2.3561592190150025,2.5234498596191406,4.6594212564189785,-0.05480597194816385,,2.446798294309586,,1.166865655354091,4.024625798707367,-1.8393428623676302,4.692454771562056,1.7524352297186852,39.97200996046229,,38.73807277036517,39.722755432128906,,32.59837795900693,36.730571875,40.87210871664326,42.350904192243306,,35.4513671875,,29.270767211914062,39.907447076612904,27.497775268554687,41.03129438920455,26.863948822021484,2294.2700729927005,,2386.8838951310863,1227.8828125,,2144.6697459584298,2454.112,2589.044943820225,2455.464285714286,,1874.6126984126984,,241.57142857142858,2414.4537634408603,2569.36875,2595.971590909091,1979.5,0.2602546,0.68469101,0.47322058,0.51358696,0.81948718,0.73566642,0.5017618,18.26413302,76.31550160825199,0.63975155,7.7402109790927245,0.38653367,0.27506655,0.25810474,0.18367347,10.0,1127.0,35.06298178238687,11.317200844332298,1.6800891297415705,0.51552795,29.23800049911269,29.90425008318545,0.76209677,0.84656085,0.26215645,0.5249584,0.69889065,0.4235377,0.19939117,0.49618321,0.23150106,0.05957447,0.14285714,0.08280479,0.6187399,0.74151436,0.21811135,0.42538593,0.63306452,0.20542636,0.26644068,0.56997455,0.51973221,0.69699193,0.80421053,0.48026779,0.10958421,0.00035236,0.07329105,0.2832981,0.09901339,0.04474982,0.00493305,,0.15680056,0.22797745,,86.51809309686494,67.98789978027344,80.86114032451923,94.98852417599502,90.15290675044484,86.80950110728347,77.25545828683036,,93.0701018258427,84.78852516421948,,-5.485340964755828,2.225950002670288,2.593997368445763,-1.8334907797438589,0.44521888379948843,-4.884655569482037,-4.6474489484514505,,0.7864184433154846,-0.3662139798242489,,1.7115042830586817,-6.254749774932861,-6.881388737605168,7.829206627992848,3.714649566976201,1.1256510817159817,-5.456567491803851,,3.269049826632725,-0.2111991163014997,,8.811767578125,0.08979593217372894,8.829498291015625,16.584270477294922,0.5300151109695435,7.338557720184326,0.16336120665073395,,12.52551555633545,14.552681922912598,,2.8333657807475885,8.979593217372894,4.24495110144982,2.0627202086187713,0.18861747721336067,5.7783919056569495,1.1668657617909568,,2.8147225969293146,2.249255320388346,,0.25622776,0.68597348,0.47322058,0.49722222,0.82197355,0.73492182,0.50493305,18.26413302,482.0,95.8046057792887,16.198744769874477,103.0,0.21369295,119.2,288.0,0.59751037,4.51234568,162.0,731.0,Shohei Ohtani,Shohei Ohtani,DH,DH,19755,LAD,LAD,22,22.0,1.0,112.0
