Throws,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,W,L,ERA,G,GS,QS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Pitches,Balls,Strikes,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,CFraming,Starting,Start-IP,Relieving,Relief-IP,RAR,WAR,Dollars,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,Games,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,K-BB%,SIERA,kwERA,RS/9,E-F,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xERA,pb_o_CH,pb_s_CH,pb_c_CH,pb_o_CU,pb_s_CU,pb_c_CU,pb_o_FF,pb_s_FF,pb_c_FF,pb_o_SI,pb_s_SI,pb_c_SI,pb_o_SL,pb_s_SL,pb_c_SL,pb_o_KC,pb_s_KC,pb_c_KC,pb_o_FC,pb_s_FC,pb_c_FC,pb_o_FS,pb_s_FS,pb_c_FS,pb_overall,pb_stuff,pb_command,pb_xRV100,pb_ERA,sp_s_CH,sp_l_CH,sp_p_CH,sp_s_CU,sp_l_CU,sp_p_CU,sp_s_FF,sp_l_FF,sp_p_FF,sp_s_SI,sp_l_SI,sp_p_SI,sp_s_SL,sp_l_SL,sp_p_SL,sp_s_KC,sp_l_KC,sp_p_KC,sp_s_FC,sp_l_FC,sp_p_FC,sp_s_FS,sp_l_FS,sp_p_FS,sp_s_FO,sp_l_FO,sp_p_FO,sp_stuff,sp_location,sp_pitching,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TIP,PlayerNameRoute,PlayerName,positionDB,position,TeamName,TeamNameAbb,teamid,playerTeamId,playerid,EV90
L,650911,"<a href=""statss.aspx?playerid=20778&position=P"">Cristopher Sanchez</a>","<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2026&month=0&season1=2026&ind=0&team=26&rost=0&age=0"">PHI</a>",2026,29.0,29 - 29,2026,2026,5.0,2.0,1.6175116344758933,11.0,11.0,8.0,1.0,1.0,0.0,0.0,72.1,296.0,67.0,18.0,13.0,3.0,16.0,0.0,1.0,0.0,0.0,86.0,112.0,49.0,31.0,4.0,1053.0,345.0,708.0,43.0,8.0,1.0,0.0,10.700461581917448,1.9907835501241764,5.375,8.336406116144989,0.37327191564828305,0.24014336917562723,1.1474655184743516,0.3368421052631579,0.82706767,1.9560864829215032,2.285714285,0.161458333,0.583333333,0.255208333,0.081632653,0.061224489,0.071428571,0.0,0.35472973,0.2499999850988388,23.960752487182617,72.0999984741211,,,23.960752487182617,2.8029065132141113,22.42325210571289,2.939208745956421,1.0132367610931396,-0.8769344687461853,0.13630226254463196,2.06773175490262,2.361542687948889,1.7541942596435547,-3.4849839210510254,5.23917818069458,19.7007999420166,1.942482352256775,0.944135308265686,0.8393200039863586,0.8670181632041931,0.5750799775123596,10.0,11.0,1.6594011783599854,0.19858913752587348,0.4339981,94.99124726,0.19183286,85.72277228,,,,,0.37416904,86.50507614,,,,,,,-2.8941311836242676,1.759562611579895,,,10.253547668457031,,,-0.6332890992613277,0.8710705997920272,,,2.6024232661058457,,,0.39232053,0.62114537,0.49097816,0.56170213,0.80141844,0.69245648,0.4311491,0.69932432,0.15099715,0.17378917,0.32478632,0.0,0.0,0.0,39.411143984766646,47.62658495088457,58.49841244729504,0.29054054,0.05405405,0.23648649,2.564847806238964,3.1227221501840132,5.350230790958724,-0.3385748484456099,87.0,70.0,36.0,36.0,89.0,68.0,193.0,0.4507772,0.3626943,0.1865285,0.1865285,0.4611399,0.35233161,126.4922938209275,56.74640074459889,222.90803815791554,103.08027056666546,35.41415121845761,101.85497449799466,89.06200041727377,118.7174337494735,114.81828376478373,131.31987341349958,58.91213002408217,85.21724801202647,136.08574821665889,66.82911603243944,56.57052485027491,111.14518760420073,102.4725885948913,77.56437817612624,121.64370971502683,90.79604278383533,104.00181673250086,2.860823187155756,58.35704180203045,56.909712868020314,51.49719451776649,,,,,,,59.56710461706783,56.602835754923426,57.564523851203504,55.24302732673267,53.246764702970296,56.801202128712866,,,,,,,,,,59.94415676163342,58.11409668566002,56.633688803418806,-0.6699599810066477,3.0592223456790126,128.47289340101526,86.42385786802029,113.13558375634517,,,,,,,114.30695842450766,101.98393873085338,114.45925601750547,103.14825870646764,104.65482587064675,112.23462686567167,,,,,,,,,,,,,117.44839080459774,96.63869731800769,113.51193486590036,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.83333333,-0.9328804612159729,3.0,0.0,0.0,,3.0,2.0,0.66666667,0.15778101980686188,,,,,,0.4339981,0.19183286,,,,0.37416904,,,,0.19183286,,,,,,,,,94.93938901805252,85.66633469987623,,,,86.44720613895939,,,85.66633469987623,,,,,,,,,11.218624991452407,-0.3429024573599938,,,,10.190462528751587,,,-0.3429024573599938,,,,,,,,,2.817438638966767,-2.045247748346612,,,,-0.6840377265426714,,,-2.045247748346612,,,,,,,,,-1.181700587272644,1.8091758489608765,,,,11.17732048034668,,,1.8091758489608765,,,,,,,,,-0.25857780903121313,0.8956316083964735,,,,2.8368833706463654,,,0.8956316083964735,,,,,,,,,30.99418549986324,32.51831538134282,,,,28.843328640545685,,,32.51831538134282,,,,,,,,,2131.4573304157548,2064.7475247524753,,,,2008.3147208121827,,,2064.7475247524753,,,,0.3501006,0.61690647,0.49097816,0.47126437,0.80466472,0.69245648,0.52801519,20.08211921,72.41525794719827,0.27586207,7.630946192248114,0.35555556,0.24137931,0.15238095,0.10344828,9.0,464.0,34.78090694032866,12.856828360721982,-4.74993896484375,0.49353448,28.304115032327587,27.949911183324353,0.66023166,0.86549708,0.24596391,0.55233853,0.68548387,0.42640076,0.35797665,0.42391304,0.24406458,0.06818182,0.16666667,0.08357075,0.6,0.75,0.22792023,0.49760766,0.59615385,0.19848053,0.36462094,0.5049505,0.52611586,0.63126253,0.81269841,0.47388414,0.37416904,,,,,,,,0.4339981,0.19183286,,86.56447295368021,,,,,,,,95.09210031455142,85.76678527227723,,9.90258107451618,,,,,,,,10.809070278309628,-0.8656659267916538,,-2.1760283339447177,,,,,,,,1.51180689705279,-3.42337428933323,,11.41443920135498,,,,,,,,-1.1817004680633545,1.809175729751587,,2.897065787145934,,,,,,,,-0.25857778294602946,0.8956315493819738,,0.35686275,0.61510129,0.49002849,0.47802198,0.81137725,0.69379845,0.51566952,20.08211921,193.0,89.04010009765625,1.3958333333333333,16.0,0.08290155,112.7,85.0,0.44041451,1.39103,52.0,72.33332824707031,Cristopher Sanchez,Cristopher Sánchez,P,P,PHI,PHI,26,26,20778,105.4
R,693645,"<a href=""statss.aspx?playerid=32095&position=P"">Cameron Schlittler</a>","<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2026&month=0&season1=2026&ind=0&team=9&rost=0&age=0"">NYY</a>",2026,25.0,25 - 25,2026,2026,6.0,2.0,1.5,11.0,11.0,7.0,0.0,0.0,0.0,0.0,66.0,253.0,44.0,13.0,11.0,2.0,13.0,0.0,0.0,0.0,0.0,75.0,76.0,56.0,30.0,5.0,1004.0,312.0,692.0,25.0,6.0,3.0,1.0,10.227272727272727,1.7727272727272727,5.76923077,6.0,0.2727272727272727,0.18333333333333332,0.8636363636363636,0.25766871165644173,0.81180812,1.8018483277523158,1.357142857,0.185185185,0.469135802,0.345679012,0.089285714,0.035714285,0.078947368,0.333333333,0.35573123,0.3700000047683716,23.420948028564453,66.0,,,23.420948028564453,2.726017475128174,21.80813980102539,3.077890157699585,-0.04046538472175598,0.39233818650245667,0.3518728017807007,1.9417281448197006,2.591077709017378,1.765097975730896,-3.0644538402557373,4.829551696777344,16.773099899291992,1.7682262659072876,0.984541654586792,0.9946057200431824,0.8851273059844971,1.5758181810379028,11.0,11.0,2.004410743713379,-0.21159886266432348,0.63436563,97.74645669,0.3026973,93.75907591,,,0.06293706,84.46031746,,,,,,,0.00298805,,11.695926666259766,9.03246021270752,,-1.3197970390319824,,,,1.8418782151590183,2.9810099711906006,,-2.0949159349714006,,,,0.39856373,0.74266366,0.551,0.62612613,0.80851064,0.73502722,0.443,0.64031621,0.14541833,0.13346614,0.27888446,0.0,0.0,0.0,37.03026021673489,42.97658488751477,63.053354235164385,0.29644269,0.0513834,0.24505929,2.7455882708573522,3.019848525571258,3.409090909090909,-0.30184832775231585,54.0,65.0,46.0,27.0,87.0,51.0,165.0,0.32727273,0.39393939,0.27878788,0.16363636,0.52727273,0.30909091,120.01734137285216,48.34731701799156,248.23993634803148,73.5736620001277,25.603699492875126,77.2253400149484,65.74941904558574,90.00332454844862,112.1006114824423,133.79070060443803,53.895719287320695,95.93183596582429,113.34441630461882,87.94586965991758,33.59073216134348,78.69142456001907,111.58222997900766,120.65723748844539,103.88381864717648,102.16653881796087,94.6998888300638,2.613540735524373,,,,58.02525842105263,55.26997087719298,57.480634035087725,58.02943483790524,58.47702224438903,52.336741471321695,58.68268558823528,62.159765941176474,55.06442588235294,39.31118347826087,55.97045739130435,40.1385047826087,,,,58.22321481060606,63.1643128409091,54.01936590909091,,,,59.70724741830065,55.772322527233115,56.37714921568628,-0.6498572549019608,3.0893766666666664,,,,105.18031746031748,116.05682539682537,113.62730158730156,118.22776053215078,106.79050997782704,118.9371175166297,113.2320218579235,106.54830601092897,114.92491803278688,113.3576,91.844,90.88080000000002,,,,105.65648745519715,108.00924731182796,116.69806451612904,,,,,,,112.84501006036218,107.08283702213281,116.30808853118714,1.0,0.0,2.0,0.0,0.0,0.0,-0.025307895615696907,,0.21764129400253296,,,,1.0,2.0,-0.025307895615696907,0.21764129400253296,0.19233339838683605,6.0,5.0,0.83333333,-1.0060499906539917,0.0,0.0,,,6.0,3.0,0.5,0.4145927429199219,0.45054945,,0.27872128,,,0.18281718,0.02497502,0.06293706,,,,,,,0.02197802,0.002997,0.06293706,,97.83081866685144,,94.13620071684588,,,97.3360655737705,89.36400390625,84.46984281994048,,,,,,89.37272505326705,89.2999979654948,84.46984281994048,,-3.4221535151919347,,2.782355195732527,,,-8.598686843621927,3.0632052612304688,2.246949453202505,,,,,,2.955355557528409,3.854101816813151,2.246949453202505,,10.217452969096453,,6.232482253864247,,,6.586982101690574,2.63035400390625,-5.555991520957341,,,,,,2.15359150279652,6.1266123453776045,-5.555991520957341,,8.29895305633545,,8.925140380859375,,,3.5200085639953613,0.6133174300193787,-1.3380647897720337,,,,,,0.5978845357894897,0.015432899817824364,-1.3380647897720337,,1.8401226288992127,,3.1989750469030023,,,1.9235019475384487,2.4532697200775146,-2.1239123647175138,,,,,,2.717656980861317,0.5144299939274788,-2.1239123647175138,,41.65173312777162,,43.224105342741936,,,41.65647679730191,45.9176220703125,48.28448970734127,,,,,,46.07240156693892,44.78258260091146,48.28448970734127,,2455.79822616408,,2488.0931899641582,,,2241.2295081967213,2502.2,2533.777777777778,,,,,,2510.1363636363635,2444.0,2533.777777777778,,0.37113402,0.71899225,0.55044955,0.58888889,0.8032345,0.73321234,0.51548452,21.27882038,71.89507668121149,0.29158111,6.920304880005133,0.24712644,0.17659138,0.0862069,0.06160164,14.0,487.0,29.193668185318277,6.276976285773871,-1.7488440918971382,0.54414784,27.468866305184804,27.2956979113193,0.77852349,0.82327586,0.2977023,0.60902256,0.7037037,0.3986014,0.33490566,0.57746479,0.21178821,0.05434783,0.2,0.09190809,0.66341463,0.72794118,0.2047952,0.55154639,0.6728972,0.19380619,0.36746988,0.62295082,0.4975025,0.73161034,0.78804348,0.5024975,,,0.06393606,0.45854146,0.27172827,,,,0.18181818,0.02397602,,,,84.78560638427734,98.00612745098039,94.24734317555146,,,,97.61859332074175,89.65526326497395,,,,2.7902634143829346,-2.8909967958537583,3.4807048124425553,,,,-8.141181694282281,3.9406255086263022,,,,-7.305667877197266,8.965133101851851,4.9611820894129135,,,,5.198239169277987,1.4369893074035645,,,,-1.3633726835250854,8.248015403747559,8.605300903320312,,,,3.778008460998535,0.7262146472930908,,,,-2.130269818007946,1.7969532470038254,3.1637135673971737,,,,2.07582882472447,3.0258943637212115,,0.36820084,0.71701721,0.55044955,0.59659091,0.79466667,0.73139746,0.52247752,21.27882038,165.0,87.66728153935185,10.666666666666666,11.0,0.06666667,115.1,65.0,0.39393939,1.26923,52.0,66.0,Cameron Schlittler,Cam Schlittler,P,P,NYY,NYY,9,9,32095,102.7
R,663436,"<a href=""statss.aspx?playerid=21448&position=P"">Davis Martin</a>","<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2026&month=0&season1=2026&ind=0&team=4&rost=0&age=0"">CHW</a>",2026,29.0,29 - 29,2026,2026,7.0,1.0,2.043243327506538,10.0,10.0,7.0,0.0,0.0,0.0,0.0,61.2,241.0,51.0,14.0,14.0,3.0,12.0,0.0,3.0,4.0,0.0,66.0,70.0,52.0,36.0,8.0,922.0,305.0,617.0,48.0,2.0,2.0,0.0,9.632432829673677,1.7513514235770322,5.5,7.4432435502023875,0.43783785589425805,0.22566371681415928,1.021621663753269,0.3057324840764331,0.84142395,2.3113487051524224,1.346153846,0.227848101,0.443037974,0.329113924,0.153846153,0.057692307,0.028571428,0.0,0.33609959,-0.15000000596046448,19.942903518676758,61.20000076293945,,,19.942903518676758,2.2886314392089844,18.309051513671875,2.722296714782715,0.7500409483909607,-0.3163755536079407,0.43366539478302,2.8087720230090785,2.854775919600515,1.946816086769104,-2.2729742527008057,4.219790458679199,16.974700927734375,1.7147094011306763,0.8263936042785645,0.8222634792327881,0.8790000081062317,0.6169599890708923,10.0,10.0,1.3189159631729126,1.0368816575851283,0.4143167,93.69028871,0.15075922,87.31654676,0.14425163,89.63909774,0.11713666,82.09259259,0.17353579,90.41875,,,,,,,2.128202438354492,2.3572332859039307,-0.2012036293745041,1.0561610460281372,4.683108329772949,,,0.5571210571608618,1.6958512848229716,-0.1512809243417324,0.9779268944704975,2.9269427061080933,,,0.36561265,0.66346154,0.5,0.56756757,0.86231884,0.74403471,0.45119306,0.60580913,0.12798265,0.1691974,0.29718004,0.0,0.0,0.0,49.74631222925291,54.672825337716844,69.49356723521886,0.27385892,0.04979253,0.22406639,2.9604896931210547,3.2717633075239254,7.005405694308129,-0.2681053776458846,69.0,55.0,36.0,20.0,90.0,50.0,160.0,0.43125,0.34375,0.225,0.125,0.5625,0.3125,113.03687796329027,47.76433678674285,236.65540599458956,91.2711141912035,41.10431925937828,95.05613050914808,77.77698311976671,106.79193376813191,116.19018952305022,123.59818107898015,52.2270679948832,118.03258802941805,107.0391139404255,83.73146548847465,54.261952387035095,103.69234599101875,97.36622494944008,97.37825987864585,79.35569510853196,108.99232056260514,95.74437292620257,3.5588134936721825,55.1106293081761,57.61968899371069,55.37489937106918,51.73520579439252,50.429853644859826,51.94731887850468,51.61354182978724,48.980533829787234,53.38523336170213,58.51454829931973,47.337439795918364,59.1615030612245,42.77625583333334,42.43195201388889,45.85527034722222,,,,49.908947441860455,49.55083899224807,55.74133441860464,,,,51.211049370932756,49.06411894793927,54.915212180043376,0.07104834056399134,4.1707350000000005,87.33157232704401,97.4925786163522,89.7427672955975,91.16767676767677,100.23737373737374,88.05272727272727,95.48663829787235,94.3991489361702,85.32008510638299,85.61619047619048,114.14680272108845,108.23142857142858,92.99300000000001,100.17414285714287,86.71914285714286,,,,88.4248062015504,106.15813953488373,99.65658914728682,,,,,,,90.61735229759304,101.39647702407002,92.44317286652075,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,-0.15778101980686188,0.0,0.0,,,5.0,1.0,0.2,0.07787220180034637,0.25488069,,0.13991323,,,0.15943601,0.15618221,0.11605206,,,0.17245119,,,0.0010846,0.15618221,,0.11605206,,94.15106382978723,,89.6263550750969,,,92.85918234481292,87.24721950954861,82.01869158878505,,,90.34528547562893,,,87.24721950954861,,82.01869158878505,,-3.8997161215924203,,0.333417907241703,,,-9.073696421928146,1.7640948825412326,6.943981135002921,,,-8.807699335446149,,,1.7640948825412326,,6.943981135002921,,8.645303669381649,,4.542354613311531,,,5.036927515146684,1.4080252117580838,-3.567645206629673,,,0.8505667440546384,,,1.4080252117580838,,-3.567645206629673,,-0.7444027066230774,,-1.3334040641784668,,,3.84900164604187,2.907148599624634,1.0846216678619385,,,4.792990207672119,,,2.907148599624634,,1.0846216678619385,,-0.31676710920130957,,-1.0336465613786565,,,2.6183684666951494,2.0188531941837735,1.0136651101513443,,,3.014459250108251,,,2.0188531941837735,,1.0136651101513443,,35.31251246675532,,32.45339752906977,,,33.188300515518705,33.71647813585069,34.683580059871495,,,32.569956269654085,,,33.71647813585069,,34.683580059871495,,2333.140425531915,,2544.6511627906975,,,2198.7687074829932,2533.4166666666665,2835.196261682243,,,2013.4591194968552,,,2533.4166666666665,,2835.196261682243,,0.33258427,0.65618449,0.5,0.5,0.85623003,0.74186551,0.51735358,17.89465875,72.24612219356796,0.2961165,7.346217479520631,0.31666667,0.23058252,0.16,0.11650485,9.0,412.0,33.75826048619539,10.323546770706917,-0.6269245332884557,0.56067961,26.84648769341626,26.992590450546118,0.71653543,0.87912088,0.27548807,0.52910053,0.76,0.40997831,0.31428571,0.42424242,0.22776573,0.1625,0.15384615,0.0867679,0.56372549,0.8173913,0.22125813,0.48850575,0.68235294,0.18872017,0.35344828,0.53658537,0.5032538,0.64847162,0.85521886,0.4967462,0.1659436,,0.11605206,0.26355748,0.12581345,,,,0.15943601,0.1681128,0.0010846,90.47025633169935,,82.20205716997664,94.30225212191358,89.81471410290948,,,,92.99261267006803,87.58468371975806,39.45090103149414,-8.228661630667892,,7.614386157454732,-3.376154393325617,0.8991572939116379,,,,-8.762439546130953,2.5490342663180443,0.0,-0.8242287729300705,,-5.098795382775993,7.52894472977752,3.4320460352404365,,,,3.7129379583864797,0.029804088223365045,0.0,5.254753112792969,,0.9853289127349854,-1.6530531644821167,0.20628735423088074,,,,3.7653982639312744,1.9972400665283203,-0.06532354652881622,3.4344791586882146,,0.920868142742977,-0.6802687919679492,0.1778339260611041,,,,2.5614954176403226,1.288541978405368,-6.532354652881622,0.32798165,0.6556701,0.50054289,0.51048951,0.84591195,0.74186551,0.52660152,17.89465875,160.0,90.37436147836539,11.423076923076923,12.0,0.075,113.7,75.0,0.46875,1.20915,51.0,61.666664123535156,Davis Martin,Davis Martin,P,P,CHW,CHW,4,4,21448,104.5
