Name,AVG,OBP,SLG,OPS,wOBA,wRC+,PA,R,HR,RBI,SB,WAR,BABIP,BB%,K%,ISO
Joc Pederson,0.211,0.279,0.316,0.595,,,43,5,1,2,0,,0.25,0.093,0.233,0.105
Brayan Rocchio,0.211,0.338,0.333,0.671,,,69,7,2,8,0,,0.213,0.13,0.116,0.122
Seiya Suzuki,0.211,0.348,0.211,0.559,,,23,2,0,1,0,,0.308,0.174,0.261,0.0
Matt McLain,0.21,0.338,0.258,0.596,,,74,6,0,3,3,,0.283,0.135,0.216,0.048
Thomas Saggese,0.209,0.277,0.256,0.533,,,47,5,0,2,0,,0.31,0.085,0.298,0.047
Kerry Carpenter,0.208,0.316,0.417,0.733,,,57,4,3,9,0,,0.28,0.123,0.368,0.209
Evan Carter,0.208,0.345,0.396,0.741,,,58,8,2,4,2,,0.258,0.172,0.259,0.188
Spencer Torkelson,0.208,0.387,0.25,0.637,,,62,5,0,5,0,,0.323,0.21,0.274,0.042
Trevor Story,0.208,0.222,0.338,0.56,,,81,5,2,17,1,,0.264,0.025,0.296,0.13
Nolan Gorman,0.208,0.29,0.321,0.611,,,62,6,2,9,0,,0.265,0.113,0.306,0.113
Jung Hoo Lee,0.207,0.262,0.345,0.607,,,65,4,1,7,0,,0.224,0.077,0.154,0.138
Nolan Arenado,0.206,0.215,0.317,0.532,,,65,6,2,9,0,,0.239,0.015,0.246,0.111
Pedro Pagés,0.206,0.263,0.324,0.587,,,39,3,1,5,1,,0.231,0.026,0.205,0.118
Julio Rodríguez,0.206,0.308,0.279,0.587,,,78,8,1,5,1,,0.277,0.115,0.256,0.073
José Ramírez,0.205,0.301,0.384,0.685,,,83,9,3,8,8,,0.203,0.12,0.133,0.179
Nathan Church,0.205,0.238,0.308,0.546,,,42,7,1,6,1,,0.25,0.024,0.262,0.103
Rhys Hoskins,0.205,0.327,0.386,0.713,,,52,7,1,5,0,,0.296,0.154,0.308,0.181
Bryson Stott,0.204,0.271,0.222,0.493,,,59,2,0,3,4,,0.25,0.068,0.169,0.018
Chase Meidroth,0.203,0.299,0.305,0.604,,,69,7,1,2,1,,0.256,0.116,0.217,0.102
Tyler Soderstrom,0.203,0.292,0.375,0.667,,,72,7,2,13,1,,0.239,0.111,0.222,0.172
Gabriel Arias,0.2,0.25,0.433,0.683,,,32,2,2,4,0,,0.25,0.062,0.375,0.233
Luken Baker,0.2,0.2,0.2,0.4,,,5,0,0,0,0,,0.5,0.0,0.6,0.0
Dominic Canzone,0.2,0.275,0.457,0.732,,,40,7,2,5,1,,0.185,0.075,0.175,0.257
Nick Castellanos,0.2,0.263,0.286,0.549,,,38,1,0,5,0,,0.241,0.079,0.158,0.086
Willi Castro,0.2,0.254,0.309,0.563,,,59,8,1,7,1,,0.333,0.068,0.407,0.109
Hunter Feduccia,0.2,0.333,0.2,0.533,,,18,1,0,1,0,,0.429,0.167,0.444,0.0
Paul Goldschmidt,0.2,0.368,0.533,0.901,,,19,4,1,3,0,,0.222,0.158,0.263,0.333
Sam Haggerty,0.2,0.273,0.2,0.473,,,11,2,0,0,1,,0.4,0.091,0.455,0.0
Nick Kurtz,0.2,0.38,0.291,0.671,,,71,8,1,3,2,,0.37,0.225,0.38,0.091
Tanner Murray,0.2,0.2,0.4,0.6,,,15,1,1,2,0,,0.167,0.0,0.133,0.2
Joey Ortiz,0.2,0.234,0.2,0.434,,,48,7,0,3,3,,0.265,0.042,0.229,0.0
Matt Shaw,0.2,0.245,0.356,0.601,,,50,3,2,6,1,,0.206,0.06,0.2,0.156
Gleyber Torres,0.2,0.329,0.267,0.596,,,73,10,1,4,0,,0.239,0.164,0.192,0.067
Pete Alonso,0.197,0.329,0.348,0.677,,,79,9,2,7,1,,0.256,0.165,0.266,0.151
Corey Seager,0.197,0.311,0.41,0.721,,,74,10,4,10,1,,0.2,0.149,0.257,0.213
Mike Yastrzemski,0.196,0.297,0.268,0.565,,,64,7,0,4,1,,0.282,0.125,0.266,0.072
Manny Machado,0.196,0.368,0.353,0.721,,,68,9,2,9,1,,0.205,0.221,0.176,0.157
Zach McKinstry,0.195,0.25,0.317,0.567,,,44,2,1,5,0,,0.226,0.068,0.205,0.122
Carlos Narváez,0.195,0.214,0.195,0.409,,,43,3,0,0,0,,0.296,0.023,0.326,0.0
Francisco Lindor,0.194,0.301,0.306,0.607,,,83,11,1,1,2,,0.228,0.12,0.169,0.112
J.P. Crawford,0.194,0.419,0.226,0.645,,,43,5,0,4,0,,0.261,0.256,0.186,0.032
Iván Herrera,0.194,0.386,0.29,0.676,,,83,5,1,7,0,,0.212,0.217,0.12,0.096
Geraldo Perdomo,0.194,0.307,0.274,0.581,,,77,9,1,4,6,,0.196,0.143,0.091,0.08
Keibert Ruiz,0.194,0.212,0.355,0.567,,,33,3,1,8,0,,0.185,0.03,0.121,0.161
Sal Frelick,0.192,0.323,0.288,0.611,,,63,6,1,3,1,,0.225,0.143,0.175,0.096
David Fry,0.192,0.323,0.231,0.554,,,31,3,0,0,0,,0.333,0.161,0.355,0.039
Matt Wallner,0.191,0.276,0.353,0.629,,,76,11,3,6,0,,0.303,0.079,0.421,0.162
Alex Freeland,0.19,0.261,0.31,0.571,,,47,5,1,2,0,,0.259,0.085,0.298,0.12
Austin Slater,0.19,0.25,0.19,0.44,,,24,1,0,1,1,,0.286,0.083,0.333,0.0
Konnor Griffin,0.189,0.279,0.243,0.522,,,43,5,0,5,1,,0.269,0.07,0.279,0.054
Nick Allen,0.188,0.278,0.188,0.466,,,18,5,0,0,0,,0.25,0.111,0.222,0.0
Brenton Doyle,0.188,0.264,0.271,0.535,,,53,8,1,1,2,,0.296,0.094,0.377,0.083
David Hamilton,0.188,0.381,0.188,0.569,,,45,7,0,3,4,,0.231,0.2,0.133,0.0
Darell Hernaiz,0.188,0.235,0.188,0.423,,,17,0,0,0,1,,0.273,0.059,0.294,0.0
Marcelo Mayer,0.188,0.259,0.313,0.572,,,55,5,1,3,1,,0.222,0.091,0.218,0.125
Jake McCarthy,0.188,0.278,0.313,0.591,,,39,1,0,3,4,,0.25,0.077,0.205,0.125
Marcus Semien,0.188,0.243,0.266,0.509,,,70,2,1,6,0,,0.22,0.057,0.2,0.078
Masyn Winn,0.188,0.339,0.25,0.589,,,59,7,0,1,2,,0.243,0.153,0.186,0.062
Colson Montgomery,0.186,0.284,0.39,0.674,,,67,5,3,9,1,,0.222,0.075,0.299,0.204
George Springer,0.185,0.29,0.37,0.66,,,62,4,2,6,1,,0.211,0.129,0.226,0.185
Spencer Steer,0.185,0.224,0.407,0.631,,,58,6,3,5,0,,0.194,0.052,0.276,0.222
Yoán Moncada,0.184,0.355,0.347,0.702,,,62,7,2,7,0,,0.292,0.177,0.371,0.163
CJ Kayfus,0.182,0.28,0.364,0.644,,,25,4,1,2,0,,0.231,0.08,0.32,0.182
Ryan Kreidler,0.182,0.25,0.727,0.977,,,12,2,2,4,0,,0.0,0.083,0.25,0.545
Michael Massey,0.182,0.182,0.273,0.455,,,11,0,0,0,0,,0.25,0.0,0.273,0.091
Tyrone Taylor,0.182,0.217,0.364,0.581,,,23,3,1,4,0,,0.158,0.043,0.087,0.182
Luisangel Acuña,0.18,0.208,0.18,0.388,,,54,4,0,2,4,,0.205,0.019,0.13,0.0
Kyle Manzardo,0.18,0.268,0.26,0.528,,,56,3,1,3,0,,0.258,0.071,0.321,0.08
Josh Smith,0.18,0.255,0.18,0.435,,,55,3,0,4,1,,0.22,0.091,0.164,0.0
Will Benson,0.179,0.281,0.286,0.567,,,32,1,0,1,0,,0.278,0.125,0.312,0.107
Mookie Betts,0.179,0.281,0.429,0.71,,,32,7,2,7,0,,0.136,0.094,0.125,0.25
José Caballero,0.179,0.22,0.286,0.506,,,59,5,1,6,6,,0.237,0.034,0.288,0.107
Jorge Polanco,0.179,0.246,0.286,0.532,,,61,3,1,2,0,,0.205,0.082,0.18,0.107
Austin Wells,0.178,0.302,0.267,0.569,,,53,3,1,1,0,,0.219,0.151,0.226,0.089
Jazz Chisholm Jr.,0.177,0.227,0.258,0.485,,,66,4,0,3,6,,0.262,0.045,0.303,0.081
Lawrence Butler,0.176,0.25,0.314,0.564,,,56,6,2,6,1,,0.206,0.089,0.268,0.138
Andrew Benintendi,0.175,0.25,0.25,0.5,,,44,2,0,2,0,,0.35,0.091,0.455,0.075
Jonathan India,0.175,0.34,0.325,0.665,,,50,7,2,8,0,,0.185,0.16,0.22,0.15
Graham Pauley,0.175,0.195,0.3,0.495,,,42,5,0,5,1,,0.25,0.024,0.286,0.125
Jakob Marsee,0.174,0.284,0.246,0.53,,,81,13,0,4,8,,0.235,0.123,0.235,0.072
Matt Vierling,0.174,0.2,0.348,0.548,,,25,1,1,3,0,,0.176,0.04,0.24,0.174
Samuel Basallo,0.17,0.278,0.362,0.64,,,54,6,3,4,0,,0.172,0.13,0.278,0.192
Jarren Duran,0.167,0.254,0.267,0.521,,,67,11,1,10,2,,0.225,0.09,0.284,0.1
Mitch Garver,0.167,0.333,0.167,0.5,,,15,0,0,0,0,,0.286,0.2,0.333,0.0
P.J. Higgins,0.167,0.167,0.167,0.334,,,6,0,0,0,0,,0.25,0.0,0.333,0.0
Coby Mayo,0.167,0.271,0.214,0.485,,,48,4,0,4,1,,0.241,0.125,0.271,0.047
Munetaka Murakami,0.167,0.343,0.444,0.787,,,70,12,5,9,0,,0.143,0.214,0.314,0.277
Pavin Smith,0.167,0.375,0.167,0.542,,,8,1,0,1,0,,0.25,0.25,0.25,0.0
Miguel Vargas,0.167,0.313,0.315,0.628,,,67,9,1,7,3,,0.2,0.149,0.209,0.148
Austin Wynns,0.167,0.231,0.167,0.398,,,14,0,0,0,0,,0.182,0.071,0.071,0.0
Dansby Swanson,0.164,0.329,0.345,0.674,,,70,15,3,9,1,,0.176,0.2,0.271,0.181
Denzel Clarke,0.163,0.217,0.186,0.403,,,47,4,0,5,0,,0.292,0.064,0.404,0.023
Heriberto Hernández,0.163,0.28,0.209,0.489,,,50,3,0,5,3,,0.212,0.14,0.2,0.046
Tyler Stephenson,0.162,0.295,0.324,0.619,,,44,3,2,3,0,,0.174,0.159,0.273,0.162
Freddy Fermin,0.161,0.27,0.226,0.496,,,37,7,0,2,0,,0.208,0.108,0.216,0.065
Michael Busch,0.161,0.273,0.196,0.469,,,66,7,0,3,0,,0.205,0.136,0.197,0.035
Wyatt Langford,0.161,0.19,0.321,0.511,,,58,4,1,3,1,,0.195,0.034,0.241,0.16
Salvador Perez,0.159,0.221,0.286,0.507,,,68,4,2,2,0,,0.16,0.059,0.162,0.127
Jonah Heim,0.158,0.273,0.211,0.484,,,22,1,0,2,0,,0.188,0.136,0.136,0.053
Bo Naylor,0.158,0.238,0.184,0.422,,,42,0,0,2,0,,0.207,0.095,0.214,0.026
Leo Rivas,0.158,0.319,0.211,0.53,,,47,4,0,3,0,,0.273,0.191,0.34,0.053
Santiago Espinal,0.154,0.154,0.231,0.385,,,14,1,0,2,0,,0.182,0.0,0.143,0.077
Trent Grisham,0.154,0.323,0.327,0.65,,,65,9,2,9,1,,0.162,0.2,0.2,0.173
Andy Ibáñez,0.154,0.214,0.154,0.368,,,14,1,0,2,0,,0.182,0.071,0.143,0.0
Otto Kemp,0.154,0.267,0.154,0.421,,,15,0,0,0,0,,0.333,0.067,0.467,0.0
Lane Thomas,0.154,0.313,0.192,0.505,,,32,2,0,1,2,,0.211,0.188,0.219,0.038
Eli White,0.154,0.2,0.231,0.431,,,15,1,0,2,0,,0.167,0.067,0.133,0.077
Alec Bohm,0.153,0.227,0.22,0.447,,,66,4,1,10,0,,0.17,0.076,0.182,0.067
TJ Friedl,0.153,0.286,0.153,0.439,,,70,6,0,1,3,,0.22,0.143,0.257,0.0
Kody Clemens,0.152,0.282,0.333,0.615,,,39,3,2,3,4,,0.176,0.128,0.359,0.181
Alejandro Kirk,0.15,0.227,0.35,0.577,,,22,2,1,2,0,,0.118,0.091,0.091,0.2
Brandon Valenzuela,0.15,0.19,0.3,0.49,,,21,2,1,2,0,,0.2,0.048,0.429,0.15
Edgar Quero,0.146,0.239,0.146,0.385,,,47,1,0,0,1,,0.194,0.106,0.213,0.0
Brent Rooker,0.146,0.245,0.293,0.538,,,49,4,2,8,2,,0.167,0.122,0.347,0.147
Jake Cronenworth,0.145,0.242,0.218,0.46,,,62,8,1,3,0,,0.167,0.113,0.194,0.073
Cal Raleigh,0.145,0.231,0.261,0.492,,,78,6,2,10,1,,0.19,0.103,0.333,0.116
Jordan Beck,0.143,0.211,0.257,0.468,,,38,3,1,6,2,,0.154,0.079,0.211,0.114
Carson Benge,0.143,0.236,0.204,0.44,,,55,4,1,3,5,,0.176,0.109,0.255,0.061
Christian Koss,0.143,0.143,0.286,0.429,,,7,0,0,0,0,,0.143,0.0,0.0,0.143
Jared Oliva,0.143,0.143,0.143,0.286,,,7,1,0,0,1,,0.167,0.0,0.143,0.0
Vinnie Pasquantino,0.143,0.233,0.159,0.392,,,73,4,0,7,0,,0.188,0.096,0.233,0.016
Ryan Ritter,0.143,0.143,0.143,0.286,,,7,1,0,0,0,,0.25,0.0,0.429,0.0
Noelvi Marte,0.138,0.194,0.138,0.332,,,31,2,0,0,1,,0.211,0.065,0.323,0.0
Blake Perkins,0.138,0.242,0.207,0.449,,,34,1,0,2,1,,0.2,0.118,0.265,0.069
Cedric Mullins,0.137,0.182,0.255,0.437,,,56,5,1,5,2,,0.158,0.036,0.232,0.118
Patrick Bailey,0.136,0.191,0.136,0.327,,,47,3,0,1,1,,0.158,0.064,0.128,0.0
Joey Bart,0.136,0.231,0.273,0.504,,,26,2,1,3,0,,0.182,0.077,0.423,0.137
Josh Naylor,0.134,0.216,0.224,0.44,,,74,4,2,7,0,,0.13,0.081,0.149,0.09
Yohel Pozo,0.133,0.133,0.2,0.333,,,15,0,0,3,0,,0.133,0.0,0.0,0.067
Carson Williams,0.13,0.167,0.174,0.341,,,25,4,0,3,0,,0.214,0.04,0.36,0.044
Alek Thomas,0.13,0.175,0.222,0.397,,,58,5,0,6,3,,0.179,0.034,0.259,0.092
Ryan McMahon,0.128,0.277,0.128,0.405,,,47,2,0,2,0,,0.208,0.17,0.319,0.0
Luis Rengifo,0.128,0.18,0.213,0.393,,,50,4,0,2,0,,0.158,0.06,0.18,0.085
Caleb Durbin,0.127,0.226,0.164,0.39,,,62,6,0,6,0,,0.152,0.081,0.145,0.037
Brice Matthews,0.125,0.222,0.292,0.514,,,27,1,1,3,0,,0.2,0.111,0.481,0.167
Reese McGuire,0.125,0.176,0.125,0.301,,,17,0,0,0,0,,0.2,0.0,0.353,0.0
Josh Lowe,0.122,0.229,0.293,0.522,,,49,4,2,5,1,,0.125,0.102,0.327,0.171
Drew Millas,0.12,0.241,0.12,0.361,,,30,1,0,3,0,,0.167,0.133,0.233,0.0
Bryce Teodosio,0.118,0.167,0.118,0.285,,,19,1,0,1,1,,0.2,0.053,0.368,0.0
Harrison Bader,0.115,0.145,0.192,0.337,,,55,4,1,3,0,,0.143,0.036,0.309,0.077
Jeimer Candelario,0.111,0.2,0.222,0.422,,,20,3,0,0,0,,0.2,0.05,0.4,0.111
Marcell Ozuna,0.106,0.192,0.128,0.32,,,52,3,0,1,0,,0.143,0.096,0.231,0.022
Travis d'Arnaud,0.1,0.1,0.2,0.3,,,10,1,0,0,0,,0.167,0.0,0.4,0.1
Tim Tawa,0.094,0.189,0.125,0.314,,,38,1,0,1,0,,0.115,0.105,0.184,0.031
Bryce Johnson,0.091,0.167,0.182,0.349,,,13,1,0,1,1,,0.2,0.077,0.462,0.091
Jose Trevino,0.091,0.167,0.091,0.258,,,12,0,0,0,0,,0.125,0.083,0.25,0.0
Jake Rogers,0.083,0.154,0.167,0.321,,,13,2,0,1,0,,0.143,0.0,0.385,0.084
Carlos Santana,0.083,0.154,0.125,0.279,,,26,1,0,0,0,,0.125,0.077,0.308,0.042
Ke'Bryan Hayes,0.073,0.136,0.073,0.209,,,44,1,0,0,0,,0.079,0.068,0.068,0.0
Nathan Lukes,0.071,0.129,0.071,0.2,,,31,2,0,2,0,,0.087,0.032,0.194,0.0
Randal Grichuk,0.063,0.118,0.125,0.243,,,17,5,0,0,0,,0.111,0.059,0.412,0.062
Addison Barger,0.053,0.174,0.105,0.279,,,23,1,0,2,0,,0.071,0.13,0.261,0.052
Rafael Marchán,0.053,0.1,0.211,0.311,,,20,1,1,2,0,,0.0,0.0,0.15,0.158
Paul Blackburn,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Bliss,0.0,0.0,0.0,0.0,,,2,0,0,0,0,,0.0,0.0,1.0,0.0
Dylan Carlson,0.0,0.0,0.0,0.0,,,4,1,0,0,0,,0.0,0.0,0.5,0.0
Aroldis Chapman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
J.C. Escarra,0.0,0.083,0.0,0.083,,,12,0,0,1,0,,0.0,0.083,0.25,0.0
Carlos Estévez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kyle Freeland,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Zack Gelof,0.0,0.0,0.0,0.0,,,4,1,0,0,0,,0.0,0.0,0.75,0.0
J.T. Ginn,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Rece Hinds,0.0,0.0,0.0,0.0,,,3,0,0,0,0,,0.0,0.0,0.667,0.0
Raisel Iglesias,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Connor Joe,0.0,0.0,0.0,0.0,,,3,0,0,0,0,,0.0,0.0,0.333,0.0
Jahmai Jones,0.0,0.0,0.0,0.0,,,10,0,0,0,0,,0.0,0.0,0.4,0.0
Scott Kingery,0.0,0.0,0.0,0.0,,,2,1,0,0,1,,0.0,0.0,0.0,0.0
Trevor Megill,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Dylan Moore,0.0,0.25,0.0,0.25,,,8,1,0,0,0,,0.0,0.25,0.5,0.0
James Outman,0.0,0.1,0.0,0.1,,,20,1,0,0,2,,0.0,0.1,0.5,0.0
Tommy Pham,0.0,0.0,0.0,0.0,,,3,0,0,0,0,,0.0,0.0,0.333,0.0
Wenceel Pérez,0.0,0.091,0.0,0.091,,,11,0,0,0,0,,0.0,0.091,0.0,0.0
Jeferson Quero,0.0,0.5,0.0,0.5,,,2,0,0,0,0,,0.0,0.5,0.0,0.0
Rob Refsnyder,0.0,0.158,0.0,0.158,,,19,0,0,0,0,,0.0,0.158,0.263,0.0
Johnathan Rodríguez,0.0,0.5,0.0,0.5,,,4,0,0,0,0,,0.0,0.5,0.25,0.0
Gabe Speier,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Robert Suarez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tyler Tolbert,0.0,0.0,0.0,0.0,,,4,0,0,0,1,,0.0,0.0,0.25,0.0
Victor Vodnik,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luke Weaver,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Shay Whitcomb,0.0,0.333,0.0,0.333,,,3,0,0,0,0,,0.0,0.333,0.667,0.0
Devin Williams,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luke Williams,0.0,1.0,0.0,1.0,,,1,0,0,0,0,,0.0,1.0,0.0,0.0
Patrick Wisdom,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
