Name,AVG,OBP,SLG,OPS,wOBA,wRC+,PA,R,HR,RBI,SB,WAR,BABIP,BB%,K%,ISO
Clint Frazier,0.197,0.303,0.242,0.545,,,76,10,0,3,4,,0.302,0.132,0.303,0.045
Kyle Schwarber,0.197,0.343,0.474,0.817,,,720,108,47,104,0,,0.209,0.175,0.299,0.277
JJ Bleday,0.195,0.31,0.355,0.665,,,303,35,10,27,5,,0.226,0.139,0.238,0.16
Miguel Vargas,0.195,0.305,0.367,0.672,,,304,36,7,32,3,,0.224,0.125,0.201,0.172
Luis Urías,0.194,0.337,0.299,0.636,,,177,18,3,18,0,,0.25,0.119,0.232,0.105
Brandon Crawford,0.194,0.273,0.314,0.587,,,320,31,7,38,3,,0.241,0.087,0.253,0.12
Romy Gonzalez,0.194,0.208,0.376,0.584,,,97,11,3,14,7,,0.273,0.021,0.371,0.182
Logan Porter,0.194,0.324,0.323,0.647,,,38,4,1,3,0,,0.263,0.132,0.289,0.129
Nathan Lukes,0.192,0.29,0.308,0.598,,,31,4,0,2,0,,0.278,0.129,0.29,0.116
Giancarlo Stanton,0.191,0.275,0.42,0.695,,,415,43,24,60,0,,0.21,0.099,0.299,0.229
Jacob Stallings,0.191,0.278,0.286,0.564,,,276,22,3,20,0,,0.249,0.098,0.243,0.095
Oswald Peraza,0.191,0.267,0.272,0.539,,,191,15,2,14,4,,0.256,0.068,0.262,0.081
Martín Maldonado,0.191,0.258,0.348,0.606,,,407,33,15,36,0,,0.26,0.074,0.342,0.157
Tommy La Stella,0.19,0.292,0.238,0.53,,,24,2,0,2,0,,0.25,0.125,0.208,0.048
Andrew Stevenson,0.189,0.25,0.216,0.466,,,40,4,0,1,4,,0.241,0.05,0.2,0.027
Wil Myers,0.189,0.257,0.283,0.54,,,141,11,3,12,2,,0.273,0.085,0.34,0.094
Pavin Smith,0.188,0.317,0.325,0.642,,,228,26,7,30,1,,0.209,0.154,0.197,0.137
Franchy Cordero,0.188,0.211,0.478,0.689,,,71,9,6,13,0,,0.184,0.028,0.352,0.29
Franmil Reyes,0.186,0.231,0.288,0.519,,,65,5,2,7,0,,0.257,0.062,0.369,0.102
Jared Young,0.186,0.255,0.465,0.72,,,47,8,2,8,2,,0.214,0.064,0.277,0.279
Avisaíl García,0.185,0.241,0.315,0.556,,,118,8,3,12,2,,0.258,0.051,0.331,0.13
Kevin Smith,0.185,0.22,0.326,0.546,,,146,15,5,11,1,,0.253,0.034,0.349,0.141
Danny Mendick,0.185,0.232,0.277,0.509,,,69,4,1,4,1,,0.224,0.058,0.217,0.092
Josh Smith,0.185,0.304,0.328,0.632,,,232,29,6,15,1,,0.222,0.108,0.237,0.143
Coco Montes,0.184,0.244,0.316,0.56,,,41,3,1,3,0,,0.24,0.049,0.293,0.132
Austin Hedges,0.184,0.234,0.227,0.461,,,212,14,1,16,1,,0.236,0.052,0.222,0.043
Juan Yepez,0.183,0.246,0.3,0.546,,,65,5,2,2,0,,0.237,0.062,0.308,0.117
Kolten Wong,0.183,0.256,0.263,0.519,,,250,25,4,27,3,,0.218,0.072,0.212,0.08
Hunter Dozier,0.183,0.253,0.305,0.558,,,91,8,2,9,2,,0.25,0.088,0.319,0.122
Anthony Bemboom,0.182,0.308,0.182,0.49,,,13,0,0,0,0,,0.222,0.154,0.154,0.0
Peyton Burdick,0.182,0.27,0.333,0.603,,,37,4,1,2,1,,0.357,0.081,0.486,0.151
Josh Lester,0.182,0.217,0.182,0.399,,,23,0,0,4,0,,0.267,0.043,0.304,0.0
Austin Barnes,0.18,0.256,0.242,0.498,,,200,15,2,11,2,,0.222,0.085,0.215,0.062
Kyle Garlick,0.179,0.233,0.429,0.662,,,30,2,2,4,0,,0.2,0.067,0.367,0.25
Heliot Ramos,0.179,0.233,0.304,0.537,,,60,5,1,2,0,,0.257,0.067,0.333,0.125
Mike Zunino,0.177,0.271,0.306,0.577,,,140,11,3,11,0,,0.317,0.107,0.436,0.129
Joey Gallo,0.177,0.301,0.44,0.741,,,332,39,21,40,1,,0.244,0.145,0.428,0.263
Nick Gordon,0.176,0.185,0.319,0.504,,,93,13,2,7,0,,0.179,0.011,0.118,0.143
Matt Carpenter,0.176,0.322,0.319,0.641,,,237,18,5,31,1,,0.231,0.173,0.283,0.143
Curt Casali,0.175,0.29,0.2,0.49,,,96,8,0,6,0,,0.246,0.115,0.24,0.025
Brett Wisely,0.175,0.231,0.267,0.498,,,131,10,2,8,2,,0.241,0.069,0.305,0.092
Brett Phillips,0.175,0.268,0.333,0.601,,,71,9,3,6,3,,0.333,0.113,0.507,0.158
Andrew Velazquez,0.173,0.264,0.284,0.548,,,94,12,2,3,13,,0.245,0.106,0.319,0.111
Nick Maton,0.173,0.288,0.305,0.593,,,293,29,8,32,1,,0.206,0.13,0.249,0.132
Masyn Winn,0.172,0.23,0.238,0.468,,,137,8,2,12,2,,0.196,0.073,0.19,0.066
Blake Rutherford,0.171,0.194,0.171,0.365,,,36,4,0,2,0,,0.24,0.028,0.278,0.0
Seby Zavala,0.171,0.23,0.314,0.544,,,193,17,7,18,1,,0.23,0.062,0.363,0.143
Vidal Bruján,0.171,0.241,0.197,0.438,,,84,14,0,6,3,,0.236,0.06,0.25,0.026
Taylor Motter,0.171,0.232,0.211,0.443,,,82,3,0,2,0,,0.289,0.061,0.378,0.04
TJ Hopkins,0.171,0.227,0.171,0.398,,,44,7,0,1,1,,0.292,0.045,0.386,0.0
Jonah Bride,0.17,0.286,0.205,0.491,,,106,9,0,7,0,,0.221,0.104,0.208,0.035
Derek Hill,0.17,0.22,0.191,0.411,,,50,3,0,1,1,,0.222,0.06,0.22,0.021
Bubba Thompson,0.17,0.237,0.283,0.52,,,60,10,0,4,4,,0.237,0.067,0.267,0.113
Michael Busch,0.167,0.247,0.292,0.539,,,81,9,2,7,1,,0.227,0.099,0.333,0.125
Vinny Capra,0.167,0.25,0.222,0.472,,,21,3,0,1,0,,0.231,0.095,0.238,0.055
Tyler Cropley,0.167,0.143,0.167,0.31,,,7,0,0,1,0,,0.2,0.0,0.286,0.0
Cam Eden,0.167,0.167,0.167,0.334,,,6,1,0,0,0,,0.25,0.0,0.333,0.0
Dalton Guthrie,0.167,0.286,0.208,0.494,,,28,4,0,0,0,,0.235,0.107,0.25,0.041
Darick Hall,0.167,0.196,0.241,0.437,,,56,2,1,3,0,,0.229,0.036,0.321,0.074
Buddy Kennedy,0.167,0.31,0.208,0.518,,,29,1,0,1,0,,0.222,0.138,0.207,0.041
Matt Mervis,0.167,0.242,0.289,0.531,,,99,8,3,11,0,,0.218,0.081,0.323,0.122
AJ Pollock,0.165,0.215,0.308,0.523,,,144,15,5,15,0,,0.173,0.062,0.222,0.143
Jon Singleton,0.165,0.267,0.264,0.531,,,105,11,2,12,0,,0.194,0.124,0.219,0.099
Ji Man Choi,0.163,0.239,0.385,0.624,,,117,12,6,13,0,,0.169,0.085,0.299,0.222
Trayce Thompson,0.163,0.285,0.294,0.579,,,179,17,6,17,2,,0.271,0.134,0.43,0.131
Michael Toglia,0.163,0.224,0.284,0.508,,,152,18,4,9,1,,0.218,0.066,0.329,0.121
Bryce Johnson,0.163,0.229,0.256,0.485,,,48,7,1,3,3,,0.214,0.083,0.312,0.093
Yu Chang,0.162,0.2,0.352,0.552,,,112,12,6,18,4,,0.169,0.027,0.304,0.19
Travis Blankenhorn,0.161,0.297,0.258,0.555,,,37,2,1,1,0,,0.167,0.162,0.162,0.097
Jason Vosler,0.161,0.2,0.371,0.571,,,65,6,3,10,0,,0.206,0.046,0.385,0.21
Chris Owings,0.16,0.16,0.16,0.32,,,25,0,0,0,0,,0.308,0.0,0.48,0.0
Tyler Soderstrom,0.16,0.232,0.24,0.472,,,138,9,3,7,0,,0.213,0.08,0.312,0.08
Kyle Lewis,0.157,0.204,0.255,0.459,,,54,2,1,2,0,,0.241,0.056,0.389,0.098
Taylor Kohlwey,0.154,0.154,0.154,0.308,,,13,0,0,0,0,,0.25,0.0,0.385,0.0
Bligh Madris,0.154,0.267,0.192,0.459,,,30,4,0,0,0,,0.211,0.133,0.233,0.038
Josh Donaldson,0.152,0.249,0.418,0.667,,,189,18,13,26,0,,0.115,0.116,0.265,0.266
Everson Pereira,0.151,0.233,0.194,0.427,,,103,6,0,10,4,,0.264,0.078,0.388,0.043
Sandy León,0.146,0.186,0.195,0.381,,,44,4,0,4,0,,0.286,0.023,0.455,0.049
Austin Nola,0.146,0.26,0.192,0.452,,,154,9,1,8,0,,0.184,0.117,0.201,0.046
Jorge Alfaro,0.146,0.212,0.292,0.504,,,52,2,1,4,0,,0.188,0.038,0.288,0.146
David Villar,0.145,0.236,0.315,0.551,,,140,15,5,12,1,,0.173,0.079,0.321,0.17
Jonathan Ornelas,0.143,0.25,0.143,0.393,,,8,2,0,0,0,,0.333,0.0,0.5,0.0
Yonny Hernández,0.136,0.231,0.182,0.413,,,27,5,0,4,0,,0.2,0.074,0.296,0.046
Jonathan Araúz,0.136,0.203,0.288,0.491,,,66,3,3,9,0,,0.132,0.076,0.273,0.152
Jackie Bradley Jr.,0.133,0.188,0.21,0.398,,,113,10,1,6,0,,0.173,0.044,0.257,0.077
Roberto Pérez,0.133,0.235,0.133,0.368,,,17,0,0,1,0,,0.222,0.118,0.353,0.0
Brian Serven,0.13,0.13,0.174,0.304,,,23,0,0,1,0,,0.231,0.0,0.435,0.044
Taylor Trammell,0.13,0.286,0.326,0.612,,,56,7,3,11,0,,0.143,0.161,0.393,0.196
Jordan Lawlar,0.129,0.206,0.129,0.335,,,34,2,0,0,1,,0.2,0.059,0.324,0.0
Jordyn Adams,0.128,0.125,0.128,0.253,,,40,1,0,1,1,,0.208,0.0,0.4,0.0
Cam Gallagher,0.126,0.154,0.168,0.322,,,149,6,0,7,0,,0.184,0.027,0.309,0.042
Tomás Nido,0.125,0.153,0.125,0.278,,,61,5,0,1,0,,0.179,0.033,0.295,0.0
Kevin Padlo,0.125,0.125,0.25,0.375,,,8,1,0,0,0,,0.125,0.0,0.0,0.125
Canaan Smith-Njigba,0.125,0.216,0.219,0.435,,,37,3,0,5,1,,0.235,0.108,0.432,0.094
Chadwick Tromp,0.125,0.125,0.188,0.313,,,16,1,0,1,0,,0.222,0.0,0.438,0.063
Jared Walsh,0.125,0.216,0.279,0.495,,,116,10,4,11,0,,0.164,0.095,0.388,0.154
David Hamilton,0.121,0.256,0.182,0.438,,,39,2,0,0,2,,0.174,0.154,0.256,0.061
David Hensley,0.119,0.213,0.167,0.38,,,94,12,1,3,1,,0.188,0.106,0.372,0.048
Ben Rortvedt,0.118,0.241,0.221,0.462,,,79,6,2,4,0,,0.128,0.139,0.241,0.103
Colton Cowser,0.115,0.286,0.148,0.434,,,77,15,0,4,1,,0.175,0.169,0.286,0.033
David Dahl,0.111,0.111,0.444,0.555,,,9,1,1,1,0,,0.0,0.0,0.222,0.333
Ryan Kreidler,0.111,0.111,0.111,0.222,,,18,2,0,0,0,,0.182,0.0,0.389,0.0
César Salazar,0.111,0.158,0.111,0.269,,,19,1,0,0,0,,0.167,0.053,0.316,0.0
Brian O'Keefe,0.105,0.19,0.211,0.401,,,21,0,0,2,0,,0.167,0.095,0.333,0.106
Kyren Paris,0.1,0.2,0.1,0.3,,,46,4,0,1,3,,0.174,0.087,0.37,0.0
Juniel Querecuto,0.1,0.143,0.15,0.293,,,21,2,0,0,0,,0.143,0.048,0.286,0.05
Cooper Hummel,0.087,0.192,0.13,0.322,,,26,2,0,0,1,,0.143,0.077,0.346,0.043
Korey Lee,0.077,0.143,0.138,0.281,,,70,4,1,3,0,,0.091,0.071,0.286,0.061
Nate Eaton,0.075,0.125,0.075,0.2,,,56,2,0,1,3,,0.125,0.036,0.375,0.0
Edwin Rios,0.071,0.235,0.214,0.449,,,34,3,1,2,0,,0.091,0.147,0.471,0.143
Eli White,0.071,0.235,0.071,0.306,,,17,1,0,0,0,,0.143,0.118,0.412,0.0
Abraham Almonte,0.067,0.125,0.133,0.258,,,16,1,0,0,0,,0.143,0.062,0.5,0.066
Kyle Stowers,0.067,0.152,0.067,0.219,,,33,1,0,0,0,,0.111,0.091,0.364,0.0
Luke Williams,0.053,0.053,0.053,0.106,,,19,1,0,0,4,,0.083,0.0,0.368,0.0
Isan Díaz,0.042,0.115,0.042,0.157,,,26,0,0,1,0,,0.067,0.077,0.346,0.0
Ty Adcock,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ehire Adrianza,0.0,0.091,0.0,0.091,,,11,0,0,0,0,,0.0,0.091,0.364,0.0
Scott Alexander,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryan Baker,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Rylan Bannon,0.0,0.0,0.0,0.0,,,6,0,0,0,0,,0.0,0.0,0.5,0.0
Scott Barlow,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tres Barrera,0.0,0.0,0.0,0.0,,,2,0,0,0,0,,0.0,0.0,0.0,0.0
Mike Baumann,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
José Berríos,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Matt Brash,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Brasier,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
J.B. Bukauskas,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Aaron Bummer,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Génesis Cabrera,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Yennier Cano,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Diego Castillo,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,0.0
Miguel Castro,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Andrew Chafin,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Aroldis Chapman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Taylor Clarke,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Dylan Coleman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Danny Coulombe,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Austin Cox,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kutter Crawford,0.0,0.0,0.0,0.0,,,0,1,0,0,0,,0.0,0.0,0.0,0.0
Pete Crow-Armstrong,0.0,0.176,0.0,0.176,,,19,3,0,1,2,,0.0,0.158,0.368,0.0
José De León,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Camilo Doval,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Daniel Duarte,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Alexis Díaz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Adam Engel,0.0,0.0,0.0,0.0,,,6,0,0,0,0,,0.0,0.0,0.333,0.0
Buck Farmer,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Caleb Ferguson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luis Frías,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Shintaro Fujinami,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Michael Fulmer,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
Ian Gibaut,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kyle Gibson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Logan Gillaspie,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kevin Ginkel,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Victor González,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Brusdar Graterol,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kendall Graveman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jon Gray,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Zack Greinke,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Josh Hader,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
DL Hall,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Billy Hamilton,0.0,0.0,0.0,0.0,,,2,2,0,0,2,,0.0,0.0,0.5,0.0
Caleb Hamilton,0.0,0.167,0.0,0.167,,,6,0,0,0,0,,0.0,0.167,0.833,0.0
Taylor Hearn,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jonathan Heasley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Helsley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Carlos Hernández,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryan Hoeing,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tommy Hunter,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Drey Jameson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kenley Jansen,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryce Jarvis,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Joe Jiménez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Pierce Johnson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jakob Junis,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Connor Kaiser,0.0,0.0,0.0,0.0,,,4,0,0,0,0,,0.0,0.0,0.5,0.0
Karl Kauffmann,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Anthony Kay,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
John King,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Mark Kolozsvary,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Alex Lange,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Derek Law,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Justin Lawrence,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Mark Leiter Jr.,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luke Little,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Irving Lopez,0.0,0.0,0.0,0.0,,,12,0,0,1,0,,0.0,0.0,0.417,0.0
Chris Martin,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Seth Martinez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Phil Maton,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tim Mayza,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
James McArthur,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Mason McCoy,0.0,0.0,0.0,0.0,,,1,2,0,0,0,,0.0,0.0,1.0,0.0
Scott McGough,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Julian Merryweather,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Shelby Miller,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,0.0
Cal Mitchell,0.0,0.2,0.0,0.2,,,5,0,0,0,0,,0.0,0.2,0.2,0.0
Rafael Montero,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jovani Morán,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Penn Murfee,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Andrés Muñoz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
James Naile,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tyler Naquin,0.0,0.0,0.0,0.0,,,8,0,0,0,0,,0.0,0.0,0.875,0.0
Andrew Nardi,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kyle Nelson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Héctor Neris,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chris Okey,0.0,0.0,0.0,0.0,,,2,0,0,0,0,,0.0,0.0,1.0,0.0
Chris Paddack,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Emilio Pagán,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Nick Pivetta,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Pressly,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Cionel Pérez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Cole Ragans,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Brooks Raley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
José Rodríguez,0.0,0.0,0.0,0.0,,,0,1,0,0,0,,0.0,0.0,0.0,0.0
Taylor Rogers,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tyler Rogers,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jordan Romano,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
JoJo Romero,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Michael Rucker,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
José Ruiz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Cole Sands,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tony Santillan,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tayler Saucedo,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Josh Sborz,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
John Schreiber,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tayler Scott,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chandler Seagle,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,0.0
Paul Sewald,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Braden Shewmake,0.0,0.0,0.0,0.0,,,4,0,0,0,0,,0.0,0.0,0.25,0.0
Michael Siani,0.0,0.167,0.0,0.167,,,6,1,0,0,1,,0.0,0.167,0.167,0.0
Lucas Sims,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Drew Smith,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Will Smith,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Drew Smyly,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Nick Solak,0.0,0.0,0.0,0.0,,,0,1,0,0,0,,0.0,0.0,0.0,0.0
Carson Spiers,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryne Stanek,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Cal Stevenson,0.0,0.25,0.0,0.25,,,12,1,0,0,0,,0.0,0.25,0.167,0.0
Robert Suarez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Brent Suter,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Domingo Tapia,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Justin Topa,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Alex Vesia,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Will Vest,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Meibrys Viloria,0.0,0.25,0.0,0.25,,,4,0,0,0,0,,0.0,0.25,0.0,0.0
Adam Wainwright,0.0,0.0,0.0,0.0,,,2,0,0,0,0,,0.0,0.0,0.5,0.0
Hayden Wesneski,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Garrett Whitlock,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Nick Wittgren,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Yarbrough,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Alex Young,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
