Name,AVG,OBP,SLG,OPS,wOBA,wRC+,PA,R,HR,RBI,SB,WAR,BABIP,BB%,K%,ISO
Christian Encarnacion-Strand,0.19,0.22,0.293,0.513,,,123,13,2,16,0,,0.247,0.033,0.285,0.103
Hunter Goodman,0.19,0.228,0.417,0.645,,,224,24,13,36,1,,0.199,0.036,0.286,0.227
Jackson Holliday,0.189,0.255,0.311,0.566,,,208,28,5,23,4,,0.265,0.072,0.332,0.122
Alek Thomas,0.189,0.245,0.358,0.603,,,103,13,3,17,4,,0.2,0.068,0.165,0.169
Ji Hwan Bae,0.189,0.247,0.216,0.463,,,81,11,0,6,6,,0.275,0.074,0.296,0.027
Steward Berroa,0.189,0.333,0.216,0.549,,,45,7,0,1,6,,0.304,0.178,0.311,0.027
Nick Loftin,0.189,0.282,0.236,0.518,,,171,15,1,14,1,,0.216,0.111,0.14,0.047
Jordan Beck,0.188,0.245,0.276,0.521,,,184,14,3,13,7,,0.282,0.065,0.353,0.088
Evan Carter,0.188,0.272,0.361,0.633,,,162,23,5,15,2,,0.227,0.093,0.265,0.173
Brett Sullivan,0.188,0.235,0.375,0.61,,,17,1,1,2,0,,0.182,0.059,0.235,0.187
Drew Waters,0.188,0.316,0.25,0.566,,,19,2,0,1,0,,0.3,0.105,0.316,0.062
Sean Bouchard,0.187,0.29,0.297,0.587,,,108,14,1,8,4,,0.271,0.111,0.306,0.11
Will Benson,0.187,0.274,0.376,0.65,,,388,41,14,43,16,,0.282,0.103,0.397,0.189
Jose Siri,0.187,0.255,0.366,0.621,,,448,50,18,47,14,,0.261,0.069,0.379,0.179
Daniel Vogelbach,0.186,0.278,0.3,0.578,,,79,5,1,8,0,,0.231,0.114,0.215,0.114
Jacob Hurtubise,0.185,0.297,0.241,0.538,,,68,7,0,4,2,,0.27,0.088,0.265,0.056
Owen Miller,0.185,0.185,0.222,0.407,,,27,2,0,3,0,,0.263,0.0,0.296,0.037
Javier Báez,0.184,0.221,0.294,0.515,,,289,25,6,37,8,,0.22,0.042,0.239,0.11
Taylor Walls,0.183,0.282,0.248,0.53,,,252,27,1,14,16,,0.255,0.123,0.266,0.065
Pablo Reyes,0.183,0.234,0.217,0.451,,,64,5,0,5,1,,0.268,0.047,0.297,0.034
Niko Kavadas,0.183,0.283,0.333,0.616,,,106,11,4,8,1,,0.271,0.104,0.387,0.15
Jack Suwinski,0.182,0.264,0.324,0.588,,,277,29,9,26,9,,0.225,0.097,0.285,0.142
Adam Duvall,0.182,0.245,0.323,0.568,,,330,29,11,30,0,,0.227,0.064,0.3,0.141
Cole Tucker,0.18,0.263,0.3,0.563,,,57,3,0,3,3,,0.265,0.105,0.298,0.12
Victor Scott II,0.179,0.219,0.283,0.502,,,155,14,2,10,5,,0.233,0.039,0.271,0.104
Jasson Domínguez,0.179,0.313,0.304,0.617,,,67,8,2,4,5,,0.229,0.164,0.284,0.125
Jason Vosler,0.179,0.233,0.286,0.519,,,30,2,0,3,0,,0.263,0.067,0.3,0.107
Luke Maile,0.178,0.268,0.252,0.52,,,154,8,2,8,2,,0.268,0.084,0.338,0.074
Ryan Vilade,0.178,0.208,0.244,0.452,,,49,5,1,5,0,,0.212,0.041,0.245,0.066
DJ Stewart,0.177,0.325,0.297,0.622,,,194,16,5,19,1,,0.217,0.16,0.247,0.12
Jacob Amaya,0.176,0.222,0.191,0.413,,,72,4,0,3,1,,0.3,0.056,0.389,0.015
Jorge Barrosa,0.176,0.176,0.294,0.47,,,18,3,0,1,1,,0.2,0.0,0.111,0.118
Drew Romo,0.176,0.208,0.235,0.443,,,53,4,0,6,0,,0.273,0.038,0.34,0.059
Nick Allen,0.175,0.216,0.247,0.463,,,105,6,1,4,0,,0.211,0.048,0.19,0.072
Eddie Rosario,0.175,0.215,0.316,0.531,,,319,33,10,35,9,,0.196,0.05,0.241,0.141
Luken Baker,0.175,0.286,0.4,0.686,,,49,3,2,10,1,,0.172,0.143,0.224,0.225
Estevan Florial,0.173,0.264,0.367,0.631,,,111,11,3,11,2,,0.259,0.099,0.369,0.194
Tucker Barnhart,0.173,0.287,0.21,0.497,,,96,13,0,6,1,,0.28,0.135,0.323,0.037
Luis De Los Santos,0.172,0.226,0.241,0.467,,,31,2,0,1,0,,0.263,0.065,0.323,0.069
Mitch Garver,0.172,0.286,0.341,0.627,,,430,37,15,51,0,,0.216,0.123,0.309,0.169
Adael Amador,0.171,0.194,0.2,0.394,,,36,1,0,0,1,,0.207,0.028,0.167,0.029
Logan Driscoll,0.171,0.189,0.257,0.446,,,37,2,1,5,0,,0.172,0.027,0.162,0.086
Ben Rice,0.171,0.264,0.349,0.613,,,178,20,7,23,0,,0.186,0.112,0.27,0.178
Patrick Wisdom,0.171,0.237,0.392,0.629,,,174,16,8,23,5,,0.207,0.057,0.339,0.221
Brandon Drury,0.169,0.242,0.228,0.47,,,360,28,4,15,1,,0.21,0.075,0.225,0.059
Brandon Crawford,0.169,0.263,0.282,0.545,,,80,5,1,4,0,,0.25,0.1,0.325,0.113
Dillon Dingler,0.167,0.195,0.31,0.505,,,87,2,1,11,0,,0.245,0.034,0.345,0.143
Andrew Knapp,0.167,0.167,0.167,0.334,,,6,0,0,0,0,,0.25,0.0,0.333,0.0
Andrew Knizner,0.167,0.183,0.211,0.394,,,93,5,1,9,0,,0.206,0.011,0.237,0.044
Brandon Lockridge,0.167,0.167,0.417,0.584,,,12,4,1,1,2,,0.143,0.0,0.333,0.25
Ali Sánchez,0.167,0.211,0.19,0.401,,,96,5,0,4,2,,0.23,0.042,0.25,0.023
Joey Gallo,0.161,0.277,0.336,0.613,,,260,24,10,27,3,,0.232,0.123,0.392,0.175
Brian Serven,0.159,0.243,0.222,0.465,,,71,6,0,3,0,,0.244,0.07,0.31,0.063
Tyler Locklear,0.156,0.224,0.311,0.535,,,49,3,2,3,1,,0.217,0.061,0.408,0.155
José Fermín,0.155,0.241,0.197,0.438,,,79,7,0,4,2,,0.183,0.089,0.139,0.042
Blake Dunn,0.154,0.241,0.308,0.549,,,29,8,1,1,2,,0.214,0.069,0.379,0.154
Yan Gomes,0.154,0.179,0.242,0.421,,,96,7,2,7,0,,0.222,0.021,0.375,0.088
DaShawn Keirsey Jr.,0.154,0.214,0.385,0.599,,,14,1,1,1,0,,0.091,0.0,0.071,0.231
Omar Narváez,0.154,0.191,0.185,0.376,,,69,4,0,5,0,,0.189,0.043,0.174,0.031
Joey Wiemer,0.154,0.214,0.154,0.368,,,28,2,0,0,1,,0.235,0.071,0.321,0.0
Seby Zavala,0.154,0.214,0.282,0.496,,,43,4,1,2,0,,0.227,0.07,0.372,0.128
Austin Hedges,0.152,0.203,0.22,0.423,,,146,12,2,15,2,,0.22,0.041,0.342,0.068
Miguel Vargas,0.15,0.249,0.257,0.506,,,237,22,5,16,3,,0.177,0.105,0.241,0.107
Mike Ford,0.15,0.177,0.233,0.41,,,62,2,1,4,0,,0.182,0.032,0.242,0.083
Jamie Westbrook,0.15,0.234,0.35,0.584,,,48,4,2,7,0,,0.154,0.083,0.292,0.2
Keston Hiura,0.148,0.148,0.148,0.296,,,27,1,0,1,0,,0.235,0.0,0.37,0.0
James Outman,0.147,0.256,0.265,0.521,,,156,12,4,11,2,,0.208,0.103,0.353,0.118
Brett Harris,0.146,0.276,0.262,0.538,,,123,15,3,12,0,,0.158,0.138,0.203,0.116
Henry Davis,0.144,0.242,0.212,0.454,,,122,9,1,5,0,,0.233,0.107,0.369,0.068
Jakson Reetz,0.143,0.2,0.429,0.629,,,15,1,1,1,0,,0.125,0.067,0.333,0.286
Taylor Trammell,0.143,0.25,0.143,0.393,,,8,2,0,0,0,,0.25,0.125,0.375,0.0
Alan Trejo,0.143,0.182,0.143,0.325,,,67,4,0,1,0,,0.188,0.03,0.224,0.0
Aaron Hicks,0.14,0.222,0.193,0.415,,,63,6,1,5,0,,0.212,0.095,0.365,0.053
Akil Baddoo,0.137,0.22,0.301,0.521,,,82,7,2,5,1,,0.178,0.098,0.329,0.164
Ryan Noda,0.137,0.255,0.211,0.466,,,111,8,1,4,0,,0.211,0.126,0.333,0.074
Donovan Walton,0.136,0.24,0.273,0.513,,,25,3,1,2,0,,0.143,0.08,0.28,0.137
Bobby Dalbec,0.133,0.217,0.193,0.41,,,93,6,1,8,3,,0.256,0.086,0.462,0.06
Travis Blankenhorn,0.129,0.156,0.161,0.317,,,32,2,0,5,0,,0.182,0.031,0.281,0.032
Johnathan Rodríguez,0.129,0.325,0.161,0.486,,,40,6,0,5,0,,0.235,0.225,0.35,0.032
Chuckie Robinson,0.129,0.197,0.129,0.326,,,76,2,0,0,0,,0.18,0.066,0.263,0.0
Zack Short,0.129,0.282,0.171,0.453,,,88,11,0,5,2,,0.196,0.159,0.273,0.042
Davis Wendzel,0.128,0.163,0.234,0.397,,,49,2,1,2,0,,0.147,0.02,0.245,0.106
CJ Alexander,0.125,0.125,0.125,0.25,,,8,0,0,0,0,,0.2,0.0,0.375,0.0
Graham Pauley,0.125,0.125,0.313,0.438,,,32,4,2,5,0,,0.133,0.0,0.469,0.188
Braden Shewmake,0.125,0.134,0.203,0.337,,,67,4,1,4,5,,0.127,0.015,0.149,0.078
José Abreu,0.124,0.167,0.195,0.362,,,120,10,2,7,0,,0.143,0.033,0.233,0.071
Alex Jackson,0.122,0.201,0.237,0.438,,,155,17,3,12,1,,0.167,0.077,0.342,0.115
Trenton Brooks,0.12,0.241,0.12,0.361,,,29,3,0,1,1,,0.158,0.138,0.207,0.0
Ryan Kreidler,0.119,0.2,0.169,0.369,,,65,9,1,2,5,,0.154,0.092,0.292,0.05
Martín Maldonado,0.119,0.174,0.23,0.404,,,147,9,4,11,0,,0.15,0.054,0.347,0.111
Isaac Collins,0.118,0.211,0.118,0.329,,,19,0,0,0,1,,0.286,0.105,0.526,0.0
Tom Murphy,0.118,0.211,0.235,0.446,,,38,3,1,2,0,,0.158,0.105,0.368,0.117
Kyren Paris,0.118,0.224,0.216,0.44,,,59,4,1,5,1,,0.152,0.119,0.288,0.098
Matt Mervis,0.115,0.148,0.154,0.302,,,28,1,0,3,0,,0.167,0.036,0.286,0.039
Rob Brantly,0.111,0.111,0.111,0.222,,,9,0,0,0,0,,0.143,0.0,0.222,0.0
Vinny Capra,0.111,0.111,0.222,0.333,,,9,1,0,0,0,,0.167,0.0,0.333,0.111
Edwin Rios,0.111,0.2,0.111,0.311,,,10,1,0,0,0,,0.2,0.1,0.4,0.0
Bubba Thompson,0.111,0.111,0.167,0.278,,,18,5,0,0,5,,0.286,0.0,0.611,0.056
Tristan Gray,0.107,0.194,0.143,0.337,,,31,0,0,0,0,,0.25,0.097,0.516,0.036
Niko Goodrum,0.103,0.188,0.103,0.291,,,33,2,0,0,1,,0.158,0.091,0.303,0.0
Kevin Alcántara,0.1,0.1,0.1,0.2,,,10,1,0,0,0,,0.111,0.0,0.1,0.0
Nacho Alvarez Jr.,0.1,0.156,0.1,0.256,,,32,1,0,0,0,,0.15,0.0,0.312,0.0
Levi Jordan,0.1,0.091,0.2,0.291,,,11,1,0,1,0,,0.125,0.0,0.273,0.1
Pedro León,0.1,0.143,0.1,0.243,,,21,2,0,0,2,,0.2,0.048,0.476,0.0
Coby Mayo,0.098,0.196,0.098,0.294,,,46,4,0,0,0,,0.211,0.087,0.478,0.0
Aledmys Díaz,0.091,0.118,0.091,0.209,,,34,2,0,1,0,,0.125,0.029,0.265,0.0
Tyler Heineman,0.083,0.313,0.083,0.396,,,16,2,0,0,0,,0.167,0.188,0.375,0.0
Bryce Teodosio,0.083,0.083,0.083,0.166,,,12,1,0,0,0,,0.143,0.0,0.417,0.0
Luis Vázquez,0.083,0.143,0.083,0.226,,,14,2,0,1,0,,0.143,0.0,0.429,0.0
Rafael Ortega,0.071,0.176,0.071,0.247,,,17,4,0,1,2,,0.091,0.118,0.235,0.0
Sam Haggerty,0.067,0.125,0.067,0.192,,,16,1,0,1,1,,0.091,0.062,0.25,0.0
Kameron Misner,0.067,0.067,0.067,0.134,,,15,0,0,0,0,,0.2,0.0,0.667,0.0
Justin Foscue,0.048,0.091,0.071,0.162,,,44,3,0,1,0,,0.083,0.045,0.409,0.023
Jace Peterson,0.045,0.154,0.045,0.199,,,26,2,0,1,0,,0.059,0.115,0.231,0.0
Eddy Alvarez,0.0,0.182,0.0,0.182,,,11,2,0,0,0,,0.0,0.091,0.182,0.0
Brian Anderson,0.0,0.0,0.0,0.0,,,5,0,0,0,0,,0.0,0.0,0.4,0.0
Chase Anderson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Pedro Avila,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Mike Baumann,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
David Bañuelos,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,0.0
Jalen Beeks,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Brennan Bernardino,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
John Brebbia,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jhony Brito,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kris Bubic,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Génesis Cabrera,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jair Camargo,0.0,0.143,0.0,0.143,,,7,1,0,0,0,,0.0,0.143,0.429,0.0
Isaiah Campbell,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luis Castillo,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
Danny Coulombe,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jeff Criswell,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Fernando Cruz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jake Diekman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Seranthony Domínguez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Alexis Díaz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Edwin Díaz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Mason Englert,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Sandro Fabian,0.0,0.0,0.0,0.0,,,5,0,0,0,0,,0.0,0.0,0.0,0.0
Buck Farmer,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Fernandez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kyle Finnegan,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jason Foley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kyle Freeland,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luis Frías,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Hunter Gaddis,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Aramis Garcia,0.0,0.0,0.0,0.0,,,7,0,0,0,0,,0.0,0.0,0.429,0.0
Mickey Gasper,0.0,0.217,0.0,0.217,,,23,1,0,0,0,,0.0,0.174,0.348,0.0
Tyler Gentry,0.0,0.0,0.0,0.0,,,5,0,0,0,0,,0.0,0.0,0.4,0.0
Kevin Ginkel,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jon Gray,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chad Green,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Josh Hader,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Seth Halvorsen,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Hunter Harvey,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jonathan Heasley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Helsley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kevin Herget,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jonathan Hernández,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Brewer Hicklen,0.0,0.0,0.0,0.0,,,5,0,0,0,1,,0.0,0.0,0.8,0.0
Porter Hodge,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Spencer Howard,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Joe Hudson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Sam Huff,0.0,0.25,0.0,0.25,,,4,0,0,0,0,,0.0,0.25,0.5,0.0
Cooper Hummel,0.0,0.0,0.0,0.0,,,8,0,0,0,1,,0.0,0.0,0.25,0.0
Kenley Jansen,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryce Jarvis,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Daniel Johnson,0.0,0.0,0.0,0.0,,,1,1,0,0,0,,0.0,0.0,0.0,0.0
Tony Kemp,0.0,0.1,0.0,0.1,,,10,1,0,0,0,,0.0,0.1,0.1,0.0
Grae Kessinger,0.0,0.16,0.0,0.16,,,25,4,0,0,0,,0.0,0.12,0.28,0.0
Craig Kimbrel,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryan King,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
John King,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tyler Kinley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Andrew Kittredge,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Grant Koch,0.0,0.125,0.0,0.125,,,8,1,0,0,0,,0.0,0.125,0.75,0.0
Matt Koch,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Michael Kopech,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Peter Lambert,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jacob Latz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Derek Law,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Justin Lawrence,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kyle Leahy,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
José Leclerc,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jorge López,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Joe Mantiply,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chris Martin,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Justin Martinez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Nick Maton,0.0,0.0,0.0,0.0,,,5,0,0,0,0,,0.0,0.0,0.4,0.0
James McArthur,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Scott McGough,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
Nick Mears,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Trevor Megill,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Julian Merryweather,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Hoby Milner,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Héctor Neris,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Joel Payamps,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Elvis Peguero,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Zach Penrod,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Pressly,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
A.J. Puk,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
José Quijada,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
David Robertson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Yerry Rodríguez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chris Roller,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
JoJo Romero,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Paul Sewald,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chase Shugart,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Lucas Sims,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kevin Smith,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryne Stanek,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Albert Suárez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Thompson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Trent Thornton,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
José Ureña,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Victor Vodnik,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Austin Voth,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jacob Webb,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Mitch White,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Owen White,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Justin Wilson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Josh Winckowski,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Eric Yang,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
Kirby Yates,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Alex Young,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Guillo Zuñiga,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
