Name,ERA,FIP,xFIP,WHIP,K/9,BB/9,HR/9,K%,BB%,BABIP,LOB%,WAR,IP,G,GS,W,L
Pablo Reyes,0.0,,,2.0,0.0,9.0,0.0,0.0,0.2,0.25,,,1.0,1,0,0,0
Leo Rivas,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.222,,,2.0,2,0,0,0
Miguel Rojas,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Erik Sabrowski,0.0,,,0.79,13.5,2.84,0.0,0.404,0.085,0.14,,,12.2,8,0,0,0
Miguel Sanó,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,1,0,0,0
Chasen Shreve,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Dominic Smith,0.0,,,1.0,0.0,3.0,0.0,0.0,0.091,0.2,,,3.0,3,0,0,0
Pavin Smith,0.0,,,1.0,0.0,9.0,0.0,0.0,0.2,0.0,,,1.0,1,0,0,0
AJ Smith-Shawver,0.0,,,1.15,8.31,4.15,0.0,0.222,0.111,0.188,,,4.1,1,1,0,0
Michael Stefanic,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Justin Topa,0.0,,,0.43,7.71,0.0,0.0,0.25,0.0,0.125,,,2.1,3,0,0,0
Luis Torrens,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,1,0,0,0
Cole Tucker,0.0,,,2.0,0.0,9.0,0.0,0.0,0.25,0.333,,,1.0,1,0,0,0
Matt Wallner,0.0,,,1.5,0.0,0.0,0.0,0.0,0.0,0.333,,,1.1,1,0,0,0
Andrew Walters,0.0,,,0.69,6.23,5.19,0.0,0.188,0.156,0.038,,,8.2,9,1,1,0
Donovan Walton,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.4,,,1.0,1,0,0,0
Forrest Whitley,0.0,,,2.4,13.5,8.1,0.0,0.25,0.15,0.313,,,3.1,3,0,0,0
Weston Wilson,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Patrick Wisdom,0.0,,,6.0,0.0,27.0,0.0,0.0,0.333,0.5,,,0.1,1,0,0,0
Emmanuel Clase,0.61,,,0.66,7.99,1.21,0.24,0.244,0.037,0.154,,,74.1,74,0,4,2
Luis Peralta,0.73,,,0.97,10.22,3.65,0.0,0.286,0.102,0.175,,,12.1,15,0,0,0
Sean Reynolds,0.82,,,1.36,17.18,4.09,0.0,0.429,0.102,0.238,,,11.0,9,0,0,0
Sean Guenther,0.86,,,0.52,5.14,0.86,0.0,0.164,0.027,0.13,,,21.0,17,0,3,0
Kirby Yates,1.17,,,0.83,12.41,4.09,0.44,0.359,0.118,0.113,,,61.2,61,0,7,2
Rhett Lowder,1.17,,,1.27,6.46,4.11,0.0,0.172,0.109,0.219,,,30.2,6,6,2,2
Rob Zastryzny,1.17,,,0.65,5.87,1.17,0.0,0.172,0.034,0.154,,,7.2,9,3,1,0
Devin Williams,1.25,,,0.97,15.78,4.57,0.42,0.432,0.125,0.133,,,21.2,22,0,1,0
River Ryan,1.33,,,1.18,7.97,3.98,0.44,0.222,0.111,0.208,,,20.1,4,4,1,0
Kyle Hurt,1.35,,,1.35,4.05,1.35,0.0,0.111,0.037,0.308,,,6.2,3,1,0,1
Sean Burke,1.42,,,1.0,10.42,3.32,0.95,0.289,0.092,0.174,,,19.0,4,3,2,0
Seth Halvorsen,1.46,,,0.81,9.49,1.46,1.46,0.283,0.043,0.186,,,12.1,12,0,2,1
J.B. Bukauskas,1.5,,,0.67,9.0,1.5,1.5,0.273,0.045,0.143,,,6.0,6,0,0,0
Jairo Iriarte,1.5,,,1.83,9.0,12.0,0.0,0.2,0.267,0.143,,,6.0,6,0,0,1
John McMillon,1.5,,,1.0,9.75,3.75,0.75,0.277,0.106,0.171,,,12.0,10,0,2,1
Vinny Nittoli,1.5,,,1.0,6.0,1.5,0.75,0.174,0.043,0.227,,,12.0,9,0,0,1
Edwin Uceta,1.51,,,0.82,12.31,1.73,0.43,0.358,0.05,0.174,,,41.2,30,0,2,0
Hunter Gaddis,1.57,,,0.76,7.96,1.69,0.48,0.237,0.05,0.166,,,74.2,78,0,6,3
Kevin Herget,1.59,,,0.79,7.15,2.38,0.79,0.209,0.07,0.15,,,11.1,7,0,0,0
Enoli Paredes,1.66,,,1.06,6.65,4.15,0.0,0.184,0.115,0.173,,,21.2,18,0,1,0
Sean Reid-Foley,1.66,,,1.25,10.38,5.82,0.0,0.278,0.156,0.173,,,21.2,23,0,1,2
Tristan Beck,1.69,,,1.13,7.88,2.25,1.13,0.209,0.06,0.23,,,16.0,7,1,0,0
Austin Warren,1.69,,,1.31,5.91,4.22,0.84,0.167,0.119,0.243,,,10.2,6,0,0,0
Jacob deGrom,1.69,,,1.13,11.81,0.84,0.84,0.318,0.023,0.262,,,10.2,3,3,0,0
Bryan Hudson,1.73,,,0.72,8.95,2.45,1.01,0.268,0.074,0.135,,,62.1,43,0,6,1
Richard Fitts,1.74,,,1.26,3.92,3.05,0.0,0.106,0.082,0.25,,,20.2,4,4,0,1
Tanner Scott,1.75,,,1.13,10.5,4.5,0.38,0.286,0.122,0.179,,,72.0,72,0,9,6
Alex Vesia,1.76,,,0.99,11.8,4.48,0.95,0.331,0.125,0.148,,,66.1,67,0,5,4
Scott Blewett,1.77,,,1.23,7.97,3.54,0.89,0.212,0.094,0.224,,,20.1,12,0,1,1
Brenan Hanifee,1.84,,,1.13,7.06,1.84,0.61,0.192,0.05,0.237,,,29.1,21,3,1,1
Nick Burdi,1.86,,,1.45,11.17,8.38,0.93,0.267,0.2,0.147,,,9.2,12,0,1,0
Mason Montgomery,1.86,,,1.14,15.83,4.66,0.0,0.459,0.135,0.188,,,9.2,9,0,0,0
Matt Strahm,1.87,,,0.75,11.35,1.58,0.57,0.333,0.046,0.166,,,62.2,66,0,6,2
Porter Hodge,1.88,,,0.88,10.88,3.98,0.42,0.317,0.116,0.132,,,43.0,39,0,3,1
Cade Smith,1.91,,,0.9,12.31,2.03,0.12,0.356,0.059,0.19,,,75.1,74,0,6,1
Ryan Walker,1.91,,,0.85,11.14,2.03,0.56,0.321,0.058,0.179,,,80.0,76,1,10,4
Tim Herrin,1.92,,,0.97,9.32,3.43,0.27,0.265,0.097,0.173,,,65.2,75,0,5,1
Eli Morgan,1.93,,,0.98,7.29,2.36,0.86,0.204,0.066,0.197,,,42.0,32,0,3,0
Blake Treinen,1.93,,,0.94,10.8,2.12,0.96,0.304,0.06,0.194,,,46.2,50,0,7,3
Collin Snider,1.94,,,1.18,10.15,2.81,1.08,0.278,0.077,0.231,,,41.2,42,0,3,4
Raisel Iglesias,1.95,,,0.74,8.83,1.69,0.52,0.263,0.05,0.16,,,69.1,66,0,6,2
Jason Adam,1.95,,,0.86,9.9,2.81,0.61,0.287,0.082,0.159,,,73.2,74,0,7,2
Michael McGreevy,1.96,,,0.78,7.04,0.78,0.39,0.209,0.023,0.193,,,23.0,4,3,3,0
Paul Skenes,1.96,,,0.95,11.5,2.17,0.68,0.331,0.062,0.198,,,133.0,23,23,11,3
Garrett Whitlock,1.96,,,1.15,8.35,3.44,0.49,0.227,0.093,0.212,,,18.1,4,4,1,0
Reynaldo López,1.99,,,1.11,9.82,2.79,0.66,0.273,0.077,0.22,,,135.2,26,25,8,5
Trevor Williams,2.03,,,1.04,7.97,2.43,0.4,0.227,0.069,0.214,,,66.2,13,13,6,1
Griffin Jax,2.03,,,0.87,12.04,1.9,0.51,0.344,0.054,0.184,,,71.0,72,0,5,5
Ryan Helsley,2.04,,,1.1,10.72,3.12,0.41,0.297,0.086,0.21,,,66.1,65,0,7,4
Ben Joyce,2.08,,,1.15,8.57,3.63,0.26,0.232,0.099,0.21,,,34.2,31,1,2,0
Dinelson Lamet,2.08,,,0.92,6.23,4.15,2.08,0.167,0.111,0.133,,,4.1,3,0,0,0
Eli Villalobos,2.08,,,1.15,6.23,4.15,2.08,0.167,0.111,0.188,,,4.1,3,0,0,0
Tommy Kahnle,2.11,,,1.15,9.7,4.01,1.05,0.257,0.106,0.19,,,42.2,50,0,0,2
Dylan Lee,2.11,,,1.11,11.46,2.56,1.06,0.317,0.071,0.222,,,59.2,52,0,4,2
Ryan Zeferjahn,2.12,,,0.76,9.53,3.18,0.0,0.281,0.094,0.127,,,17.0,12,0,0,0
Danny Coulombe,2.12,,,0.67,9.71,1.52,0.91,0.299,0.047,0.147,,,29.2,33,0,1,0
Andrés Muñoz,2.12,,,0.96,11.68,3.94,0.91,0.332,0.112,0.153,,,59.1,60,0,3,7
Manuel Rodríguez,2.15,,,1.06,8.12,2.63,0.72,0.215,0.07,0.212,,,37.2,40,0,3,4
Ben Casparius,2.16,,,1.56,12.96,4.32,0.0,0.324,0.108,0.273,,,8.1,3,0,2,0
Jeff Hoffman,2.17,,,0.96,12.08,2.17,0.81,0.336,0.06,0.197,,,66.1,68,0,3,3
Bryan Hoeing,2.18,,,1.06,7.21,2.35,0.67,0.205,0.067,0.219,,,53.2,34,2,2,3
Tyler Holton,2.19,,,0.78,7.35,1.62,0.67,0.218,0.048,0.173,,,94.1,66,9,7,2
Cody Poteet,2.22,,,1.07,5.92,2.96,0.74,0.167,0.083,0.207,,,24.1,5,4,3,0
Tayler Scott,2.23,,,1.17,9.31,4.59,0.92,0.252,0.124,0.188,,,68.2,62,1,7,3
JT Chargois,2.23,,,1.02,7.43,3.22,1.49,0.205,0.089,0.183,,,36.1,36,0,3,1
Daniel Duarte,2.25,,,0.75,6.75,2.25,2.25,0.2,0.067,0.143,,,4.0,2,0,1,0
Connor Gillispie,2.25,,,1.13,9.0,5.63,0.0,0.25,0.156,0.154,,,8.0,3,0,0,0
Zach Penrod,2.25,,,1.75,6.75,9.0,0.0,0.15,0.2,0.2,,,4.0,7,0,0,0
Justin Sterner,2.25,,,1.5,9.0,2.25,0.0,0.211,0.053,0.294,,,4.0,2,0,0,0
Naoyuki Uwasawa,2.25,,,1.0,6.75,4.5,0.0,0.188,0.125,0.143,,,4.0,2,0,0,0
Orion Kerkering,2.29,,,1.08,10.57,2.43,0.29,0.288,0.066,0.223,,,63.0,64,2,5,3
Dedniel Núñez,2.31,,,0.91,12.34,2.06,0.77,0.356,0.059,0.189,,,35.0,25,0,2,0
Peter Strzelecki,2.31,,,1.2,6.94,2.31,0.77,0.191,0.064,0.256,,,11.2,10,0,0,0
Tyson Miller,2.32,,,0.81,7.84,1.6,1.02,0.23,0.047,0.18,,,62.0,58,0,5,1
José Marte,2.33,,,1.24,6.52,4.66,0.47,0.175,0.125,0.206,,,19.1,14,0,0,0
Jake Cousins,2.37,,,1.05,12.55,4.74,1.18,0.342,0.129,0.154,,,38.0,37,0,2,1
Chris Sale,2.38,,,1.01,11.4,1.98,0.46,0.321,0.056,0.216,,,177.2,29,29,18,3
Tarik Skubal,2.39,,,0.92,10.69,1.64,0.7,0.303,0.046,0.201,,,192.0,31,31,18,4
Bryan King,2.39,,,1.14,10.94,3.42,0.34,0.294,0.092,0.211,,,26.1,28,0,1,0
Taylor Rogers,2.4,,,1.25,9.6,3.3,1.05,0.257,0.088,0.237,,,60.0,64,0,1,4
Carlos Estévez,2.45,,,0.91,8.18,1.96,0.82,0.236,0.057,0.192,,,55.0,54,0,4,5
Brusdar Graterol,2.45,,,0.68,8.59,2.45,0.0,0.259,0.074,0.12,,,7.1,7,0,0,0
Alek Jacob,2.45,,,0.75,11.66,1.23,0.61,0.333,0.035,0.173,,,14.2,7,0,0,0
Jared Koenig,2.47,,,1.24,9.15,3.34,0.58,0.238,0.087,0.229,,,62.0,55,6,9,4
Justin Martinez,2.48,,,1.31,11.27,4.46,0.25,0.295,0.117,0.221,,,72.2,64,0,5,6
Mason Miller,2.49,,,0.88,14.4,2.91,0.83,0.418,0.084,0.16,,,65.0,55,0,2,2
Daysbel Hernández,2.5,,,1.11,13.0,5.0,0.0,0.351,0.135,0.159,,,18.0,16,0,3,0
José Buttó,2.55,,,1.07,9.61,4.62,0.73,0.269,0.129,0.167,,,74.0,30,7,7,3
Kaleb Ort,2.55,,,0.81,9.49,1.46,2.55,0.28,0.043,0.18,,,24.2,22,0,1,1
Scott Alexander,2.56,,,1.19,7.22,3.49,0.7,0.194,0.094,0.223,,,38.2,45,0,1,3
Zack Wheeler,2.57,,,0.96,10.08,2.34,0.9,0.285,0.066,0.192,,,200.0,32,32,16,7
Nabil Crismatt,2.57,,,1.0,7.71,0.0,1.29,0.231,0.0,0.269,,,7.0,5,0,1,1
Robert Gasser,2.57,,,1.04,5.14,0.32,0.64,0.14,0.009,0.264,,,28.0,5,5,2,0
Josh Maciejewski,2.57,,,0.86,9.0,2.57,1.29,0.259,0.074,0.16,,,7.0,4,0,0,0
Colin Selby,2.57,,,1.0,6.43,5.14,0.0,0.179,0.143,0.13,,,7.0,5,0,0,0
Brant Hurter,2.58,,,0.88,7.54,1.19,0.79,0.217,0.034,0.204,,,45.1,10,1,6,1
Michael Kelly,2.59,,,1.18,6.32,2.87,0.57,0.172,0.078,0.241,,,31.1,28,0,3,2
Hunter Bigge,2.6,,,1.27,12.46,2.6,1.04,0.329,0.068,0.25,,,17.1,19,1,0,0
Derek Law,2.6,,,1.18,7.6,2.4,0.7,0.208,0.066,0.246,,,90.0,75,0,7,4
John Means,2.61,,,0.87,6.97,0.87,0.87,0.2,0.025,0.211,,,20.2,4,4,2,0
Joe Jiménez,2.62,,,0.99,10.75,3.01,0.26,0.296,0.083,0.181,,,68.2,69,0,1,5
A.J. Minter,2.62,,,1.02,9.17,2.88,1.57,0.261,0.082,0.198,,,34.1,39,0,5,4
Brent Honeywell,2.63,,,1.14,4.3,2.63,0.72,0.121,0.074,0.242,,,37.2,20,1,1,1
Spencer Turnbull,2.65,,,1.05,9.61,3.31,0.99,0.261,0.09,0.188,,,54.1,17,7,3,0
Kris Bubic,2.67,,,1.02,11.57,1.48,0.59,0.322,0.041,0.232,,,30.1,27,0,1,1
Keegan Thompson,2.67,,,1.22,10.68,5.34,0.89,0.283,0.142,0.178,,,30.1,24,0,2,1
Kevin Kelly,2.67,,,0.96,8.02,1.15,0.89,0.227,0.032,0.226,,,70.2,68,0,5,2
Jakob Junis,2.69,,,0.85,6.85,1.07,1.07,0.202,0.032,0.203,,,67.0,24,6,4,0
David Buchanan,2.7,,,1.2,2.7,5.4,0.0,0.071,0.143,0.167,,,3.1,1,0,0,0
Mike Burrows,2.7,,,1.5,5.4,8.1,2.7,0.143,0.214,0.182,,,3.1,1,0,1,0
Diego Castillo,2.7,,,1.6,5.4,7.2,0.0,0.14,0.186,0.235,,,10.0,7,0,0,0
Matt Foster,2.7,,,1.5,5.4,6.75,1.35,0.133,0.167,0.2,,,6.2,6,1,0,1
Edgardo Henriquez,2.7,,,1.2,13.5,5.4,0.0,0.357,0.143,0.167,,,3.1,3,0,0,0
Jackson Stephens,2.7,,,1.8,5.4,2.7,2.7,0.118,0.059,0.333,,,3.1,3,0,0,0
Tyler Zuber,2.7,,,1.5,10.8,5.4,2.7,0.267,0.133,0.231,,,3.1,2,0,0,0
Trevor Megill,2.72,,,1.01,9.71,2.72,0.78,0.273,0.077,0.2,,,46.1,48,0,1,3
Matthew Boyd,2.72,,,1.13,10.44,2.95,0.91,0.277,0.078,0.213,,,39.2,8,8,2,2
Kyle Bradish,2.75,,,1.07,12.13,3.43,0.46,0.325,0.092,0.188,,,39.1,8,8,2,0
Jeff Criswell,2.75,,,1.47,12.36,4.12,1.83,0.31,0.103,0.263,,,19.2,13,0,1,0
Hunter Greene,2.75,,,1.02,10.12,3.41,0.72,0.277,0.093,0.183,,,150.1,26,26,9,5
Alex Cobb,2.76,,,1.04,5.51,1.65,0.55,0.161,0.048,0.241,,,16.1,3,3,2,1
Cole Sulser,2.76,,,1.1,8.27,4.96,0.55,0.227,0.136,0.167,,,16.1,10,2,1,0
Eduardo Salazar,2.76,,,1.64,8.28,4.3,0.61,0.203,0.105,0.288,,,29.1,26,0,0,1
Robert Suarez,2.77,,,1.05,8.17,2.22,0.97,0.229,0.062,0.217,,,65.0,65,0,9,3
Ronel Blanco,2.8,,,1.09,8.93,3.66,1.18,0.246,0.101,0.19,,,167.1,30,29,13,6
Andrew Kittredge,2.8,,,1.13,8.53,2.55,1.27,0.233,0.07,0.228,,,70.2,74,0,5,5
Tyler Rogers,2.82,,,1.04,6.53,0.77,0.9,0.176,0.021,0.245,,,70.1,77,0,3,4
Will Vest,2.82,,,1.12,8.06,2.3,0.38,0.218,0.062,0.234,,,70.1,69,0,3,4
Drew Rasmussen,2.83,,,1.08,10.99,1.88,0.0,0.302,0.052,0.229,,,28.2,16,4,0,2
Adrian Morejon,2.83,,,1.32,10.04,2.97,0.57,0.261,0.077,0.256,,,63.2,60,0,3,2
Hans Crouse,2.84,,,1.22,12.08,6.04,0.71,0.318,0.159,0.161,,,25.1,25,0,4,3
Clarke Schmidt,2.85,,,1.18,9.81,3.16,0.84,0.263,0.085,0.23,,,85.1,16,16,5,5
John King,2.85,,,1.2,5.7,2.1,0.75,0.153,0.056,0.258,,,60.0,56,0,3,3
Aaron Ashby,2.86,,,1.06,10.48,3.18,0.64,0.277,0.084,0.187,,,28.1,14,2,1,2
Hogan Harris,2.86,,,1.35,7.59,4.11,0.87,0.2,0.108,0.244,,,72.1,21,9,4,4
Alex Young,2.87,,,1.4,8.62,4.02,1.15,0.221,0.103,0.246,,,15.2,17,0,0,0
Jorge López,2.89,,,1.23,8.49,3.23,1.02,0.23,0.088,0.235,,,53.0,52,0,2,3
Luke Weaver,2.89,,,0.93,11.04,2.79,1.07,0.311,0.079,0.176,,,84.0,62,0,7,3
Bryan Woo,2.89,,,0.9,7.49,0.96,1.04,0.214,0.028,0.211,,,121.1,22,22,9,3
David Peterson,2.9,,,1.29,7.51,3.42,0.6,0.198,0.09,0.243,,,121.0,21,21,10,3
Shota Imanaga,2.91,,,1.02,9.03,1.45,1.4,0.251,0.04,0.225,,,173.1,29,29,15,3
Framber Valdez,2.91,,,1.11,8.63,2.81,0.66,0.24,0.078,0.221,,,176.1,28,28,15,7
Corbin Burnes,2.92,,,1.1,8.38,2.22,1.02,0.231,0.061,0.226,,,194.1,32,32,15,9
Nick Vespi,2.92,,,1.05,6.57,2.19,0.73,0.184,0.061,0.222,,,12.1,11,0,0,0
Justin Slaten,2.93,,,1.01,9.43,1.46,0.65,0.259,0.04,0.223,,,55.1,44,0,6,2
Bryce Miller,2.94,,,0.98,8.53,2.25,1.05,0.243,0.064,0.2,,,180.1,31,31,12,8
Jeremiah Estrada,2.95,,,1.07,13.87,3.39,0.59,0.373,0.091,0.188,,,61.0,62,0,6,3
Michael King,2.95,,,1.19,10.42,3.26,0.88,0.277,0.087,0.221,,,173.2,31,30,13,9
Elvis Peguero,2.98,,,1.54,8.24,4.73,0.7,0.207,0.119,0.264,,,51.1,52,0,7,4
Brent Headrick,3.0,,,1.33,15.0,6.0,3.0,0.385,0.154,0.182,,,3.0,1,0,0,0
Daniel Hudson,3.0,,,1.03,9.0,2.71,1.43,0.249,0.075,0.198,,,63.0,65,0,6,2
Tobias Myers,3.0,,,1.17,8.28,2.35,1.17,0.223,0.063,0.242,,,138.0,27,25,9,6
Walter Pennington,3.0,,,1.67,8.5,5.5,0.5,0.202,0.131,0.268,,,18.0,16,1,1,0
David Robertson,3.0,,,1.11,12.38,3.38,0.63,0.334,0.091,0.202,,,72.0,68,0,3,4
Tony Santillan,3.0,,,1.0,13.8,2.7,1.2,0.377,0.074,0.186,,,30.0,29,1,3,3
Josh Winder,3.0,,,0.89,10.0,1.0,0.0,0.263,0.026,0.212,,,9.0,4,0,0,0
Yoshinobu Yamamoto,3.0,,,1.11,10.5,2.2,0.7,0.285,0.06,0.229,,,90.0,18,18,7,2
Seth Lugo,3.0,,,1.09,7.88,2.09,0.7,0.217,0.057,0.229,,,206.2,33,33,16,9
Jacob Webb,3.02,,,1.18,9.21,4.29,0.64,0.245,0.114,0.192,,,56.2,60,0,2,5
Buck Farmer,3.04,,,1.2,8.87,3.68,0.89,0.234,0.097,0.215,,,71.0,61,1,3,2
Sam Hentges,3.04,,,0.97,10.27,1.9,1.14,0.297,0.055,0.212,,,23.2,25,0,0,0
Joel Payamps,3.05,,,0.97,9.0,2.75,1.07,0.251,0.077,0.184,,,59.0,68,0,3,7
Drew Smith,3.06,,,1.53,11.72,4.58,1.02,0.291,0.114,0.265,,,17.2,19,0,1,1
Shane Baz,3.06,,,1.06,7.83,3.06,1.02,0.216,0.085,0.2,,,79.1,14,14,4,3
Justin Steele,3.07,,,1.1,9.02,2.47,0.8,0.243,0.067,0.219,,,134.2,24,24,5,5
Anthony Banda,3.08,,,1.25,9.06,3.26,0.91,0.239,0.086,0.238,,,49.2,48,2,3,2
Nick Martinez,3.1,,,1.03,7.33,1.14,0.82,0.204,0.032,0.237,,,142.1,42,16,10,7
Bryan Abreu,3.1,,,1.16,11.83,3.68,1.03,0.317,0.098,0.207,,,78.1,78,0,3,3
Blake Snell,3.12,,,1.05,12.55,3.81,0.52,0.347,0.105,0.174,,,104.0,20,20,5,3
Tanner Houck,3.12,,,1.14,7.76,2.42,0.55,0.207,0.065,0.231,,,178.2,30,30,9,10
Jesse Chavez,3.13,,,1.25,7.82,2.7,1.42,0.208,0.072,0.249,,,63.1,46,0,2,2
Greg Weissert,3.13,,,1.34,8.24,2.84,0.99,0.221,0.076,0.274,,,63.1,62,0,4,2
Cole Ragans,3.14,,,1.14,10.77,3.24,0.72,0.293,0.088,0.213,,,186.1,32,32,11,9
Clay Holmes,3.14,,,1.3,9.71,3.14,0.57,0.251,0.081,0.248,,,63.0,67,0,3,5
Spencer Bivens,3.14,,,1.19,6.84,2.03,1.66,0.183,0.054,0.25,,,48.2,27,2,3,1
Yennier Cano,3.15,,,1.3,9.75,3.6,0.9,0.261,0.096,0.242,,,60.0,70,0,4,3
Jason Foley,3.15,,,1.18,6.9,3.0,0.75,0.184,0.08,0.228,,,60.0,69,0,3,6
Brent Suter,3.15,,,1.14,6.85,1.64,1.37,0.185,0.044,0.249,,,65.2,47,3,1,0
A.J. Puk,3.15,,,1.11,11.1,3.53,0.63,0.299,0.095,0.195,,,71.1,62,4,4,9
Colin Holderman,3.16,,,1.31,9.82,4.38,1.05,0.251,0.112,0.223,,,51.1,55,0,3,6
Sam Long,3.16,,,1.2,9.28,3.59,1.05,0.25,0.097,0.218,,,42.2,43,0,3,3
Jack Flaherty,3.17,,,1.07,10.78,2.11,1.33,0.299,0.059,0.223,,,162.0,28,28,13,7
Daniel Robert,3.18,,,1.41,9.53,3.18,1.59,0.231,0.077,0.273,,,5.2,4,0,1,0
Bryce Jarvis,3.19,,,1.43,5.76,5.01,0.91,0.147,0.128,0.239,,,59.1,44,0,1,2
Calvin Faucher,3.19,,,1.4,10.57,4.36,0.0,0.268,0.111,0.246,,,53.2,53,0,2,3
Ryan Yarbrough,3.19,,,1.03,5.93,2.92,1.0,0.163,0.08,0.201,,,98.2,44,0,5,2
Chad Green,3.21,,,1.03,7.76,2.36,1.35,0.219,0.067,0.216,,,53.1,53,0,4,6
Kevin Ginkel,3.21,,,1.2,9.9,1.93,0.77,0.265,0.052,0.256,,,70.0,72,0,8,3
Logan Gilbert,3.23,,,0.89,9.49,1.6,1.12,0.274,0.046,0.196,,,208.2,33,33,9,12
Jorge Alcala,3.24,,,1.03,8.95,3.09,1.23,0.247,0.085,0.19,,,58.1,54,0,4,3
Tyler Gilbert,3.24,,,1.44,4.32,2.16,1.08,0.105,0.053,0.286,,,8.1,6,0,0,0
Jackson Rutledge,3.24,,,1.2,9.72,2.16,1.08,0.265,0.059,0.258,,,8.1,3,1,0,0
Max Fried,3.25,,,1.16,8.57,2.94,0.67,0.232,0.08,0.226,,,174.1,29,29,11,10
