Name,ERA,FIP,xFIP,WHIP,K/9,BB/9,HR/9,K%,BB%,BABIP,LOB%,WAR,IP,G,GS,W,L
Ryan Thompson,3.26,,,1.19,7.06,2.04,0.68,0.191,0.055,0.254,,,66.1,67,0,7,5
Ronny Henriquez,3.26,,,1.29,6.98,2.33,0.93,0.183,0.061,0.267,,,19.1,16,1,1,1
José Quijada,3.26,,,1.5,11.17,7.91,0.47,0.286,0.202,0.19,,,19.1,22,0,2,2
Jameson Taillon,3.27,,,1.13,6.8,1.8,1.14,0.185,0.049,0.243,,,165.1,28,28,12,8
Jeffrey Springs,3.27,,,1.36,10.09,3.0,1.36,0.261,0.077,0.264,,,33.0,7,7,2,2
Cole Sands,3.28,,,1.0,10.72,1.51,0.76,0.291,0.041,0.221,,,71.1,62,0,9,1
Kenley Jansen,3.29,,,1.06,10.21,3.29,0.66,0.284,0.092,0.196,,,54.2,54,0,4,2
Erick Fedde,3.3,,,1.16,7.82,2.64,1.02,0.212,0.072,0.233,,,177.1,31,31,9,9
Bowden Francis,3.3,,,0.93,7.99,1.91,1.48,0.225,0.054,0.196,,,103.2,27,13,8,5
Carlos Hernández,3.3,,,1.33,8.1,4.8,0.3,0.209,0.124,0.22,,,30.0,27,0,0,1
Yu Darvish,3.31,,,1.07,8.6,2.42,1.32,0.236,0.066,0.217,,,81.2,16,16,7,3
Hunter Strickland,3.31,,,1.09,7.0,2.95,1.23,0.194,0.082,0.211,,,73.1,72,0,3,2
Michael Lorenzen,3.31,,,1.24,6.7,4.14,1.17,0.181,0.112,0.216,,,130.1,26,24,7,6
Prelander Berroa,3.32,,,1.47,12.32,6.16,0.95,0.313,0.157,0.217,,,19.0,17,0,1,0
Luis Ortiz,3.32,,,1.11,7.1,2.79,1.06,0.192,0.076,0.218,,,135.2,37,15,7,6
Keegan Akin,3.32,,,0.94,11.1,2.17,1.03,0.31,0.061,0.193,,,78.2,66,0,3,1
Cristopher Sánchez,3.32,,,1.24,7.58,2.18,0.54,0.203,0.058,0.258,,,181.2,31,31,11,9
Jesus Tinoco,3.32,,,0.96,9.3,2.66,0.66,0.259,0.074,0.184,,,40.2,32,0,1,0
Daniel Lynch IV,3.32,,,0.99,8.1,2.91,1.25,0.224,0.08,0.188,,,43.1,16,3,2,0
Sam Moll,3.35,,,1.09,9.08,3.35,0.72,0.25,0.092,0.201,,,37.2,48,0,3,2
Spencer Schwellenbach,3.35,,,1.04,9.24,1.67,1.02,0.254,0.046,0.226,,,123.2,21,21,8,7
Michael Wacha,3.35,,,1.19,7.83,2.43,0.92,0.212,0.066,0.246,,,166.2,29,29,13,8
JoJo Romero,3.36,,,1.15,7.78,2.44,1.22,0.21,0.066,0.236,,,59.0,65,0,7,3
Lucas Erceg,3.36,,,1.05,10.51,2.34,0.44,0.285,0.063,0.212,,,61.2,61,0,2,6
Tim Hill,3.36,,,1.43,4.16,2.55,0.27,0.107,0.065,0.289,,,67.0,62,0,4,0
Cam Booser,3.38,,,1.34,9.07,3.38,1.05,0.235,0.087,0.25,,,42.2,43,0,2,3
Jose A. Ferrer,3.38,,,1.03,7.03,1.69,0.28,0.194,0.047,0.227,,,32.0,31,0,1,0
Jose E. Hernandez,3.38,,,1.69,6.75,6.75,1.69,0.16,0.16,0.238,,,5.1,7,0,1,1
Carmen Mlodzinski,3.38,,,1.18,8.17,3.38,0.53,0.22,0.091,0.223,,,50.2,40,4,5,5
Kodai Senga,3.38,,,0.56,15.19,1.69,1.69,0.45,0.05,0.111,,,5.1,1,1,1,0
Anthony Veneziano,3.38,,,1.43,9.45,2.03,0.67,0.241,0.052,0.308,,,13.1,12,0,1,0
Osvaldo Bido,3.41,,,1.09,8.95,3.69,0.43,0.243,0.1,0.192,,,63.1,16,9,5,3
Gerrit Cole,3.41,,,1.13,9.38,2.75,1.04,0.254,0.074,0.22,,,95.0,17,17,8,5
Gus Varland,3.42,,,1.44,9.23,2.73,0.68,0.235,0.07,0.283,,,26.1,26,0,1,0
José Soriano,3.42,,,1.2,7.73,3.58,0.64,0.207,0.096,0.224,,,113.0,22,20,6,7
Michel Otañez,3.44,,,1.38,14.56,5.29,0.53,0.364,0.132,0.214,,,34.0,36,0,1,0
Yency Almonte,3.45,,,1.09,11.49,4.6,0.57,0.299,0.119,0.161,,,15.2,17,0,1,0
Chris Martin,3.45,,,1.13,10.15,0.61,1.02,0.278,0.017,0.276,,,44.1,45,0,3,1
Michael Kopech,3.46,,,1.15,11.7,4.52,1.2,0.315,0.122,0.188,,,67.2,67,0,6,8
Yimi García,3.46,,,0.9,11.31,2.77,1.38,0.32,0.078,0.167,,,39.0,39,0,3,0
Luke Little,3.46,,,1.27,9.69,6.23,0.35,0.257,0.165,0.174,,,26.0,30,1,3,1
Ranger Suarez,3.46,,,1.2,8.66,2.45,0.84,0.232,0.065,0.243,,,150.2,27,27,12,8
Sean Manaea,3.47,,,1.08,9.12,3.12,1.04,0.249,0.085,0.202,,,181.2,32,32,12,6
Dylan Cease,3.47,,,1.07,10.65,3.09,0.86,0.294,0.085,0.2,,,189.1,33,33,14,11
Tanner Bibee,3.47,,,1.12,9.69,2.28,1.14,0.263,0.062,0.23,,,173.2,31,31,12,8
Logan Webb,3.47,,,1.23,7.56,2.2,0.48,0.205,0.059,0.258,,,204.2,33,33,13,10
Tayler Saucedo,3.49,,,1.37,8.84,4.19,0.7,0.229,0.108,0.24,,,38.2,53,0,2,0
Tyler Glasnow,3.49,,,0.95,11.28,2.35,1.01,0.322,0.067,0.19,,,134.0,22,22,9,6
Hunter Brown,3.49,,,1.27,9.48,3.18,0.95,0.251,0.084,0.242,,,170.0,31,30,11,9
Ryan Pressly,3.49,,,1.34,9.21,2.86,0.64,0.238,0.074,0.264,,,56.2,59,0,2,3
Luis Gil,3.5,,,1.19,10.15,4.57,1.07,0.268,0.121,0.189,,,151.2,29,29,15,7
Ryan Fernandez,3.51,,,1.35,9.59,4.32,0.54,0.249,0.112,0.236,,,66.2,62,0,1,6
Andrew Chafin,3.51,,,1.47,11.18,4.95,0.8,0.285,0.126,0.246,,,56.1,62,0,4,3
Edwin Díaz,3.52,,,1.04,14.09,3.35,1.17,0.389,0.093,0.188,,,53.2,54,0,6,4
Reese Olson,3.53,,,1.18,8.09,2.64,0.56,0.217,0.071,0.238,,,112.1,22,22,4,8
Gavin Stone,3.53,,,1.21,7.44,2.37,1.15,0.2,0.064,0.248,,,140.1,25,25,11,5
George Kirby,3.53,,,1.07,8.43,1.08,1.04,0.23,0.03,0.245,,,191.0,33,33,14,11
Ryan Brasier,3.54,,,0.96,8.04,1.61,0.96,0.227,0.045,0.218,,,28.0,29,4,1,0
Cody Bradford,3.54,,,1.01,8.25,1.53,1.18,0.227,0.042,0.218,,,76.1,14,13,6,3
Grant Holmes,3.56,,,1.19,9.22,1.98,0.92,0.248,0.053,0.252,,,68.1,26,7,2,1
Aaron Nola,3.57,,,1.2,8.89,2.26,1.35,0.24,0.061,0.247,,,199.1,33,33,14,8
Pete Fairbanks,3.57,,,1.17,8.74,3.38,0.79,0.238,0.092,0.217,,,45.1,46,0,3,3
Garrett Crochet,3.58,,,1.07,12.88,2.03,1.11,0.351,0.055,0.222,,,146.0,32,32,6,12
Landen Roupp,3.58,,,1.37,8.4,4.65,0.36,0.217,0.12,0.226,,,50.1,23,4,1,2
Ben Brown,3.58,,,1.08,10.41,3.09,0.81,0.288,0.086,0.208,,,55.1,15,8,1,3
Aaron Bummer,3.58,,,1.43,11.22,2.93,0.33,0.283,0.074,0.277,,,55.1,56,0,4,3
Hunter Stratton,3.58,,,1.17,7.88,1.67,0.72,0.209,0.044,0.255,,,37.2,36,0,2,1
Seth Martinez,3.59,,,1.27,6.15,3.08,1.2,0.162,0.081,0.246,,,52.2,44,0,3,2
Génesis Cabrera,3.59,,,1.47,7.18,4.16,1.44,0.185,0.107,0.268,,,62.2,69,0,3,3
Beau Brieske,3.59,,,1.26,9.18,3.99,0.67,0.245,0.106,0.224,,,67.2,46,12,4,5
Zach Eflin,3.59,,,1.15,7.29,1.31,1.2,0.196,0.035,0.254,,,165.1,28,28,10,9
Ryan Pepiot,3.6,,,1.15,9.83,3.32,1.18,0.263,0.089,0.212,,,130.0,26,26,8,8
Joe Ryan,3.6,,,0.99,9.8,1.53,1.27,0.273,0.043,0.217,,,135.0,23,23,7,7
José Berríos,3.6,,,1.15,7.16,2.53,1.45,0.195,0.069,0.235,,,192.1,32,32,16,11
Trent Thornton,3.61,,,1.13,9.58,2.36,1.0,0.262,0.065,0.238,,,72.1,71,0,4,3
Alex Faedo,3.61,,,1.34,8.63,4.4,1.41,0.224,0.114,0.233,,,57.1,37,6,5,3
Evan Phillips,3.62,,,1.19,10.37,2.8,0.99,0.276,0.075,0.232,,,54.2,61,0,5,1
Bryan Sammons,3.62,,,0.91,5.93,2.96,1.98,0.173,0.087,0.17,,,27.1,6,0,1,1
Zack Littell,3.63,,,1.25,8.12,1.78,1.27,0.215,0.047,0.265,,,156.1,29,29,8,10
Michael Tonkin,3.63,,,1.26,9.64,3.4,0.68,0.25,0.088,0.236,,,79.1,57,0,4,4
Ryan Weathers,3.63,,,1.18,8.31,2.49,1.14,0.218,0.065,0.236,,,86.2,16,16,5,6
Jhoan Duran,3.64,,,1.16,10.93,2.48,0.66,0.289,0.066,0.235,,,54.1,58,0,6,9
Luis Castillo,3.64,,,1.17,8.98,2.41,1.28,0.243,0.065,0.238,,,175.1,30,30,11,12
Zac Gallen,3.65,,,1.26,9.49,3.28,0.79,0.251,0.087,0.237,,,148.0,28,28,14,6
Landon Knack,3.65,,,1.1,9.0,2.35,1.83,0.241,0.063,0.22,,,69.0,15,12,3,5
Phil Maton,3.66,,,1.11,8.44,3.38,0.98,0.226,0.091,0.203,,,64.0,71,0,3,3
John Schreiber,3.66,,,1.32,8.01,3.48,0.17,0.205,0.089,0.242,,,51.2,59,0,4,3
Valente Bellozo,3.67,,,1.31,5.77,2.75,1.97,0.149,0.071,0.256,,,68.2,13,13,3,4
Pierce Johnson,3.67,,,1.3,10.7,3.99,0.96,0.284,0.106,0.23,,,56.1,58,0,6,6
Kyle Finnegan,3.68,,,1.34,8.48,3.39,1.27,0.221,0.089,0.249,,,63.2,65,0,3,8
Freddy Peralta,3.68,,,1.21,10.36,3.52,1.35,0.276,0.094,0.224,,,173.2,32,32,11,9
Tyler Ferguson,3.68,,,1.09,10.87,4.21,0.7,0.3,0.116,0.178,,,51.1,48,0,4,2
Austin Voth,3.69,,,1.05,9.0,2.66,1.33,0.246,0.073,0.204,,,61.0,68,0,2,5
Alek Manoah,3.7,,,1.03,9.62,2.96,1.85,0.252,0.078,0.189,,,24.1,5,5,1,2
Josh Staumont,3.7,,,1.27,6.66,5.18,0.0,0.176,0.137,0.2,,,24.1,25,0,1,0
Albert Suárez,3.7,,,1.29,7.27,2.9,1.14,0.191,0.076,0.255,,,133.2,32,24,9,7
José Ruiz,3.71,,,1.33,9.18,3.0,1.41,0.24,0.078,0.26,,,51.0,52,0,5,1
Brady Singer,3.71,,,1.27,8.52,2.71,1.1,0.223,0.071,0.253,,,179.2,32,32,9,13
Jacob Latz,3.71,,,1.51,8.24,5.56,1.24,0.208,0.141,0.241,,,43.2,46,0,2,3
Ethan Roberts,3.71,,,1.54,8.78,3.38,1.01,0.22,0.085,0.29,,,26.2,21,0,1,1
Andrew Abbott,3.72,,,1.3,7.43,3.39,1.63,0.195,0.089,0.24,,,138.0,25,25,10,10
Troy Taylor,3.72,,,1.14,11.64,3.26,1.86,0.309,0.086,0.203,,,19.1,21,0,0,0
Yuki Matsui,3.73,,,1.16,9.91,3.88,1.15,0.268,0.105,0.204,,,62.2,64,0,4,2
Javier Assad,3.73,,,1.4,7.59,3.86,1.22,0.194,0.099,0.254,,,147.0,29,29,7,6
Brendon Little,3.74,,,1.31,7.09,3.74,1.38,0.187,0.098,0.238,,,45.2,49,0,1,2
Nick Sandlin,3.75,,,1.27,10.61,4.21,1.87,0.276,0.11,0.222,,,57.2,68,1,8,0
Garrett Cleavinger,3.75,,,1.38,10.65,4.65,0.9,0.267,0.117,0.231,,,60.0,68,0,7,5
Fraser Ellard,3.75,,,1.25,9.75,4.5,1.13,0.257,0.119,0.212,,,24.0,25,0,2,3
Jose Quintana,3.75,,,1.25,7.13,3.33,1.16,0.188,0.088,0.237,,,170.1,31,31,10,10
Reed Garrett,3.77,,,1.4,13.03,4.71,0.94,0.336,0.121,0.236,,,57.1,53,0,8,5
Brandon Williamson,3.77,,,1.05,7.53,3.14,2.51,0.203,0.085,0.196,,,14.1,4,3,0,0
Nestor Cortes,3.77,,,1.15,8.36,2.01,1.24,0.228,0.055,0.245,,,174.1,31,30,9,10
Joe Ross,3.77,,,1.36,8.03,3.53,0.85,0.206,0.09,0.251,,,74.0,25,10,3,6
Andre Pallante,3.78,,,1.3,6.97,3.56,0.59,0.185,0.094,0.24,,,121.1,29,20,8,8
Aroldis Chapman,3.79,,,1.35,14.3,5.69,0.73,0.37,0.147,0.198,,,61.2,68,0,5,5
Nathan Eovaldi,3.8,,,1.11,8.75,2.21,1.21,0.239,0.06,0.229,,,170.2,29,29,12,8
José Ureña,3.8,,,1.32,5.78,3.22,1.07,0.151,0.084,0.254,,,109.0,33,9,5,8
Dylan Floro,3.8,,,1.19,6.29,2.23,0.66,0.172,0.061,0.252,,,68.2,66,0,6,4
Josh Hader,3.8,,,0.96,13.31,3.17,1.52,0.378,0.09,0.171,,,71.0,71,0,8,8
Pedro Avila,3.81,,,1.32,8.93,3.92,0.87,0.232,0.102,0.239,,,82.2,54,0,6,1
Yilber Díaz,3.81,,,1.38,6.04,3.81,0.95,0.16,0.101,0.257,,,28.1,7,4,1,1
T.J. McFarland,3.81,,,1.24,6.19,2.7,0.64,0.166,0.072,0.252,,,56.2,79,0,2,4
Tyler Anderson,3.81,,,1.29,7.13,3.66,1.2,0.186,0.095,0.232,,,179.1,31,31,10,15
Ben Lively,3.81,,,1.25,7.03,2.92,1.37,0.187,0.078,0.241,,,151.0,29,29,13,10
Ian Hamilton,3.82,,,1.35,9.8,3.35,0.48,0.252,0.086,0.261,,,37.2,35,0,0,1
Kevin Gausman,3.83,,,1.22,8.06,2.78,0.99,0.214,0.074,0.238,,,181.0,31,31,14,11
Huascar Brazobán,3.83,,,1.22,8.88,4.35,0.35,0.235,0.115,0.201,,,51.2,39,0,1,3
Lance Lynn,3.84,,,1.34,8.36,3.38,1.23,0.213,0.086,0.247,,,117.1,23,23,7,4
Drew Smyly,3.84,,,1.4,8.59,3.84,1.53,0.218,0.097,0.252,,,58.2,50,0,4,8
Sonny Gray,3.84,,,1.09,10.98,2.11,1.14,0.303,0.058,0.228,,,166.1,28,28,13,9
Lake Bachar,3.86,,,1.5,10.61,3.86,1.93,0.275,0.1,0.278,,,9.1,10,0,0,1
Victor González,3.86,,,1.11,4.24,5.01,1.16,0.113,0.134,0.16,,,23.1,27,0,2,1
Ron Marinaccio,3.86,,,1.2,9.64,3.86,1.54,0.253,0.101,0.217,,,23.1,16,0,1,0
Colin Poche,3.86,,,1.15,7.96,3.13,1.69,0.216,0.085,0.217,,,37.1,43,0,1,2
Kumar Rocker,3.86,,,1.54,10.8,4.63,0.77,0.255,0.109,0.267,,,11.2,3,3,0,2
Grayson Rodriguez,3.86,,,1.24,10.03,2.78,1.16,0.265,0.073,0.243,,,116.2,20,20,13,4
Josh Sborz,3.86,,,1.22,9.37,2.2,0.55,0.246,0.058,0.246,,,16.1,17,0,2,2
Hayden Wesneski,3.86,,,1.14,8.91,2.79,1.6,0.237,0.074,0.215,,,67.2,28,7,3,6
Angel Zerpa,3.86,,,1.45,8.22,3.19,1.01,0.205,0.079,0.273,,,53.2,60,0,2,0
Erik Miller,3.88,,,1.31,11.63,5.08,0.94,0.306,0.134,0.205,,,67.1,73,10,4,5
Joe Musgrove,3.88,,,1.17,9.12,2.08,1.26,0.246,0.056,0.251,,,99.2,19,19,6,5
Dennis Santana,3.89,,,1.09,8.67,2.64,0.5,0.24,0.073,0.22,,,71.2,62,0,3,1
Cristian Javier,3.89,,,1.41,7.01,4.93,1.04,0.18,0.127,0.233,,,34.2,7,7,3,1
MacKenzie Gore,3.9,,,1.42,9.79,3.52,0.81,0.248,0.089,0.263,,,166.1,32,32,10,12
Sean Hjelle,3.9,,,1.21,8.37,1.56,1.12,0.223,0.042,0.268,,,80.2,58,0,3,4
Luis Severino,3.91,,,1.24,7.96,2.97,1.14,0.212,0.079,0.243,,,182.0,31,31,11,7
Austin Adams,3.92,,,1.48,11.54,5.01,0.87,0.277,0.12,0.25,,,41.1,56,0,1,2
Joe Mantiply,3.92,,,1.17,7.99,2.72,0.15,0.218,0.074,0.231,,,59.2,75,2,6,2
Max Scherzer,3.95,,,1.15,8.31,2.08,1.45,0.226,0.056,0.242,,,43.1,9,9,2,4
Kyle Nicolas,3.95,,,1.5,9.05,5.1,0.66,0.226,0.128,0.249,,,54.2,51,0,2,2
Carlos Rodón,3.96,,,1.22,10.03,2.93,1.59,0.265,0.077,0.235,,,175.0,32,32,16,9
Yoendrys Gómez,3.97,,,1.59,7.94,5.56,1.59,0.185,0.13,0.25,,,11.1,5,0,0,0
Zack Kelly,3.97,,,1.25,9.69,4.29,1.59,0.253,0.112,0.208,,,56.2,49,3,6,3
Bailey Ober,3.98,,,1.0,9.62,2.17,1.36,0.269,0.061,0.208,,,178.2,31,31,12,9
Tanner Banks,3.98,,,1.3,9.71,3.11,0.75,0.251,0.08,0.249,,,72.1,63,2,2,3
Wandy Peralta,3.99,,,1.2,5.17,3.05,1.41,0.136,0.08,0.231,,,38.1,46,0,3,2
Alexis Díaz,3.99,,,1.3,8.79,4.95,0.96,0.227,0.128,0.206,,,56.1,60,0,2,5
Jack Kochanowicz,3.99,,,1.19,3.44,1.38,0.96,0.094,0.038,0.275,,,65.1,11,11,2,6
Kyle Muller,4.01,,,1.18,6.57,1.82,1.09,0.178,0.05,0.255,,,49.1,21,0,0,1
Josh Fleming,4.02,,,1.53,4.88,4.02,0.86,0.123,0.101,0.276,,,31.1,25,3,1,1
Grant Holman,4.02,,,1.66,9.19,5.17,0.57,0.219,0.123,0.27,,,15.2,18,0,1,1
Brady Basso,4.03,,,1.25,7.66,2.01,1.21,0.204,0.054,0.264,,,22.1,7,4,1,1
Merrill Kelly,4.03,,,1.17,7.7,2.32,1.34,0.21,0.063,0.242,,,73.2,13,13,5,1
Nick Anderson,4.04,,,1.4,7.32,3.79,1.51,0.19,0.098,0.259,,,35.2,37,0,3,1
Tylor Megill,4.04,,,1.31,10.5,3.69,0.92,0.27,0.095,0.235,,,78.0,16,15,4,5
Bryse Wilson,4.04,,,1.27,7.05,2.67,1.72,0.186,0.07,0.252,,,104.2,34,9,5,4
Yusei Kikuchi,4.05,,,1.2,10.55,2.25,1.28,0.28,0.06,0.245,,,175.2,32,32,9,10
Brandon Eisert,4.05,,,1.35,2.7,5.4,0.0,0.077,0.154,0.227,,,6.2,3,0,0,0
Nick Robertson,4.05,,,1.28,9.45,1.35,2.02,0.255,0.036,0.288,,,13.1,9,0,0,0
Brennan Bernardino,4.06,,,1.41,9.88,3.88,1.06,0.248,0.097,0.256,,,51.0,57,3,4,3
Kyle Leahy,4.07,,,1.03,6.1,1.85,0.74,0.173,0.052,0.225,,,48.2,33,0,1,1
Anthony Bender,4.08,,,1.28,10.02,3.06,0.51,0.259,0.079,0.245,,,53.0,59,0,5,2
Cooper Criswell,4.08,,,1.35,6.61,2.81,0.91,0.172,0.073,0.273,,,99.1,26,18,6,5
Pablo López,4.08,,,1.19,9.62,1.99,1.26,0.256,0.053,0.252,,,185.1,32,32,15,10
José Alvarado,4.09,,,1.25,9.19,4.09,0.88,0.244,0.109,0.215,,,61.2,66,0,2,5
Tommy Nance,4.09,,,1.23,7.77,3.68,0.82,0.204,0.097,0.222,,,22.0,20,0,0,3
Dean Kremer,4.1,,,1.24,8.54,3.54,1.25,0.222,0.092,0.223,,,129.2,24,24,8,10
Héctor Neris,4.1,,,1.4,9.71,4.25,1.21,0.246,0.108,0.244,,,59.1,62,0,10,5
Jordan Hicks,4.1,,,1.45,7.88,3.86,0.98,0.2,0.098,0.265,,,109.2,29,20,4,7
Taj Bradley,4.11,,,1.22,10.04,3.07,1.43,0.266,0.081,0.235,,,138.0,25,25,8,11
Jhony Brito,4.12,,,1.35,5.98,2.06,0.82,0.157,0.054,0.283,,,43.2,26,0,1,2
Ryan Burr,4.13,,,1.26,12.95,3.31,1.1,0.336,0.086,0.228,,,32.2,34,4,0,2
Nick Pivetta,4.14,,,1.13,10.63,2.22,1.73,0.289,0.061,0.231,,,145.2,27,26,6,12
Jared Jones,4.14,,,1.19,9.76,2.88,1.33,0.262,0.077,0.232,,,121.2,22,22,6,8
Josh Winckowski,4.14,,,1.41,7.11,3.08,1.18,0.179,0.077,0.272,,,76.0,40,6,4,2
Carson Fulmer,4.15,,,1.4,8.41,4.15,1.14,0.214,0.106,0.246,,,86.2,37,8,0,5
Enrique Hernández,4.15,,,1.15,0.0,0.0,0.0,0.0,0.0,0.278,,,4.1,4,0,0,0
Ryan Miller,4.15,,,1.62,7.62,5.54,1.38,0.19,0.138,0.26,,,13.0,13,0,0,1
Chase Shugart,4.15,,,1.27,8.31,3.12,1.04,0.222,0.083,0.242,,,8.2,6,0,0,0
Chris Bassitt,4.16,,,1.46,8.84,3.68,0.95,0.222,0.092,0.27,,,171.0,31,31,10,14
DJ Herz,4.16,,,1.26,10.76,3.65,1.12,0.277,0.094,0.224,,,88.2,19,19,4,9
Shawn Dubin,4.17,,,1.57,9.73,5.16,0.6,0.237,0.126,0.256,,,45.1,31,2,1,1
Simeon Woods Richardson,4.17,,,1.29,7.88,3.23,1.08,0.206,0.084,0.246,,,133.2,28,28,5,5
Charlie Morton,4.19,,,1.32,9.09,3.54,1.25,0.238,0.093,0.251,,,165.1,30,30,8,10
Chris Roycroft,4.19,,,1.4,8.65,4.46,0.52,0.213,0.11,0.238,,,34.1,27,0,1,2
Caleb Kilian,4.22,,,1.59,5.91,5.06,1.69,0.146,0.125,0.268,,,10.2,2,1,0,1
Kyle Nelson,4.22,,,1.13,6.75,3.38,1.69,0.19,0.095,0.216,,,10.2,11,0,0,0
Robert Garcia,4.22,,,1.19,11.31,2.41,0.6,0.299,0.064,0.237,,,59.2,72,0,3,6
J.T. Ginn,4.24,,,1.32,7.68,2.38,1.06,0.204,0.063,0.275,,,34.0,8,6,1,1
Ryne Nelson,4.24,,,1.25,7.53,2.03,1.02,0.2,0.054,0.266,,,150.2,28,25,10,6
Kyle Gibson,4.24,,,1.35,8.01,3.61,1.22,0.209,0.094,0.251,,,169.2,30,30,8,8
Mitch Keller,4.25,,,1.3,8.39,2.53,1.16,0.215,0.065,0.261,,,178.0,31,31,11,12
Scott Barlow,4.25,,,1.36,11.13,5.07,0.98,0.282,0.129,0.216,,,55.0,63,0,3,3
Andrew Heaney,4.28,,,1.25,8.94,2.31,1.29,0.229,0.059,0.251,,,160.0,32,31,5,14
Victor Vodnik,4.28,,,1.48,7.94,4.52,0.86,0.203,0.116,0.257,,,73.2,64,0,5,4
Mitchell Parker,4.29,,,1.3,7.93,2.56,1.07,0.206,0.067,0.259,,,151.0,29,29,7,10
Colin Rea,4.29,,,1.26,7.25,2.31,1.56,0.189,0.06,0.258,,,167.2,32,27,12,6
Jared Shuster,4.3,,,1.46,6.87,4.05,1.1,0.174,0.103,0.261,,,73.1,39,4,2,5
Randy Rodríguez,4.3,,,1.24,9.11,3.1,0.69,0.24,0.081,0.24,,,52.1,35,1,3,2
Ty Madden,4.3,,,1.43,6.65,3.13,0.78,0.168,0.079,0.275,,,23.0,6,1,1,1
Marcus Stroman,4.31,,,1.47,6.58,3.49,1.11,0.167,0.089,0.277,,,154.2,30,29,10,9
Paul Sewald,4.31,,,1.13,9.76,2.27,1.36,0.261,0.061,0.232,,,39.2,42,0,1,2
José Leclerc,4.32,,,1.32,12.02,4.32,0.94,0.309,0.111,0.227,,,66.2,64,0,6,5
Davis Martin,4.32,,,1.46,8.46,4.14,0.9,0.214,0.105,0.26,,,50.0,11,10,0,5
Cody Bolton,4.34,,,1.45,8.2,4.34,1.45,0.205,0.108,0.247,,,18.2,17,0,0,0
Alex Lange,4.34,,,1.77,10.13,8.2,0.0,0.233,0.189,0.232,,,18.2,21,0,0,3
Adam Ottavino,4.34,,,1.29,11.25,3.7,0.96,0.286,0.094,0.23,,,56.0,60,0,2,2
Roansy Contreras,4.35,,,1.38,7.38,4.08,1.45,0.188,0.104,0.243,,,68.1,49,3,2,4
Declan Cronin,4.35,,,1.42,9.21,3.2,0.13,0.235,0.082,0.274,,,70.1,56,0,3,4
Erasmo Ramírez,4.35,,,1.06,6.53,4.35,2.18,0.176,0.118,0.164,,,20.2,13,0,3,0
Kirby Snead,4.35,,,1.84,6.1,6.1,0.0,0.146,0.146,0.293,,,10.1,11,0,0,0
Aaron Civale,4.36,,,1.3,8.33,2.91,1.62,0.216,0.075,0.252,,,161.0,31,31,8,9
Kutter Crawford,4.36,,,1.12,8.58,2.5,1.67,0.231,0.067,0.223,,,183.2,33,33,9,16
Jacob Barnes,4.36,,,1.32,7.5,2.73,1.36,0.199,0.072,0.266,,,66.0,63,0,8,3
Jimmy Herget,4.38,,,1.3,10.95,2.19,1.46,0.288,0.058,0.265,,,12.1,8,0,0,1
Lucas Sims,4.38,,,1.44,8.94,5.47,1.46,0.228,0.14,0.229,,,49.1,58,0,1,6
JP Sears,4.38,,,1.22,6.82,2.44,1.39,0.181,0.065,0.251,,,180.2,32,32,11,13
Justin Anderson,4.39,,,1.5,9.62,5.4,0.84,0.236,0.132,0.234,,,53.1,56,0,1,2
Matthew Liberatore,4.4,,,1.27,7.95,2.93,1.15,0.212,0.078,0.251,,,86.0,60,6,3,4
James Paxton,4.4,,,1.45,6.55,4.49,1.08,0.167,0.114,0.251,,,100.1,21,21,9,3
Matt Bowman,4.4,,,1.27,7.04,3.82,1.47,0.182,0.098,0.222,,,30.2,25,1,1,0
Jake Irvin,4.41,,,1.2,7.48,2.49,1.39,0.203,0.068,0.244,,,187.2,33,33,10,14
Gregory Soto,4.42,,,1.57,11.04,4.58,0.68,0.266,0.111,0.272,,,53.0,66,0,3,5
Blake Walston,4.42,,,1.42,8.84,4.91,1.96,0.217,0.12,0.229,,,18.1,7,2,1,0
Bailey Falter,4.43,,,1.29,6.13,2.85,1.07,0.165,0.076,0.26,,,142.1,28,28,8,9
Hunter Harvey,4.44,,,1.32,9.77,2.84,0.89,0.251,0.073,0.259,,,50.2,49,0,2,4
Seranthony Domínguez,4.45,,,1.24,10.43,3.22,1.84,0.267,0.082,0.225,,,58.2,63,0,3,4
Richard Lovelady,4.46,,,1.31,6.82,2.88,0.79,0.177,0.075,0.258,,,34.1,35,0,3,6
Yariel Rodríguez,4.47,,,1.32,8.83,4.15,1.14,0.231,0.109,0.229,,,86.2,21,21,1,8
Jon Gray,4.47,,,1.31,7.54,2.45,0.96,0.196,0.064,0.262,,,102.2,23,19,5,6
Nate Pearson,4.48,,,1.33,10.04,2.85,1.63,0.26,0.074,0.263,,,66.1,60,1,2,2
Casey Mize,4.49,,,1.47,6.86,2.55,0.97,0.173,0.064,0.29,,,102.1,22,20,2,6
Jonathan Cannon,4.49,,,1.33,6.59,2.9,1.3,0.174,0.077,0.263,,,124.1,23,21,5,10
Brayan Bello,4.49,,,1.36,8.48,3.55,1.05,0.218,0.091,0.252,,,162.1,30,30,14,8
Ryan Feltner,4.49,,,1.34,7.65,2.88,1.11,0.199,0.075,0.263,,,162.1,30,30,3,10
Tejay Antone,4.5,,,3.0,9.0,18.0,0.0,0.182,0.364,0.286,,,2.0,4,0,0,0
