Name,ERA,FIP,xFIP,WHIP,K/9,BB/9,HR/9,K%,BB%,BABIP,LOB%,WAR,IP,G,GS,W,L
Liam Hendriks,5.4,,,1.0,5.4,1.8,1.8,0.15,0.05,0.222,,,5.0,5,0,2,0
Jonathan Hernández,5.4,,,1.58,9.66,4.26,1.14,0.231,0.102,0.28,,,31.2,33,0,1,2
Ben Joyce,5.4,,,1.8,9.0,8.1,0.9,0.208,0.188,0.243,,,10.0,12,0,1,1
Darren McCaughan,5.4,,,2.0,18.0,5.4,1.8,0.37,0.111,0.292,,,5.0,3,0,0,0
T.J. McFarland,5.4,,,3.0,10.8,5.4,0.0,0.182,0.091,0.444,,,1.2,3,0,0,1
Chris Paddack,5.4,,,1.4,14.4,1.8,1.8,0.364,0.045,0.286,,,5.0,2,0,1,0
Josh Staumont,5.4,,,1.45,10.8,5.85,0.45,0.27,0.146,0.219,,,20.0,21,1,0,0
Austin Warren,5.4,,,1.2,10.8,0.0,5.4,0.333,0.0,0.333,,,1.2,2,0,1,0
Jackson Wolf,5.4,,,1.4,1.8,1.8,0.0,0.045,0.045,0.286,,,5.0,1,1,1,0
Rich Hill,5.41,,,1.52,7.93,3.57,1.41,0.195,0.088,0.281,,,146.1,32,27,8,14
Luis Medina,5.42,,,1.51,8.7,4.68,1.15,0.214,0.115,0.255,,,109.2,23,17,3,10
Chase Anderson,5.42,,,1.42,6.67,3.44,1.77,0.172,0.089,0.274,,,86.1,19,17,1,6
Tyler Anderson,5.43,,,1.49,7.6,4.09,1.28,0.189,0.102,0.266,,,141.0,27,25,6,6
Michael Kopech,5.43,,,1.59,9.32,6.33,2.02,0.227,0.154,0.238,,,129.1,30,27,5,12
Matthew Boyd,5.45,,,1.32,9.25,3.17,1.39,0.241,0.083,0.25,,,71.0,15,15,5,5
Justin Bruihl,5.46,,,1.39,7.07,3.54,0.64,0.182,0.091,0.267,,,28.0,27,0,1,0
Mason Englert,5.46,,,1.5,6.59,2.73,1.93,0.162,0.067,0.291,,,56.0,31,1,4,3
Bryan Hoeing,5.48,,,1.36,6.75,3.18,1.66,0.174,0.082,0.259,,,70.2,33,7,2,3
Tim Hill,5.48,,,1.65,5.28,2.84,1.42,0.129,0.069,0.331,,,44.1,48,0,1,4
Matt Barnes,5.48,,,1.64,8.44,4.22,0.84,0.202,0.101,0.284,,,21.1,24,1,1,0
Mason Thompson,5.5,,,1.56,7.33,3.67,0.67,0.183,0.092,0.294,,,54.0,51,0,4,4
Josh Sborz,5.5,,,1.15,11.35,2.92,1.38,0.307,0.079,0.219,,,52.1,44,0,6,7
Austin Gomber,5.5,,,1.49,5.63,2.78,1.68,0.144,0.071,0.297,,,139.0,27,27,9,9
Parker Mushinski,5.52,,,1.57,9.2,2.45,3.07,0.217,0.058,0.311,,,14.2,14,0,0,0
Brady Singer,5.52,,,1.45,7.5,2.76,1.13,0.189,0.07,0.287,,,159.2,29,29,8,11
Tim Herrin,5.53,,,1.48,10.41,3.9,0.98,0.264,0.099,0.279,,,27.2,23,0,1,1
Brad Hand,5.53,,,1.42,9.89,3.69,1.01,0.25,0.093,0.27,,,53.2,60,0,5,3
Ty Blach,5.54,,,1.64,5.77,2.77,1.73,0.142,0.068,0.33,,,78.0,20,13,3,3
Joel Kuhnel,5.54,,,1.62,2.08,3.46,1.38,0.052,0.086,0.308,,,13.0,9,0,0,0
Trevor Williams,5.55,,,1.6,6.92,3.3,2.12,0.168,0.08,0.3,,,144.1,30,30,6,10
J.C. Mejía,5.56,,,1.59,10.32,2.38,1.59,0.26,0.06,0.326,,,11.1,9,0,1,0
Taj Bradley,5.59,,,1.39,11.09,3.35,1.98,0.28,0.085,0.255,,,104.2,23,21,5,8
Sam Long,5.6,,,1.56,6.4,4.2,1.0,0.161,0.106,0.282,,,45.0,40,1,0,1
Tayler Scott,5.6,,,1.87,8.66,5.09,1.53,0.193,0.114,0.311,,,17.2,18,2,0,0
Stephen Nogosek,5.61,,,1.64,8.77,4.91,2.1,0.212,0.119,0.28,,,25.2,13,0,0,1
Jaime Barria,5.68,,,1.47,6.78,3.28,2.19,0.171,0.083,0.277,,,82.1,34,6,2,6
Casey Legumina,5.68,,,1.97,7.82,6.39,2.13,0.18,0.148,0.308,,,12.2,11,0,1,0
Daniel Norris,5.68,,,1.74,7.82,8.53,2.13,0.175,0.19,0.204,,,12.2,7,0,0,0
Alec Marsh,5.69,,,1.56,10.29,4.72,1.94,0.249,0.114,0.266,,,74.1,17,8,3,9
Austin Adams,5.71,,,1.38,11.42,4.15,0.52,0.272,0.099,0.235,,,17.1,24,0,0,1
Brandon Pfaadt,5.72,,,1.41,8.81,2.44,2.06,0.223,0.062,0.282,,,96.0,19,18,3,9
Cooper Criswell,5.73,,,1.55,7.36,3.0,1.64,0.179,0.073,0.296,,,33.0,10,0,1,1
Lance Lynn,5.73,,,1.39,9.36,3.28,2.16,0.236,0.083,0.259,,,183.2,32,32,13,11
Nicholas Padilla,5.79,,,2.14,11.57,1.93,1.93,0.261,0.043,0.409,,,4.2,3,0,0,1
Carlos Vargas,5.79,,,1.93,13.5,7.71,3.86,0.318,0.182,0.294,,,4.2,5,0,0,0
Jared Shuster,5.81,,,1.5,5.13,4.44,1.2,0.13,0.113,0.264,,,52.2,11,11,4,3
Ryan Feltner,5.82,,,1.68,7.89,5.82,0.42,0.189,0.139,0.265,,,43.1,10,10,2,4
Trey Wingenter,5.82,,,1.35,11.65,3.71,1.06,0.289,0.092,0.246,,,17.0,17,0,1,0
Lane Ramsey,5.85,,,1.7,8.1,4.05,0.45,0.196,0.098,0.313,,,20.0,21,0,1,0
Osvaldo Bido,5.86,,,1.5,8.53,3.73,0.71,0.203,0.089,0.27,,,50.2,16,9,2,5
Trevor Kelley,5.87,,,1.43,6.46,3.52,2.35,0.159,0.087,0.262,,,15.1,10,3,0,1
Alek Manoah,5.87,,,1.74,8.14,6.08,1.55,0.19,0.142,0.269,,,87.1,19,19,3,9
Gavin Hollowell,5.88,,,1.46,8.55,4.81,2.14,0.208,0.117,0.238,,,33.2,26,0,2,0
José Ruiz,5.89,,,1.65,7.92,4.26,2.03,0.188,0.101,0.292,,,44.1,38,1,2,1
Dennis Santana,5.91,,,1.59,10.13,5.91,1.69,0.24,0.14,0.244,,,10.2,9,0,1,0
Jacob Barnes,5.93,,,1.54,5.27,1.98,0.66,0.131,0.049,0.316,,,13.2,13,0,0,1
Francisco Pérez,5.94,,,1.5,7.56,4.32,0.0,0.189,0.108,0.266,,,16.2,17,1,1,2
Taylor Clarke,5.95,,,1.61,9.92,3.66,1.83,0.244,0.09,0.303,,,59.0,58,2,3,6
Jorge López,5.95,,,1.51,7.47,3.36,1.83,0.184,0.083,0.29,,,59.0,61,0,6,2
Jalen Beeks,5.95,,,1.49,9.99,4.46,0.85,0.245,0.109,0.251,,,42.1,30,8,2,3
Tucker Davidson,5.96,,,1.62,8.06,3.33,1.05,0.195,0.081,0.306,,,51.1,38,1,1,2
Dallas Keuchel,5.97,,,1.67,5.97,4.3,0.72,0.145,0.105,0.298,,,37.2,10,6,2,1
Alex Colomé,6.0,,,1.67,6.0,9.0,3.0,0.133,0.2,0.167,,,3.0,4,0,0,1
Logan Gillaspie,6.0,,,2.11,8.0,5.0,2.0,0.174,0.109,0.35,,,9.0,11,0,0,1
Zach Muckenhirn,6.0,,,2.17,4.5,3.0,0.0,0.097,0.065,0.407,,,6.0,3,0,0,0
José Quijada,6.0,,,1.22,8.0,3.0,0.0,0.195,0.073,0.222,,,9.0,10,0,0,1
Miguel Rojas,6.0,,,1.33,0.0,3.0,0.0,0.0,0.071,0.25,,,3.0,3,0,0,0
Zack Short,6.0,,,2.17,1.5,1.5,0.0,0.031,0.031,0.4,,,6.0,6,0,0,0
Johnny Cueto,6.02,,,1.26,6.71,2.58,2.92,0.179,0.069,0.256,,,52.1,13,10,1,4
Nick Robertson,6.04,,,1.75,10.48,3.63,1.21,0.245,0.085,0.316,,,22.1,18,1,0,1
Javy Guerra,6.05,,,2.02,6.52,10.24,0.93,0.144,0.227,0.236,,,19.1,17,2,0,0
Tyler Kinley,6.06,,,1.65,9.37,3.31,1.65,0.224,0.079,0.318,,,16.1,18,0,0,4
Aaron Loup,6.1,,,1.75,8.32,3.7,1.11,0.195,0.087,0.313,,,48.2,55,0,2,3
Michael Grove,6.13,,,1.48,9.52,2.48,1.57,0.242,0.063,0.296,,,69.0,18,12,2,3
Anthony Kay,6.14,,,1.5,6.75,5.52,1.23,0.167,0.136,0.241,,,14.2,16,0,0,0
Mike Mayers,6.15,,,1.67,5.81,3.42,1.37,0.143,0.084,0.315,,,26.1,6,2,1,2
Jorge Alcala,6.23,,,1.38,8.31,5.19,2.6,0.213,0.133,0.222,,,17.1,11,0,0,1
Diego Castillo,6.23,,,1.62,7.27,7.27,2.08,0.171,0.171,0.212,,,8.2,8,0,0,0
Jake Woodford,6.23,,,1.74,5.48,4.15,2.08,0.131,0.099,0.314,,,47.2,15,8,2,3
Kaleb Ort,6.26,,,1.57,9.39,3.52,2.35,0.224,0.084,0.29,,,23.0,21,2,1,2
Brandon Walter,6.26,,,1.7,6.26,2.74,1.17,0.151,0.066,0.327,,,23.0,9,0,0,0
Jordan Lyles,6.28,,,1.24,6.08,2.28,1.98,0.16,0.06,0.255,,,177.2,31,31,6,17
Matt Carasiti,6.29,,,1.6,5.92,4.07,1.11,0.145,0.1,0.292,,,24.1,16,0,1,0
Nick Lodolo,6.29,,,1.75,12.32,2.62,2.62,0.283,0.06,0.34,,,34.1,7,7,2,1
Brent Headrick,6.31,,,1.44,10.52,3.51,2.45,0.256,0.085,0.267,,,25.2,14,0,3,0
Cody Bolton,6.33,,,2.11,9.28,6.33,1.27,0.206,0.14,0.333,,,21.1,16,0,1,0
James Kaprielian,6.34,,,1.59,8.41,4.57,1.33,0.204,0.111,0.274,,,61.0,14,11,2,6
Thaddeus Ward,6.37,,,1.61,7.64,7.13,1.78,0.188,0.175,0.225,,,35.1,26,0,0,0
Jeurys Familia,6.39,,,2.05,6.39,9.24,1.42,0.141,0.203,0.271,,,12.2,14,0,0,1
Michael Soroka,6.4,,,1.48,8.07,3.34,2.51,0.2,0.083,0.281,,,32.1,7,6,2,2
Luke Weaver,6.4,,,1.58,7.93,2.91,2.11,0.194,0.071,0.301,,,123.2,29,25,3,6
Reed Garrett,6.41,,,1.47,7.32,3.2,1.37,0.184,0.08,0.282,,,19.2,11,0,1,0
Erasmo Ramírez,6.41,,,1.57,6.41,1.94,1.64,0.157,0.047,0.328,,,60.1,38,2,3,3
Anthony Banda,6.43,,,2.0,7.71,6.43,1.29,0.171,0.143,0.321,,,7.0,10,0,0,0
Jackson Kowar,6.43,,,1.93,9.32,6.43,1.29,0.212,0.146,0.293,,,28.0,23,0,2,0
Joan Adon,6.45,,,1.63,8.36,4.18,1.39,0.2,0.1,0.284,,,51.2,12,10,2,4
Devin Smeltzer,6.45,,,1.48,6.45,1.61,2.82,0.16,0.04,0.315,,,22.1,9,1,0,1
José Ureña,6.45,,,1.61,5.84,4.43,2.62,0.143,0.108,0.284,,,44.2,10,10,0,7
Noah Syndergaard,6.5,,,1.39,5.68,1.93,2.23,0.143,0.049,0.291,,,88.2,18,18,2,6
Brett Kennedy,6.5,,,1.44,4.5,3.5,0.5,0.108,0.084,0.275,,,18.0,5,2,1,0
Sean Hjelle,6.52,,,1.76,9.62,4.03,0.93,0.223,0.094,0.317,,,29.0,15,0,2,1
Joely Rodríguez,6.55,,,1.73,11.45,4.91,1.64,0.275,0.118,0.289,,,11.0,11,0,0,0
Ryan Weathers,6.55,,,1.68,6.71,4.53,1.87,0.167,0.113,0.305,,,57.2,15,12,1,8
Eric Lauer,6.56,,,1.67,8.29,4.63,3.09,0.204,0.114,0.292,,,46.2,10,9,4,6
Kolby Allard,6.57,,,1.62,9.49,2.92,1.46,0.232,0.071,0.308,,,12.1,4,3,0,1
Roansy Contreras,6.59,,,1.57,7.24,4.21,1.45,0.182,0.106,0.282,,,68.1,19,11,3,7
Casey Lawrence,6.59,,,1.54,6.59,3.29,2.3,0.164,0.082,0.299,,,27.1,15,0,1,0
Zach Pop,6.59,,,1.24,9.22,3.95,2.63,0.25,0.107,0.22,,,13.2,15,0,1,1
Chad Smith,6.59,,,1.61,5.93,4.61,1.32,0.15,0.117,0.294,,,13.2,10,0,1,2
Jimmy Yacabonis,6.59,,,1.46,7.24,3.95,1.32,0.177,0.097,0.259,,,13.2,7,0,2,1
Cory Abbott,6.64,,,1.7,9.15,4.35,2.06,0.219,0.104,0.306,,,39.1,22,0,1,2
Gus Varland,6.64,,,2.11,8.85,7.08,1.33,0.194,0.155,0.318,,,20.1,16,0,1,1
Luis Severino,6.65,,,1.65,7.96,3.43,2.32,0.189,0.082,0.301,,,89.1,19,18,4,8
Amos Willingham,6.66,,,1.81,5.55,3.33,2.96,0.129,0.078,0.337,,,24.1,18,0,0,2
Zach Neal,6.67,,,1.63,8.33,4.67,2.67,0.202,0.113,0.28,,,27.0,14,2,1,1
Kelvin Cáceres,6.75,,,3.0,6.75,13.5,0.0,0.125,0.25,0.4,,,1.1,2,0,0,0
Matt Dermody,6.75,,,1.25,2.25,2.25,4.5,0.059,0.059,0.267,,,4.0,1,1,0,1
Jeremiah Estrada,6.75,,,2.25,10.97,10.13,3.38,0.232,0.214,0.279,,,10.2,12,0,0,0
Reyes Moronta,6.75,,,5.25,13.5,20.25,6.75,0.182,0.273,0.5,,,1.1,2,0,0,0
Cody Morris,6.75,,,2.0,10.13,6.75,3.38,0.237,0.158,0.313,,,8.0,6,0,0,0
Thomas Pannone,6.75,,,2.25,13.5,3.38,0.0,0.286,0.071,0.385,,,2.2,1,0,0,0
Jackson Rutledge,6.75,,,1.5,5.4,2.7,1.8,0.136,0.068,0.304,,,20.0,4,4,1,1
Cole Sulser,6.75,,,1.5,6.75,5.06,3.38,0.174,0.13,0.25,,,5.1,4,0,0,0
Aaron Bummer,6.79,,,1.53,12.03,5.55,0.62,0.292,0.135,0.236,,,58.1,61,0,5,5
Carlos Carrasco,6.8,,,1.7,6.6,3.8,1.8,0.158,0.091,0.31,,,90.0,20,20,3,8
Keegan Akin,6.85,,,1.77,10.27,2.66,0.76,0.241,0.062,0.337,,,23.2,24,1,2,2
Tommy Doyle,6.85,,,1.52,6.85,4.94,1.9,0.175,0.126,0.256,,,23.2,15,0,0,1
Tommy Hunter,6.85,,,1.39,7.61,1.9,2.28,0.189,0.047,0.286,,,23.2,14,0,0,1
Carlos Rodón,6.85,,,1.45,8.95,3.92,2.1,0.224,0.098,0.261,,,64.1,14,14,3,8
Chris Flexen,6.86,,,1.67,6.51,3.34,2.2,0.159,0.082,0.317,,,102.1,29,16,2,8
Joey Wentz,6.9,,,1.68,8.35,4.0,2.13,0.199,0.096,0.295,,,105.2,25,19,3,13
Carson Spiers,6.92,,,1.92,8.31,4.85,0.69,0.188,0.109,0.321,,,13.0,4,2,0,1
Connor Phillips,6.97,,,1.5,11.32,5.66,2.18,0.271,0.135,0.22,,,20.2,5,5,1,1
Kyle Wright,6.97,,,1.84,9.87,4.94,1.45,0.219,0.11,0.303,,,31.0,9,7,1,3
Zach Davies,7.0,,,1.66,7.87,4.26,1.09,0.191,0.103,0.295,,,82.1,18,18,2,5
Shawn Dubin,7.0,,,1.67,11.0,3.0,1.0,0.262,0.071,0.324,,,9.0,3,1,0,0
Adrian Morejon,7.0,,,2.11,8.0,5.0,1.0,0.182,0.114,0.368,,,9.0,8,1,0,0
Calvin Faucher,7.01,,,1.68,8.77,4.21,1.4,0.208,0.1,0.29,,,25.2,17,4,1,1
Corey Kluber,7.04,,,1.64,6.87,3.44,2.78,0.163,0.082,0.297,,,55.0,15,9,3,6
Reiver Sanmartin,7.07,,,1.93,8.36,6.43,1.29,0.186,0.143,0.288,,,14.0,14,0,1,0
Mitch White,7.11,,,1.74,9.24,4.97,1.42,0.217,0.117,0.294,,,12.2,10,0,0,1
Hogan Harris,7.14,,,1.51,8.0,4.0,1.43,0.197,0.099,0.269,,,63.0,14,6,3,6
Andrew Suárez,7.16,,,1.73,5.53,4.88,2.28,0.131,0.115,0.287,,,27.2,13,0,0,0
Ian Kennedy,7.16,,,1.41,11.57,3.86,2.2,0.28,0.093,0.246,,,16.1,16,0,0,1
Shintaro Fujinami,7.18,,,1.49,9.46,5.13,1.03,0.232,0.126,0.242,,,79.0,64,7,7,8
Joey Estes,7.2,,,1.4,6.3,1.8,3.6,0.149,0.043,0.286,,,10.0,2,2,0,1
Jonathan Heasley,7.2,,,1.27,5.4,1.2,3.0,0.143,0.032,0.288,,,15.0,12,0,0,0
Brandon Hughes,7.24,,,1.61,11.2,5.27,1.32,0.27,0.127,0.264,,,13.2,17,0,0,3
Lucas Luetge,7.24,,,1.76,9.22,4.61,1.32,0.215,0.108,0.304,,,13.2,12,0,1,0
Spencer Turnbull,7.26,,,1.68,6.97,4.35,1.45,0.166,0.103,0.291,,,31.0,7,7,1,4
Bryan Hudson,7.27,,,1.85,7.27,4.15,1.04,0.159,0.091,0.316,,,8.2,6,0,0,0
Edgar Navarro,7.27,,,1.5,9.35,2.08,2.08,0.231,0.051,0.314,,,8.2,8,0,0,0
Justin Garza,7.36,,,1.85,8.35,5.89,1.47,0.187,0.132,0.286,,,18.1,17,1,0,2
Chi Chi González,7.36,,,2.18,7.36,2.45,2.45,0.158,0.053,0.389,,,3.2,3,0,0,0
Daysbel Hernández,7.36,,,2.45,14.73,7.36,2.45,0.3,0.15,0.353,,,3.2,4,0,1,0
Zach Logue,7.36,,,1.36,8.18,1.64,2.45,0.204,0.041,0.277,,,11.0,3,0,0,0
Anthony Misiewicz,7.36,,,2.09,6.55,4.91,1.64,0.145,0.109,0.354,,,11.0,11,0,2,0
Adam Wainwright,7.4,,,1.9,4.9,3.65,1.78,0.114,0.085,0.345,,,101.0,21,21,5,11
Adam Cimber,7.4,,,1.55,5.23,3.05,2.61,0.126,0.074,0.301,,,20.2,22,0,0,2
Gerardo Reyes,7.45,,,1.76,9.31,5.59,1.86,0.204,0.122,0.275,,,9.2,8,0,0,0
Connor Seabold,7.52,,,1.65,6.9,2.89,1.96,0.164,0.069,0.317,,,87.1,27,13,1,7
Zach Plesac,7.59,,,1.97,5.91,2.11,1.27,0.133,0.048,0.374,,,21.1,5,5,1,1
Ryan Tepera,7.59,,,2.06,9.28,3.38,2.53,0.193,0.07,0.375,,,10.2,12,0,2,2
Kyle Muller,7.6,,,1.96,6.55,4.56,1.87,0.151,0.105,0.346,,,77.0,21,13,1,5
Dylan Dodd,7.6,,,1.89,3.93,3.15,2.36,0.091,0.073,0.351,,,34.1,7,7,2,2
Nicky Lopez,7.71,,,2.57,0.0,7.71,3.86,0.0,0.154,0.364,,,2.1,2,0,0,0
Quinn Priester,7.74,,,1.7,6.48,4.86,2.16,0.154,0.115,0.29,,,50.0,10,8,3,3
Denyi Reyes,7.78,,,1.68,7.78,3.66,1.37,0.189,0.089,0.309,,,19.2,9,3,0,2
Wander Suero,7.88,,,1.38,10.13,5.63,2.25,0.257,0.143,0.2,,,8.0,5,0,1,0
Yerry Rodríguez,7.9,,,1.9,9.88,3.95,0.66,0.227,0.091,0.339,,,13.2,13,1,0,1
Drew Rom,8.02,,,2.08,8.55,5.08,1.87,0.188,0.112,0.34,,,33.2,8,8,1,4
Eduardo Salazar,8.03,,,1.7,3.65,3.65,0.0,0.082,0.082,0.327,,,12.1,8,0,1,0
Easton Lucas,8.1,,,2.1,9.45,5.4,1.35,0.2,0.114,0.323,,,6.2,6,0,0,0
Robbie Ray,8.1,,,2.7,8.1,13.5,0.0,0.158,0.263,0.308,,,3.1,1,1,0,1
Josh Walker,8.1,,,1.8,10.8,5.4,1.8,0.25,0.125,0.286,,,10.0,14,0,0,1
Josh Taylor,8.15,,,1.75,13.25,4.58,2.04,0.313,0.108,0.306,,,17.2,17,1,1,3
Karl Kauffmann,8.23,,,1.66,4.11,4.11,1.29,0.101,0.101,0.311,,,35.0,11,3,2,5
José Suarez,8.29,,,1.96,7.49,5.35,2.67,0.17,0.121,0.324,,,33.2,11,7,1,3
Nabil Crismatt,8.31,,,2.0,8.31,4.85,2.08,0.185,0.108,0.333,,,13.0,8,0,0,2
Victor Vodnik,8.31,,,2.08,12.46,3.12,0.0,0.273,0.068,0.366,,,8.2,6,0,1,0
Kolton Ingram,8.44,,,2.44,11.81,8.44,3.38,0.233,0.167,0.333,,,5.1,5,0,0,0
Chad Kuhl,8.45,,,1.96,7.28,6.57,1.88,0.166,0.15,0.313,,,38.1,16,5,0,4
Evan Justice,8.59,,,3.0,8.59,9.82,0.0,0.167,0.19,0.438,,,7.1,9,0,0,0
Lyon Richardson,8.64,,,1.92,6.48,8.1,3.24,0.148,0.185,0.258,,,16.2,4,4,0,2
José Marte,8.68,,,2.25,6.75,6.75,2.89,0.146,0.146,0.359,,,9.1,10,0,0,0
Noah Davis,8.7,,,1.93,7.8,4.5,1.8,0.178,0.103,0.341,,,30.0,8,6,0,4
James Naile,8.8,,,2.35,4.11,5.28,0.59,0.087,0.113,0.38,,,15.1,10,0,0,0
Dylan Coleman,8.84,,,2.02,10.31,9.33,1.47,0.219,0.198,0.261,,,18.1,23,1,0,2
Matt Bowman,9.0,,,2.0,6.75,4.5,2.25,0.15,0.1,0.353,,,4.0,3,0,0,0
Nick Burdi,9.0,,,2.0,12.0,9.0,0.0,0.267,0.2,0.273,,,3.0,3,0,0,0
Harold Castro,9.0,,,2.5,0.0,4.5,0.0,0.0,0.091,0.444,,,2.0,2,0,0,0
Luis Cessa,9.0,,,2.23,3.81,4.15,1.04,0.083,0.091,0.397,,,26.0,7,6,1,4
Ernie Clement,9.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.5,,,1.0,1,0,0,0
Declan Cronin,9.0,,,1.64,6.55,5.73,2.45,0.157,0.137,0.262,,,11.0,9,0,0,1
Jose Herrera,9.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.4,,,2.0,2,0,0,0
Bligh Madris,9.0,,,2.0,0.0,9.0,9.0,0.0,0.25,0.333,,,1.0,1,0,0,0
Victor Mederos,9.0,,,2.67,9.0,9.0,0.0,0.176,0.176,0.417,,,3.0,3,0,0,0
Jace Peterson,9.0,,,3.0,4.5,13.5,4.5,0.083,0.25,0.333,,,2.0,2,0,0,0
José Rodríguez,9.0,,,1.33,3.0,3.0,0.0,0.083,0.083,0.273,,,3.0,1,0,0,0
Drew Rucinski,9.0,,,2.28,3.0,7.0,2.5,0.063,0.147,0.346,,,18.0,4,4,0,4
Colin Selby,9.0,,,1.83,11.25,5.63,1.5,0.263,0.132,0.296,,,24.0,21,5,2,2
Gavin Stone,9.0,,,1.9,6.39,3.77,2.32,0.145,0.086,0.338,,,31.0,8,4,1,1
Brett Wisely,9.0,,,1.0,0.0,0.0,9.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Jake Wong,9.0,,,3.0,0.0,9.0,0.0,0.0,0.2,0.5,,,3.0,1,0,0,0
Garrett Hill,9.19,,,2.11,8.04,8.04,2.3,0.175,0.175,0.302,,,15.2,9,0,0,0
Rico Garcia,9.26,,,2.14,7.71,4.63,3.86,0.167,0.1,0.358,,,11.2,10,0,0,0
Sam Coonrod,9.45,,,1.95,8.1,10.8,0.0,0.176,0.235,0.208,,,6.2,10,0,0,0
Matt Bush,9.58,,,1.65,8.71,5.23,4.35,0.208,0.125,0.262,,,10.1,12,0,0,2
Levi Stoudt,9.58,,,2.32,7.84,6.97,0.87,0.164,0.145,0.348,,,10.1,4,2,0,1
Simeon Woods Richardson,9.64,,,2.14,9.64,5.79,1.93,0.208,0.125,0.35,,,4.2,1,0,0,0
Adam Oller,10.07,,,2.08,5.95,5.49,2.29,0.129,0.119,0.341,,,19.2,9,1,1,1
Carson Kelly,10.13,,,3.75,3.38,3.38,3.38,0.056,0.056,0.529,,,2.2,3,0,0,0
Zach McAllister,10.13,,,2.06,8.44,3.38,3.38,0.172,0.069,0.346,,,5.1,7,0,0,0
Glenn Otto Jr.,10.13,,,1.88,9.28,5.06,5.06,0.216,0.118,0.311,,,10.2,6,0,0,0
Madison Bumgarner,10.26,,,2.4,5.4,8.1,2.16,0.111,0.167,0.347,,,16.2,4,4,0,3
Jhonathan Díaz,10.29,,,2.86,5.14,9.0,0.0,0.095,0.167,0.419,,,7.0,4,1,0,0
Devin Sweet,10.38,,,1.85,6.23,6.23,4.15,0.14,0.14,0.286,,,8.2,7,0,1,0
Spenser Watkins,10.38,,,2.08,8.31,4.15,4.15,0.19,0.095,0.368,,,4.1,1,1,0,1
Domingo Acevedo,10.61,,,1.93,6.75,1.93,1.93,0.149,0.043,0.381,,,9.1,9,0,0,0
