Name,ERA,FIP,xFIP,WHIP,K/9,BB/9,HR/9,K%,BB%,BABIP,LOB%,WAR,IP,G,GS,W,L
Prelander Berroa,0.0,,,1.8,16.2,16.2,0.0,0.375,0.375,0.0,,,1.2,2,0,0,0
Blair Calvo,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1,0,0,0
Alex Claudio,0.0,,,6.0,0.0,0.0,0.0,0.0,0.0,0.667,,,0.1,1,0,0,0
Brandon Crawford,0.0,,,2.0,0.0,9.0,0.0,0.0,0.2,0.25,,,1.0,1,0,0,0
Tyler Cyr,0.0,,,0.6,10.8,0.0,0.0,0.333,0.0,0.167,,,1.2,2,0,0,0
Hagen Danner,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,1,0,0,0
Brandon Dixon,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1,0,0,0
Josh Donaldson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1,0,0,0
Nate Eaton,0.0,,,2.0,9.0,0.0,0.0,0.2,0.0,0.4,,,1.0,1,0,0,0
Jose Espada,0.0,,,2.0,18.0,18.0,0.0,0.4,0.4,0.0,,,1.0,1,0,0,0
Shane Greene,0.0,,,1.33,9.0,6.0,0.0,0.25,0.167,0.2,,,3.0,2,0,0,0
Luis Guillorme,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Yoendrys Gómez,0.0,,,0.5,18.0,0.0,0.0,0.5,0.0,0.143,,,2.0,1,0,0,0
Heath Hembree,0.0,,,0.75,13.5,6.75,0.0,0.5,0.25,0.0,,,1.1,1,0,0,0
Yonny Hernández,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Daniel Hudson,0.0,,,1.67,15.0,9.0,0.0,0.357,0.214,0.182,,,3.0,3,0,0,0
Kyle Hurt,0.0,,,0.0,13.5,0.0,0.0,0.5,0.0,0.0,,,2.0,1,0,0,0
Alek Jacob,0.0,,,0.33,15.0,3.0,0.0,0.5,0.1,0.0,,,3.0,3,0,0,0
Ricky Karcher,0.0,,,1.0,0.0,9.0,0.0,0.0,0.25,0.0,,,1.0,1,0,0,0
Adam Kolarek,0.0,,,0.5,10.5,1.5,0.0,0.318,0.045,0.105,,,6.0,5,0,0,0
Jake Lamb,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,1.0,1,0,0,0
Jacob Latz,0.0,,,0.63,7.11,4.26,0.0,0.227,0.136,0.053,,,6.1,3,0,0,0
Josh Lester,0.0,,,2.0,9.0,9.0,0.0,0.2,0.2,0.25,,,1.0,1,0,0,0
Luke Little,0.0,,,1.35,16.2,5.4,0.0,0.4,0.133,0.208,,,6.2,7,0,0,0
James McCann,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.4,,,1.0,1,0,0,0
Easton McGee,0.0,,,0.3,2.7,1.35,0.0,0.091,0.045,0.048,,,6.2,1,1,0,0
Frankie Montas,0.0,,,2.25,6.75,6.75,0.0,0.143,0.143,0.333,,,1.1,1,0,1,0
Packy Naughton,0.0,,,0.6,9.0,1.8,0.0,0.294,0.059,0.125,,,5.0,4,0,0,0
Chris Owings,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.333,,,1.0,1,0,0,0
Brett Phillips,0.0,,,6.0,0.0,27.0,0.0,0.0,0.333,0.5,,,0.1,1,0,0,0
Konnor Pilkington,0.0,,,1.0,9.0,4.5,0.0,0.25,0.125,0.143,,,2.0,1,0,0,0
Tanner Rainey,0.0,,,2.0,9.0,9.0,0.0,0.2,0.2,0.25,,,1.0,1,0,0,0
Elvin Rodríguez,0.0,,,0.0,13.5,0.0,0.0,0.5,0.0,0.0,,,3.1,1,0,0,0
Ryder Ryan,0.0,,,1.0,18.0,9.0,0.0,0.5,0.25,0.0,,,1.0,1,0,0,0
Andrew Saalfrank,0.0,,,1.06,5.23,3.48,0.0,0.146,0.098,0.189,,,10.1,10,0,0,0
Jonathan Schoop,0.0,,,0.75,6.75,0.0,0.0,0.2,0.0,0.2,,,1.1,1,0,0,0
Rowdy Tellez,0.0,,,1.0,9.0,0.0,0.0,0.25,0.0,0.25,,,1.0,1,0,0,0
Edwin Uceta,0.0,,,0.67,9.0,6.0,0.0,0.273,0.182,0.0,,,3.0,1,0,0,0
Chris Vallimont,0.0,,,1.5,13.5,0.0,0.0,0.5,0.0,0.5,,,0.2,1,0,0,0
Anthony Veneziano,0.0,,,1.71,3.86,7.71,0.0,0.083,0.167,0.2,,,2.1,2,0,0,0
Thyago Vieira,0.0,,,0.33,6.0,3.0,0.0,0.2,0.1,0.0,,,3.0,2,0,0,1
David Villar,0.0,,,1.0,0.0,9.0,0.0,0.0,0.333,0.0,,,1.0,1,0,0,0
Luke Williams,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1,0,0,0
Seby Zavala,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,1,0,0,0
Jeffrey Springs,0.56,,,0.5,13.5,2.25,0.56,0.436,0.073,0.08,,,16.0,3,3,2,0
Miguel Díaz,0.64,,,0.93,10.29,3.21,0.0,0.296,0.093,0.163,,,14.0,12,3,1,0
Brock Stewart,0.65,,,1.08,12.69,3.58,0.33,0.358,0.101,0.196,,,27.2,28,0,2,0
Kody Funderburk,0.75,,,0.92,14.25,3.75,0.75,0.404,0.106,0.146,,,12.0,11,0,2,0
Chris Martin,1.05,,,1.03,8.06,1.4,0.35,0.231,0.04,0.237,,,51.1,55,0,4,1
Danny Young,1.08,,,1.08,11.88,2.16,0.0,0.314,0.057,0.233,,,8.1,8,0,0,0
Brusdar Graterol,1.2,,,0.97,6.42,1.6,0.4,0.187,0.047,0.221,,,67.1,68,1,4,2
Josh Hader,1.28,,,1.1,13.58,4.79,0.48,0.368,0.13,0.163,,,56.1,61,0,2,3
J.B. Bukauskas,1.29,,,1.29,9.0,3.86,0.0,0.233,0.1,0.231,,,7.0,6,0,0,0
Penn Murfee,1.29,,,1.07,10.29,6.43,0.64,0.276,0.172,0.109,,,14.0,16,0,1,2
Shawn Armstrong,1.38,,,0.9,9.35,1.9,0.35,0.261,0.053,0.188,,,52.0,39,6,1,0
Félix Bautista,1.48,,,0.92,16.23,3.84,0.59,0.464,0.11,0.144,,,61.0,56,0,8,2
Tim Mayza,1.52,,,1.22,8.94,2.53,0.34,0.247,0.07,0.251,,,53.1,69,0,3,1
Devin Williams,1.53,,,0.92,13.35,4.3,0.61,0.377,0.121,0.129,,,58.2,61,0,8,3
Jesse Chavez,1.56,,,1.1,10.13,3.12,0.52,0.271,0.083,0.203,,,34.2,36,1,1,0
Tejay Antone,1.59,,,0.88,11.12,3.18,0.0,0.333,0.095,0.158,,,5.2,5,1,0,0
Joe Boyle,1.69,,,0.81,8.44,2.81,0.56,0.25,0.083,0.148,,,16.0,3,3,2,0
Nick Nelson,1.69,,,0.75,5.06,3.38,1.69,0.15,0.1,0.111,,,5.1,1,0,1,0
Héctor Neris,1.71,,,1.05,10.14,4.08,0.92,0.282,0.114,0.174,,,68.1,71,0,6,3
Shelby Miller,1.71,,,0.9,9.0,4.07,0.64,0.258,0.117,0.135,,,42.0,36,1,3,0
Bowden Francis,1.73,,,0.83,8.67,1.98,1.24,0.257,0.059,0.175,,,36.1,20,0,1,0
José Alvarado,1.74,,,1.16,13.94,3.92,0.65,0.372,0.105,0.196,,,41.1,42,0,0,2
Bryan Abreu,1.75,,,1.04,12.5,3.88,0.75,0.348,0.108,0.177,,,72.0,72,0,3,2
Tom Cosgrove,1.75,,,0.97,7.71,3.33,0.53,0.215,0.093,0.173,,,51.1,54,0,1,2
Abner Uribe,1.76,,,1.17,11.45,5.87,0.0,0.307,0.157,0.154,,,30.2,32,0,1,0
Joey Krehbiel,1.8,,,0.8,9.0,3.6,1.8,0.263,0.105,0.118,,,5.0,6,0,1,0
Hoby Milner,1.82,,,0.96,8.25,1.82,0.7,0.234,0.052,0.209,,,64.1,73,0,2,1
Tommy Milone,2.0,,,1.44,3.0,6.0,1.0,0.075,0.15,0.212,,,9.0,2,2,0,1
David Bednar,2.0,,,1.1,10.69,2.81,0.4,0.289,0.076,0.215,,,67.1,66,0,3,3
Trent Thornton,2.01,,,1.15,7.47,1.72,1.44,0.208,0.048,0.252,,,31.1,27,1,1,2
Evan Phillips,2.05,,,0.83,9.68,1.91,0.88,0.282,0.056,0.177,,,61.1,62,0,2,4
Yennier Cano,2.11,,,1.0,8.05,1.61,0.5,0.23,0.046,0.226,,,72.2,72,0,1,4
Tyler Holton,2.11,,,0.87,7.8,1.9,0.95,0.228,0.056,0.185,,,85.1,59,1,3,2
Jay Jackson,2.12,,,0.91,8.19,2.73,1.21,0.233,0.078,0.171,,,29.2,25,0,3,1
Ryan Pepiot,2.14,,,0.76,8.14,1.07,1.5,0.239,0.031,0.179,,,42.0,8,3,2,1
Davis Daniel,2.19,,,1.3,6.57,6.57,0.73,0.173,0.173,0.167,,,12.1,3,0,1,1
Colin Poche,2.23,,,1.09,9.05,3.56,0.59,0.248,0.098,0.194,,,60.2,66,0,12,3
Tucker Barnhart,2.25,,,1.75,0.0,0.0,0.0,0.0,0.0,0.368,,,4.0,4,0,0,0
Geoff Hartlieb,2.25,,,1.25,6.75,6.75,2.25,0.188,0.188,0.154,,,4.0,2,0,0,0
Isiah Kiner-Falefa,2.25,,,1.0,2.25,0.0,0.0,0.062,0.0,0.25,,,4.0,4,0,0,0
John McMillon,2.25,,,0.25,18.0,0.0,2.25,0.615,0.0,0.077,,,4.0,4,0,0,0
Carmen Mlodzinski,2.25,,,1.28,8.5,4.5,0.75,0.224,0.118,0.214,,,36.0,35,1,3,3
Blake Snell,2.25,,,1.19,11.7,4.95,0.75,0.315,0.133,0.181,,,180.0,32,32,14,9
Hunter Stratton,2.25,,,1.0,7.5,2.25,1.5,0.213,0.064,0.209,,,12.0,8,0,0,0
Brandon Woodruff,2.28,,,0.82,9.94,2.01,1.21,0.292,0.059,0.172,,,67.0,11,11,5,1
Tanner Scott,2.31,,,0.99,12.0,2.77,0.35,0.339,0.078,0.191,,,78.0,74,0,9,5
Deivi García,2.4,,,1.4,6.0,7.2,1.2,0.149,0.179,0.173,,,15.0,8,0,0,1
Jeff Hoffman,2.41,,,0.92,11.87,3.27,0.52,0.332,0.091,0.158,,,52.1,54,0,5,2
Ryan Borucki,2.45,,,0.74,7.36,0.89,0.89,0.217,0.026,0.183,,,40.1,38,2,4,0
Jhoan Duran,2.45,,,1.14,12.13,3.61,0.87,0.329,0.098,0.207,,,62.1,59,0,3,6
Eduardo Escobar,2.45,,,0.82,0.0,2.45,0.0,0.0,0.062,0.154,,,3.2,3,0,0,0
Ryan Helsley,2.45,,,1.06,12.76,4.17,0.25,0.356,0.116,0.176,,,36.2,33,0,3,4
Vinny Nittoli,2.45,,,1.09,7.36,0.0,0.0,0.2,0.0,0.286,,,3.2,3,0,0,0
Clayton Kershaw,2.46,,,1.06,9.36,2.73,1.3,0.262,0.076,0.209,,,131.2,24,24,13,5
Kevin Ginkel,2.48,,,0.98,9.64,3.17,0.41,0.276,0.091,0.181,,,65.1,60,0,9,1
Zach Jackson,2.5,,,1.56,11.5,5.0,0.5,0.287,0.125,0.261,,,18.0,19,0,2,1
Joel Payamps,2.55,,,1.05,9.81,2.17,1.02,0.268,0.059,0.219,,,70.2,69,0,7,5
Max Fried,2.55,,,1.13,9.27,2.09,0.81,0.257,0.058,0.242,,,77.2,14,14,8,1
Matt Moore,2.56,,,1.16,10.25,2.56,1.2,0.275,0.069,0.232,,,52.2,50,0,5,1
Braden Bristo,2.57,,,1.29,6.43,5.14,0.0,0.167,0.133,0.192,,,7.0,3,0,0,0
Alan Busenitz,2.57,,,1.29,6.43,1.29,0.0,0.172,0.034,0.286,,,7.0,6,0,0,0
Pete Fairbanks,2.58,,,1.01,13.5,3.97,0.6,0.37,0.109,0.164,,,45.1,49,0,2,4
Bryse Wilson,2.58,,,1.07,7.16,2.58,1.06,0.194,0.07,0.211,,,76.2,53,0,6,0
Jason Foley,2.61,,,1.16,7.17,1.96,0.26,0.199,0.054,0.251,,,69.0,70,0,3,3
Justin Topa,2.61,,,1.14,7.96,2.35,0.52,0.219,0.065,0.24,,,69.0,75,0,5,4
Drew Rasmussen,2.62,,,1.05,9.47,2.22,0.4,0.266,0.062,0.221,,,44.2,8,8,4,2
Dustin May,2.63,,,0.94,6.38,3.0,0.19,0.182,0.086,0.173,,,48.0,9,9,4,1
Gerrit Cole,2.63,,,0.98,9.56,2.07,0.86,0.27,0.058,0.206,,,209.0,33,33,15,4
Ian Hamilton,2.64,,,1.22,10.71,4.03,0.31,0.289,0.109,0.215,,,58.0,39,3,3,2
Tommy Kahnle,2.66,,,1.11,10.62,4.2,1.11,0.291,0.115,0.183,,,40.2,42,0,1,3
Nick Ramirez,2.66,,,1.23,6.2,1.99,0.22,0.163,0.052,0.256,,,40.2,32,0,1,2
John Means,2.66,,,0.72,3.8,1.52,1.52,0.114,0.045,0.159,,,23.2,4,4,1,2
Andrew Nardi,2.67,,,1.15,11.46,3.3,1.1,0.308,0.089,0.213,,,57.1,63,0,8,1
Jacob deGrom,2.67,,,0.76,13.35,1.19,0.59,0.391,0.035,0.171,,,30.1,6,6,2,0
Adbert Alzolay,2.67,,,1.02,9.42,1.83,0.7,0.265,0.051,0.225,,,64.0,58,0,2,5
José Leclerc,2.68,,,1.14,10.58,4.42,0.79,0.288,0.12,0.183,,,57.0,57,0,0,2
Carson Fulmer,2.7,,,1.0,5.4,3.6,0.9,0.154,0.103,0.176,,,10.0,3,1,1,1
Matt Gage,2.7,,,1.35,10.8,4.05,1.35,0.296,0.111,0.261,,,6.2,5,0,0,0
Sawyer Gipson-Long,2.7,,,1.1,11.7,3.6,0.9,0.317,0.098,0.189,,,20.0,4,4,1,0
Tony Santillan,2.7,,,2.7,2.7,13.5,0.0,0.056,0.278,0.308,,,3.1,3,0,1,0
Ryan Sherriff,2.7,,,1.2,6.75,2.7,0.0,0.172,0.069,0.24,,,6.2,5,0,0,0
Raisel Iglesias,2.75,,,1.19,10.99,2.43,1.13,0.294,0.065,0.238,,,55.2,58,0,5,4
Michael King,2.75,,,1.15,10.92,2.75,0.86,0.295,0.074,0.226,,,104.2,49,9,4,8
Sonny Gray,2.79,,,1.15,8.95,2.69,0.39,0.243,0.073,0.226,,,184.0,32,32,8,8
Brooks Raley,2.8,,,1.26,10.04,4.12,0.66,0.258,0.106,0.217,,,54.2,66,0,1,2
Tarik Skubal,2.8,,,0.9,11.43,1.57,0.45,0.329,0.045,0.199,,,80.1,15,15,7,3
Danny Coulombe,2.81,,,1.11,10.17,2.1,0.7,0.276,0.057,0.231,,,51.1,61,0,5,3
Hunter Harvey,2.82,,,0.94,9.94,1.93,1.04,0.285,0.055,0.203,,,60.2,57,0,4,4
Isaiah Campbell,2.83,,,1.22,10.36,4.08,0.63,0.275,0.108,0.21,,,28.2,27,0,4,1
Kyle Bradish,2.83,,,1.04,8.96,2.35,0.75,0.25,0.066,0.215,,,168.2,30,30,12,7
Wandy Peralta,2.83,,,1.22,8.5,5.0,1.17,0.225,0.132,0.19,,,54.0,63,0,4,2
Clay Holmes,2.86,,,1.17,10.14,3.29,0.29,0.271,0.088,0.218,,,63.0,66,0,4,4
Randy Vásquez,2.87,,,1.27,7.88,4.3,1.19,0.199,0.108,0.211,,,37.2,11,5,2,2
Josh Winckowski,2.88,,,1.42,8.75,3.31,0.96,0.223,0.084,0.267,,,84.1,60,1,4,4
Joey Lucchesi,2.89,,,1.31,6.17,3.28,0.77,0.164,0.087,0.251,,,46.2,9,9,4,0
Jordan Romano,2.9,,,1.22,10.98,3.66,0.92,0.29,0.097,0.218,,,59.0,59,0,5,7
Camilo Doval,2.93,,,1.14,11.57,3.46,0.4,0.31,0.093,0.209,,,67.2,69,0,6,6
Andrés Muñoz,2.94,,,1.27,12.31,4.04,0.37,0.318,0.104,0.217,,,49.0,52,0,4,7
Luke Jackson,2.97,,,1.23,11.61,4.05,0.81,0.301,0.105,0.206,,,33.1,33,0,2,2
Erik Swanson,2.97,,,1.1,10.13,2.84,1.08,0.286,0.08,0.217,,,66.2,69,0,4,2
Kodai Senga,2.98,,,1.22,10.93,4.17,0.92,0.291,0.111,0.208,,,166.1,29,29,12,7
Tanner Bibee,2.98,,,1.18,8.94,2.85,0.82,0.241,0.077,0.23,,,142.0,25,25,10,4
Austin Pruitt,2.98,,,1.16,5.59,2.23,0.93,0.153,0.061,0.243,,,48.1,38,6,2,6
Will Vest,2.98,,,1.1,10.43,2.42,0.56,0.281,0.065,0.216,,,48.1,48,4,2,1
Jason Adam,2.98,,,1.01,11.43,3.31,1.16,0.311,0.09,0.181,,,54.1,56,0,4,2
Emilio Pagán,2.99,,,0.95,8.44,2.73,0.65,0.238,0.077,0.181,,,69.1,66,1,5,2
Jonathan Bowlan,3.0,,,1.67,9.0,0.0,3.0,0.214,0.0,0.357,,,3.0,2,1,0,1
Garrett Cleavinger,3.0,,,1.0,10.5,4.5,1.5,0.292,0.125,0.146,,,12.0,15,0,1,0
Orion Kerkering,3.0,,,1.67,18.0,6.0,0.0,0.429,0.143,0.25,,,3.0,3,0,1,0
Phil Maton,3.0,,,1.12,10.09,3.41,0.82,0.27,0.091,0.207,,,66.0,68,0,4,3
Sean Newcomb,3.0,,,1.13,10.2,5.4,0.6,0.279,0.148,0.16,,,15.0,7,2,1,1
Jackson Stephens,3.0,,,1.5,8.25,3.75,0.75,0.212,0.096,0.283,,,12.0,5,0,0,0
Ryan Brasier,3.02,,,1.02,8.45,2.87,0.45,0.235,0.08,0.197,,,59.2,59,0,3,0
David Robertson,3.03,,,1.19,10.74,3.44,0.96,0.29,0.093,0.221,,,65.1,62,0,6,6
Sam Moll,3.03,,,1.24,9.82,4.33,0.29,0.254,0.112,0.206,,,62.1,70,1,2,3
Joe Jiménez,3.04,,,1.15,11.66,2.24,1.44,0.307,0.059,0.233,,,56.1,59,0,0,3
Tyler Rogers,3.04,,,1.15,7.3,2.31,0.85,0.194,0.061,0.236,,,74.0,68,0,4,5
Bryce Jarvis,3.04,,,0.97,4.56,3.42,1.14,0.13,0.098,0.171,,,23.2,11,1,2,1
Javier Assad,3.05,,,1.23,7.74,3.38,1.07,0.209,0.091,0.231,,,109.1,32,10,5,3
Joe Musgrove,3.05,,,1.14,8.97,1.94,0.92,0.243,0.053,0.247,,,97.1,17,17,10,3
Nick Anderson,3.06,,,1.1,9.17,2.29,0.76,0.255,0.064,0.229,,,35.1,35,0,4,0
Matt Brash,3.06,,,1.33,13.63,3.69,0.38,0.347,0.094,0.242,,,70.2,78,0,9,4
Jonathan Loáisiga,3.06,,,0.85,3.06,0.51,1.02,0.087,0.014,0.219,,,17.2,17,0,0,2
Justin Steele,3.06,,,1.17,9.14,1.87,0.73,0.246,0.05,0.251,,,173.1,30,30,16,5
Alexis Díaz,3.07,,,1.19,11.5,4.81,0.53,0.301,0.126,0.186,,,67.1,71,0,9,6
Aroldis Chapman,3.09,,,1.25,15.89,5.55,0.62,0.414,0.145,0.175,,,58.1,61,0,6,5
Andrew Kittredge,3.09,,,1.2,7.71,1.54,0.77,0.2,0.04,0.255,,,11.2,14,0,2,0
Kevin Kelly,3.09,,,1.01,7.52,2.01,0.27,0.203,0.054,0.211,,,67.0,57,0,5,2
Robert Stephenson,3.1,,,0.88,13.24,2.75,1.38,0.383,0.08,0.165,,,52.1,60,0,3,4
Lucas Sims,3.1,,,1.18,10.62,5.75,0.74,0.279,0.151,0.163,,,61.0,67,0,7,3
Paul Sewald,3.12,,,1.15,11.87,3.56,1.19,0.321,0.096,0.208,,,60.2,65,0,3,2
Kendall Graveman,3.12,,,1.31,8.95,4.88,1.22,0.234,0.128,0.214,,,66.1,68,0,5,6
Shohei Ohtani,3.14,,,1.06,11.39,3.75,1.23,0.315,0.104,0.184,,,132.0,23,23,10,5
Ryan Weber,3.14,,,1.26,4.4,0.63,1.26,0.117,0.017,0.298,,,14.1,8,0,1,0
Wade Miley,3.14,,,1.14,5.91,2.84,1.2,0.161,0.078,0.223,,,120.1,23,23,9,4
Eury Pérez,3.15,,,1.13,10.64,3.05,1.48,0.289,0.083,0.214,,,91.1,19,19,5,6
Tyler Mahle,3.16,,,1.05,9.82,1.75,1.75,0.275,0.049,0.227,,,25.2,5,5,1,2
Kevin Gausman,3.16,,,1.18,11.53,2.68,0.92,0.311,0.072,0.233,,,185.0,31,31,12,9
Sam Bachman,3.18,,,1.65,7.41,5.82,0.0,0.182,0.143,0.262,,,17.0,11,0,1,2
Jordan Montgomery,3.2,,,1.19,7.92,2.29,0.86,0.214,0.062,0.247,,,188.2,32,32,10,11
Brennan Bernardino,3.2,,,1.3,10.3,3.2,0.71,0.269,0.083,0.25,,,50.2,55,6,2,1
Adam Ottavino,3.21,,,1.22,9.05,4.23,1.02,0.238,0.111,0.208,,,61.2,66,0,1,7
Zack Weiss,3.21,,,1.07,9.64,3.86,2.57,0.259,0.103,0.18,,,14.0,12,0,1,0
Justin Verlander,3.22,,,1.13,7.98,2.49,1.0,0.215,0.067,0.226,,,162.1,27,27,13,8
Michael Wacha,3.22,,,1.16,8.31,2.88,1.0,0.224,0.078,0.224,,,134.1,24,24,14,4
Pedro Avila,3.22,,,1.35,9.66,4.47,0.54,0.245,0.114,0.23,,,50.1,14,6,2,2
Emmanuel Clase,3.22,,,1.16,7.93,1.98,0.5,0.212,0.053,0.242,,,72.2,75,0,3,9
Caleb Thielbar,3.23,,,0.95,10.57,1.76,2.05,0.3,0.05,0.204,,,30.2,36,0,3,1
Ryan Walker,3.23,,,1.39,11.45,3.52,1.17,0.297,0.091,0.262,,,61.1,49,13,5,3
James Karinchak,3.23,,,1.33,12.0,6.46,1.38,0.304,0.164,0.178,,,39.0,44,0,2,5
Logan Webb,3.25,,,1.07,8.08,1.29,0.83,0.228,0.036,0.248,,,216.0,33,33,11,13
DL Hall,3.26,,,1.19,10.71,2.33,0.93,0.284,0.062,0.237,,,19.1,18,0,3,0
Craig Kimbrel,3.26,,,1.04,12.26,3.65,1.3,0.338,0.101,0.181,,,69.0,71,0,8,6
Reynaldo López,3.27,,,1.27,11.32,4.64,1.09,0.299,0.122,0.207,,,66.0,68,0,3,7
Trevor May,3.28,,,1.37,7.71,5.59,0.77,0.195,0.141,0.208,,,46.2,49,0,4,4
Kirby Yates,3.28,,,1.19,11.93,5.52,1.34,0.315,0.146,0.167,,,60.1,61,0,7,2
Matt Strahm,3.29,,,1.02,11.09,2.16,1.13,0.308,0.06,0.213,,,87.2,56,10,9,5
Shane McClanahan,3.29,,,1.18,9.47,3.21,1.17,0.258,0.087,0.222,,,115.0,21,21,11,2
Enyel De Los Santos,3.29,,,1.14,8.5,3.43,0.55,0.237,0.095,0.216,,,65.2,70,0,5,2
Jordan Hicks,3.29,,,1.36,11.1,4.39,0.55,0.284,0.112,0.231,,,65.2,65,0,3,9
Merrill Kelly,3.29,,,1.19,9.47,3.5,1.01,0.259,0.096,0.222,,,177.2,30,30,12,8
Gavin Williams,3.29,,,1.26,8.89,4.06,0.88,0.235,0.107,0.219,,,82.0,16,16,3,5
Eduardo Rodriguez,3.3,,,1.15,8.43,2.83,0.88,0.23,0.077,0.227,,,152.2,26,26,13,9
Luis Ortiz,3.32,,,1.47,7.58,2.37,0.47,0.2,0.062,0.311,,,19.0,14,0,0,0
Drey Jameson,3.32,,,1.43,8.19,3.98,1.33,0.213,0.103,0.26,,,40.2,15,3,3,1
Yerry De los Santos,3.33,,,1.23,6.66,4.81,0.37,0.173,0.125,0.193,,,24.1,22,0,1,1
Amir Garrett,3.33,,,1.73,10.36,7.4,1.48,0.25,0.179,0.244,,,24.1,27,0,0,1
Ian Gibaut,3.33,,,1.28,8.21,3.33,0.95,0.217,0.088,0.245,,,75.2,74,0,8,4
Luis Castillo,3.34,,,1.1,10.01,2.56,1.28,0.273,0.07,0.218,,,197.0,33,33,14,9
Jake Diekman,3.34,,,1.32,10.16,6.04,0.48,0.263,0.156,0.183,,,56.2,63,0,0,2
George Kirby,3.35,,,1.04,8.12,0.9,1.04,0.227,0.025,0.246,,,190.2,31,31,13,10
Andrew Vasquez,3.35,,,1.43,8.01,4.28,0.74,0.196,0.105,0.247,,,48.1,42,0,2,1
Kody Clemens,3.38,,,2.63,3.38,10.13,0.0,0.067,0.2,0.333,,,2.2,4,0,0,0
Michael Mariot,3.38,,,1.88,6.75,3.38,3.38,0.154,0.077,0.333,,,2.2,1,0,0,0
Julian Merryweather,3.38,,,1.31,12.25,4.5,1.0,0.323,0.119,0.219,,,72.0,69,0,5,1
Keynan Middleton,3.38,,,1.24,11.37,4.09,1.42,0.302,0.108,0.214,,,50.2,51,0,2,2
Elvis Peguero,3.38,,,1.22,7.92,3.82,0.59,0.214,0.103,0.222,,,61.1,59,0,4,5
Brent Suter,3.38,,,1.3,7.14,3.25,0.39,0.188,0.086,0.249,,,69.1,57,2,4,3
Gregory Santos,3.39,,,1.3,8.95,2.31,0.27,0.228,0.059,0.258,,,66.1,60,0,2,2
Corbin Burnes,3.39,,,1.07,9.29,3.07,1.02,0.255,0.084,0.2,,,193.2,32,32,10,8
Nick Martinez,3.43,,,1.26,8.65,3.26,0.98,0.23,0.087,0.24,,,110.1,63,9,6,4
Bailey Ober,3.43,,,1.07,9.1,1.81,1.37,0.253,0.05,0.232,,,144.1,26,26,8,6
Caleb Ferguson,3.43,,,1.44,10.44,3.43,0.6,0.259,0.085,0.269,,,60.1,68,7,7,4
Cristopher Sánchez,3.44,,,1.05,8.7,1.45,1.45,0.242,0.04,0.235,,,99.1,19,18,3,5
Ty Adcock,3.45,,,0.7,6.32,0.0,2.3,0.19,0.0,0.19,,,15.2,12,0,0,0
Framber Valdez,3.45,,,1.13,9.09,2.59,0.86,0.248,0.071,0.228,,,198.0,31,31,12,11
Aaron Civale,3.46,,,1.16,8.53,2.43,0.88,0.23,0.065,0.235,,,122.1,23,23,7,5
Hyun Jin Ryu,3.46,,,1.29,6.58,2.42,1.56,0.17,0.062,0.257,,,52.0,11,11,3,3
Cole Ragans,3.47,,,1.16,10.59,3.84,0.66,0.288,0.105,0.202,,,96.0,29,12,7,5
Zac Gallen,3.47,,,1.12,9.43,2.01,0.94,0.26,0.056,0.238,,,210.0,34,34,17,9
Dany Jiménez,3.47,,,1.07,8.1,5.4,1.16,0.223,0.149,0.143,,,23.1,25,1,0,2
Zach Eflin,3.5,,,1.02,9.42,1.22,0.96,0.265,0.034,0.235,,,177.2,31,31,16,8
Mark Leiter Jr.,3.5,,,1.12,10.77,3.36,0.98,0.286,0.089,0.206,,,64.1,69,0,1,3
Sean Reid-Foley,3.52,,,1.3,18.78,7.04,0.0,0.471,0.176,0.148,,,7.2,8,0,0,1
Tyler Glasnow,3.53,,,1.08,12.15,2.78,0.98,0.334,0.076,0.209,,,120.0,21,21,10,7
Cionel Pérez,3.54,,,1.56,7.43,4.56,0.34,0.178,0.109,0.264,,,53.1,65,0,4,2
Garrett Crochet,3.55,,,1.97,8.53,9.24,0.71,0.188,0.203,0.255,,,12.2,13,0,0,2
Domingo Tapia,3.57,,,1.42,7.13,6.11,1.02,0.187,0.16,0.21,,,17.2,15,0,0,1
Seth Lugo,3.57,,,1.2,8.61,2.21,1.17,0.232,0.06,0.249,,,146.1,26,26,8,7
Jose Quintana,3.57,,,1.31,7.14,2.85,0.59,0.188,0.075,0.26,,,75.2,13,13,3,6
Jesús Luzardo,3.58,,,1.21,10.48,2.77,1.11,0.281,0.074,0.239,,,178.2,32,32,10,10
Matt Manning,3.58,,,1.04,5.77,2.42,1.27,0.158,0.066,0.212,,,78.0,15,15,5,4
