Name,AVG,OBP,SLG,OPS,wOBA,wRC+,PA,R,HR,RBI,SB,WAR,BABIP,BB%,K%,ISO
Javier Sanoja,0.243,0.287,0.396,0.683,,,342,40,6,38,6,,0.259,0.056,0.12,0.153
Drew Waters,0.243,0.288,0.316,0.604,,,219,21,1,14,5,,0.338,0.05,0.274,0.073
Ian Happ,0.243,0.342,0.42,0.762,,,663,87,23,79,6,,0.288,0.131,0.228,0.177
Santiago Espinal,0.243,0.292,0.282,0.574,,,328,25,0,16,2,,0.275,0.064,0.116,0.039
Jazz Chisholm Jr.,0.242,0.332,0.481,0.813,,,531,75,31,80,31,,0.282,0.109,0.279,0.239
Jackson Holliday,0.242,0.314,0.375,0.689,,,649,70,17,55,17,,0.291,0.086,0.216,0.133
Adrian Del Castillo,0.242,0.29,0.392,0.682,,,131,9,4,17,0,,0.352,0.061,0.359,0.15
Ramón Urías,0.241,0.292,0.384,0.676,,,391,33,11,44,3,,0.281,0.069,0.225,0.143
Wyatt Langford,0.241,0.344,0.431,0.775,,,573,73,22,62,22,,0.299,0.129,0.264,0.19
Mauricio Dubón,0.241,0.289,0.355,0.644,,,398,43,7,33,3,,0.255,0.06,0.106,0.114
Wilmer Flores,0.241,0.307,0.379,0.686,,,463,44,16,71,1,,0.267,0.073,0.19,0.138
Kyle Higashioka,0.241,0.291,0.403,0.694,,,327,33,11,47,3,,0.279,0.061,0.22,0.162
Jake Fraley,0.241,0.332,0.382,0.714,,,217,31,6,23,4,,0.294,0.115,0.226,0.141
Carlos Narváez,0.241,0.306,0.419,0.725,,,446,51,15,50,1,,0.294,0.085,0.249,0.178
Ryan Ritter,0.241,0.296,0.337,0.633,,,207,22,1,18,3,,0.349,0.048,0.295,0.096
Andrew Benintendi,0.24,0.307,0.431,0.738,,,470,57,20,63,1,,0.25,0.085,0.174,0.191
Ozzie Albies,0.24,0.306,0.365,0.671,,,667,74,16,74,14,,0.259,0.082,0.141,0.125
Kyle Schwarber,0.24,0.365,0.563,0.928,,,724,111,56,132,10,,0.253,0.149,0.272,0.323
Brooks Baldwin,0.24,0.29,0.407,0.697,,,328,32,11,38,5,,0.298,0.064,0.262,0.167
Spencer Torkelson,0.24,0.333,0.456,0.789,,,649,82,31,78,2,,0.283,0.111,0.26,0.216
Abraham Toro,0.239,0.289,0.371,0.66,,,284,33,7,27,2,,0.256,0.049,0.148,0.132
Colson Montgomery,0.239,0.311,0.529,0.84,,,284,43,21,55,0,,0.263,0.088,0.292,0.29
Andrew McCutchen,0.239,0.333,0.367,0.7,,,551,51,13,57,1,,0.289,0.122,0.214,0.128
Andy Ibáñez,0.239,0.301,0.352,0.653,,,193,24,4,21,4,,0.259,0.062,0.135,0.113
Matt Vierling,0.239,0.31,0.307,0.617,,,100,6,1,11,2,,0.308,0.07,0.24,0.068
Alex Verdugo,0.239,0.296,0.289,0.585,,,213,21,0,12,1,,0.283,0.066,0.146,0.05
Randy Arozarena,0.238,0.334,0.426,0.76,,,709,95,27,76,31,,0.298,0.09,0.269,0.188
Daulton Varsho,0.238,0.284,0.548,0.832,,,271,43,20,55,2,,0.25,0.063,0.284,0.31
Spencer Steer,0.238,0.312,0.411,0.723,,,568,66,21,75,7,,0.277,0.09,0.227,0.173
Christian Walker,0.238,0.297,0.421,0.718,,,640,72,27,88,2,,0.291,0.062,0.277,0.183
Jose Trevino,0.238,0.272,0.351,0.623,,,302,30,4,22,0,,0.259,0.05,0.129,0.113
Gio Urshela,0.238,0.287,0.326,0.613,,,197,10,0,20,0,,0.303,0.066,0.203,0.088
Luis Rengifo,0.238,0.287,0.335,0.622,,,541,55,9,43,10,,0.281,0.061,0.192,0.097
Jesús Sánchez,0.237,0.304,0.395,0.699,,,497,61,14,48,13,,0.283,0.085,0.221,0.158
Josh Bell,0.237,0.325,0.417,0.742,,,533,54,22,63,0,,0.247,0.107,0.165,0.18
Casey Schmitt,0.237,0.305,0.401,0.706,,,348,34,12,40,0,,0.282,0.078,0.239,0.164
Nolan Arenado,0.237,0.289,0.377,0.666,,,436,48,12,52,3,,0.241,0.064,0.112,0.14
Royce Lewis,0.237,0.283,0.388,0.671,,,403,36,13,52,12,,0.267,0.062,0.199,0.151
Rhys Hoskins,0.237,0.332,0.416,0.748,,,328,30,12,43,2,,0.297,0.116,0.277,0.179
Joey Wiemer,0.236,0.279,0.436,0.715,,,61,7,3,12,0,,0.323,0.033,0.377,0.2
Salvador Perez,0.236,0.284,0.446,0.73,,,641,54,30,100,0,,0.251,0.044,0.195,0.21
Brooks Lee,0.236,0.285,0.37,0.655,,,527,50,16,64,3,,0.258,0.059,0.175,0.134
Jake Burger,0.236,0.269,0.419,0.688,,,376,43,16,53,1,,0.272,0.032,0.247,0.183
Cam Smith,0.236,0.312,0.358,0.67,,,493,55,9,51,8,,0.32,0.087,0.278,0.122
Jo Adell,0.236,0.293,0.485,0.778,,,573,63,37,98,5,,0.257,0.058,0.264,0.249
José Caballero,0.236,0.339,0.347,0.686,,,370,52,5,36,49,,0.324,0.127,0.265,0.111
Luken Baker,0.235,0.366,0.324,0.69,,,41,3,0,2,0,,0.333,0.171,0.244,0.089
Ke'Bryan Hayes,0.235,0.29,0.306,0.596,,,570,50,5,49,12,,0.289,0.063,0.195,0.071
Michael Siani,0.235,0.316,0.235,0.551,,,19,4,0,0,0,,0.4,0.105,0.368,0.0
Jake Bauers,0.235,0.353,0.399,0.752,,,218,28,7,28,8,,0.305,0.147,0.271,0.164
Trent Grisham,0.235,0.348,0.464,0.812,,,581,87,34,74,3,,0.253,0.141,0.236,0.229
Dane Myers,0.235,0.291,0.326,0.617,,,333,29,6,31,18,,0.293,0.069,0.231,0.091
Eli White,0.234,0.27,0.406,0.676,,,271,43,10,35,10,,0.282,0.041,0.258,0.172
Luisangel Acuña,0.234,0.293,0.274,0.567,,,193,30,0,8,16,,0.295,0.067,0.192,0.04
Miguel Vargas,0.234,0.316,0.401,0.717,,,569,80,16,60,6,,0.261,0.098,0.176,0.167
Nacho Alvarez Jr.,0.234,0.296,0.33,0.626,,,208,18,2,15,0,,0.304,0.058,0.236,0.096
Kyle Manzardo,0.234,0.313,0.455,0.768,,,531,47,27,70,2,,0.265,0.09,0.254,0.221
Davis Schneider,0.234,0.361,0.436,0.797,,,227,33,11,31,3,,0.28,0.159,0.264,0.202
Ha-Seong Kim,0.234,0.304,0.345,0.649,,,191,19,5,17,6,,0.271,0.084,0.204,0.111
Yoán Moncada,0.234,0.336,0.448,0.784,,,289,39,12,35,0,,0.282,0.111,0.26,0.214
Lars Nootbaar,0.234,0.325,0.361,0.686,,,583,68,13,48,4,,0.279,0.11,0.204,0.127
Ronny Simon,0.234,0.299,0.273,0.572,,,88,10,0,7,1,,0.281,0.091,0.17,0.039
Lawrence Butler,0.234,0.306,0.404,0.71,,,630,83,21,63,22,,0.304,0.094,0.284,0.17
Brady House,0.234,0.252,0.322,0.574,,,274,26,4,29,5,,0.31,0.029,0.285,0.088
Otto Kemp,0.234,0.298,0.411,0.709,,,218,26,8,28,2,,0.306,0.055,0.307,0.177
Mark Vientos,0.233,0.289,0.413,0.702,,,463,44,17,61,1,,0.277,0.065,0.248,0.18
Jonathan India,0.233,0.323,0.346,0.669,,,567,63,9,45,0,,0.279,0.095,0.187,0.113
Curtis Mead,0.233,0.299,0.321,0.62,,,264,26,3,19,5,,0.303,0.057,0.239,0.088
Brenton Doyle,0.233,0.274,0.376,0.65,,,538,57,15,57,18,,0.289,0.056,0.257,0.143
Mike Yastrzemski,0.233,0.333,0.403,0.736,,,558,68,17,46,7,,0.263,0.129,0.194,0.17
Brayan Rocchio,0.233,0.29,0.34,0.63,,,383,34,5,44,8,,0.281,0.057,0.201,0.107
Mike Trout,0.232,0.359,0.439,0.798,,,556,73,26,64,2,,0.31,0.156,0.32,0.207
Michael Helman,0.232,0.29,0.455,0.745,,,110,18,5,20,4,,0.247,0.064,0.191,0.223
Marcell Ozuna,0.232,0.355,0.4,0.755,,,592,61,21,68,0,,0.28,0.159,0.243,0.168
Matthew Lugo,0.232,0.243,0.464,0.707,,,70,9,4,9,0,,0.293,0.0,0.343,0.232
Nick Yorke,0.232,0.264,0.319,0.583,,,72,7,1,8,1,,0.283,0.042,0.208,0.087
Nasim Nuñez,0.232,0.297,0.402,0.699,,,92,13,4,13,9,,0.254,0.087,0.217,0.17
Jacob Young,0.231,0.296,0.287,0.583,,,364,34,2,31,15,,0.283,0.074,0.179,0.056
Brandon Lockridge,0.231,0.276,0.299,0.575,,,148,17,0,11,10,,0.31,0.054,0.243,0.068
Matt Chapman,0.231,0.34,0.43,0.77,,,535,76,21,61,9,,0.27,0.133,0.236,0.199
Yohel Pozo,0.231,0.262,0.375,0.637,,,168,16,5,19,0,,0.239,0.042,0.131,0.144
Darell Hernaiz,0.231,0.292,0.306,0.598,,,197,17,2,16,3,,0.25,0.086,0.122,0.075
Agustín Ramírez,0.231,0.287,0.413,0.7,,,585,72,21,67,16,,0.253,0.062,0.193,0.182
Tucker Barnhart,0.231,0.333,0.231,0.564,,,15,0,0,0,0,,0.333,0.067,0.267,0.0
Tristan Gray,0.231,0.282,0.41,0.692,,,86,9,3,9,0,,0.263,0.07,0.221,0.179
César Salazar,0.231,0.375,0.231,0.606,,,16,0,0,1,0,,0.273,0.125,0.125,0.0
Tyler Stephenson,0.231,0.316,0.421,0.737,,,342,40,13,50,0,,0.322,0.108,0.339,0.19
Gary Sánchez,0.231,0.297,0.418,0.715,,,101,13,5,24,0,,0.267,0.04,0.267,0.187
Blaze Alexander,0.23,0.323,0.383,0.706,,,266,31,7,28,4,,0.333,0.083,0.323,0.153
Luis Urías,0.23,0.315,0.338,0.653,,,330,27,8,25,2,,0.245,0.094,0.136,0.108
Pedro Pagés,0.23,0.272,0.363,0.635,,,389,38,11,45,0,,0.293,0.049,0.275,0.133
Joey Ortiz,0.23,0.276,0.317,0.593,,,506,62,7,45,14,,0.26,0.053,0.146,0.087
Marcus Semien,0.23,0.305,0.364,0.669,,,534,62,15,62,11,,0.251,0.094,0.174,0.134
Denzel Clarke,0.23,0.274,0.372,0.646,,,159,18,3,8,6,,0.369,0.038,0.384,0.142
Nick Fortes,0.229,0.296,0.349,0.645,,,242,19,5,21,1,,0.269,0.058,0.194,0.12
Jose Iglesias,0.229,0.298,0.294,0.592,,,343,29,3,36,5,,0.269,0.07,0.163,0.065
Eric Haase,0.229,0.289,0.357,0.646,,,77,11,2,9,0,,0.378,0.052,0.403,0.128
Jesse Winker,0.229,0.309,0.4,0.709,,,81,8,1,10,1,,0.3,0.111,0.259,0.171
Rowdy Tellez,0.228,0.276,0.443,0.719,,,312,34,17,49,1,,0.255,0.054,0.266,0.215
Marcelo Mayer,0.228,0.272,0.402,0.674,,,136,20,4,10,0,,0.301,0.059,0.301,0.174
Cody Freeman,0.228,0.258,0.342,0.6,,,121,13,3,15,1,,0.247,0.041,0.157,0.114
Paul DeJong,0.228,0.269,0.373,0.642,,,208,18,6,23,4,,0.317,0.053,0.337,0.145
Taylor Ward,0.228,0.317,0.475,0.792,,,663,86,36,103,4,,0.257,0.113,0.264,0.247
Randal Grichuk,0.228,0.273,0.401,0.674,,,293,35,9,27,0,,0.259,0.058,0.208,0.173
Eugenio Suárez,0.228,0.298,0.526,0.824,,,657,91,49,118,4,,0.243,0.07,0.298,0.298
Nathaniel Lowe,0.228,0.307,0.381,0.688,,,609,64,18,84,1,,0.285,0.102,0.261,0.153
Kyle Farmer,0.227,0.28,0.365,0.645,,,300,24,8,31,0,,0.268,0.057,0.22,0.138
Dylan Beavers,0.227,0.375,0.4,0.775,,,137,16,4,14,2,,0.3,0.19,0.263,0.173
Adolis García,0.227,0.271,0.394,0.665,,,547,58,19,75,13,,0.267,0.051,0.247,0.167
Jared Triolo,0.227,0.311,0.356,0.667,,,376,41,7,24,13,,0.273,0.104,0.202,0.129
Matt Shaw,0.226,0.295,0.394,0.689,,,437,57,13,44,17,,0.262,0.087,0.215,0.168
Willi Castro,0.226,0.313,0.366,0.679,,,454,58,11,33,10,,0.286,0.088,0.244,0.14
Kyle Karros,0.226,0.308,0.277,0.585,,,156,20,1,9,0,,0.309,0.096,0.263,0.051
Ronny Mauricio,0.226,0.293,0.369,0.662,,,184,19,6,10,4,,0.296,0.082,0.293,0.143
Will Benson,0.226,0.273,0.435,0.708,,,253,31,12,41,2,,0.255,0.063,0.265,0.209
Luis Torrens,0.226,0.284,0.345,0.629,,,283,20,5,29,1,,0.27,0.067,0.198,0.119
Blake Perkins,0.226,0.298,0.348,0.646,,,171,25,3,19,7,,0.305,0.088,0.275,0.122
Reese McGuire,0.226,0.245,0.444,0.689,,,140,17,9,24,0,,0.212,0.029,0.193,0.218
Nick Martini,0.225,0.288,0.294,0.582,,,111,9,1,4,0,,0.265,0.081,0.162,0.069
Tommy Edman,0.225,0.274,0.382,0.656,,,377,49,13,49,3,,0.235,0.05,0.162,0.157
Willy Adames,0.225,0.318,0.421,0.739,,,686,94,30,87,12,,0.263,0.117,0.261,0.196
Colby Thomas,0.225,0.267,0.417,0.684,,,132,20,6,19,2,,0.309,0.053,0.371,0.192
Will Wagner,0.225,0.324,0.279,0.603,,,149,15,0,7,1,,0.287,0.114,0.188,0.054
Yanquiel Fernández,0.225,0.265,0.348,0.613,,,147,13,4,11,0,,0.297,0.054,0.299,0.123
Ezequiel Duran,0.224,0.266,0.293,0.559,,,219,16,0,14,11,,0.305,0.037,0.251,0.069
Angel Martínez,0.224,0.269,0.359,0.628,,,484,56,11,45,8,,0.271,0.048,0.227,0.135
Johan Rojas,0.224,0.28,0.289,0.569,,,172,23,1,18,12,,0.289,0.076,0.233,0.065
Graham Pauley,0.224,0.311,0.366,0.677,,,184,18,4,11,2,,0.262,0.114,0.196,0.142
Robert Hassell III,0.223,0.257,0.315,0.572,,,206,22,3,18,4,,0.311,0.039,0.301,0.092
Kristian Campbell,0.223,0.319,0.345,0.664,,,263,24,6,21,2,,0.296,0.11,0.274,0.122
Tyrone Taylor,0.223,0.279,0.319,0.598,,,341,34,2,27,12,,0.286,0.047,0.223,0.096
Luis Robert Jr.,0.223,0.297,0.364,0.661,,,431,52,14,53,33,,0.274,0.093,0.26,0.141
Patrick Bailey,0.222,0.277,0.325,0.602,,,452,47,6,55,1,,0.308,0.066,0.294,0.103
Bobby Dalbec,0.222,0.333,0.278,0.611,,,21,2,0,1,0,,0.333,0.143,0.286,0.056
Keston Hiura,0.222,0.333,0.278,0.611,,,21,3,0,1,0,,0.364,0.0,0.333,0.056
Jonathan Ornelas,0.222,0.3,0.222,0.522,,,10,1,0,0,0,,0.333,0.1,0.3,0.0
Justyn-Henry Malloy,0.221,0.346,0.308,0.654,,,127,15,1,17,0,,0.301,0.157,0.252,0.087
Nick Allen,0.221,0.284,0.251,0.535,,,416,32,0,22,8,,0.298,0.075,0.238,0.03
Luis Matos,0.221,0.266,0.424,0.69,,,184,26,8,22,4,,0.217,0.06,0.147,0.203
Andrew Knizner,0.221,0.299,0.299,0.598,,,88,12,1,5,0,,0.239,0.08,0.114,0.078
Adley Rutschman,0.22,0.307,0.366,0.673,,,365,37,9,29,0,,0.24,0.11,0.156,0.146
Oscar Gonzalez,0.22,0.246,0.237,0.483,,,61,2,0,4,0,,0.283,0.033,0.213,0.017
Zack Short,0.22,0.291,0.38,0.671,,,56,9,2,7,0,,0.3,0.071,0.321,0.16
Gabriel Arias,0.22,0.274,0.363,0.637,,,471,44,11,54,8,,0.319,0.057,0.344,0.143
Taylor Walls,0.22,0.28,0.319,0.599,,,317,36,4,38,14,,0.271,0.082,0.221,0.099
Alex Jackson,0.22,0.29,0.473,0.763,,,100,17,5,8,0,,0.306,0.05,0.37,0.253
Edouard Julien,0.22,0.309,0.324,0.633,,,208,13,3,12,0,,0.311,0.106,0.293,0.104
Josh Lowe,0.22,0.283,0.366,0.649,,,435,56,11,40,18,,0.273,0.076,0.251,0.146
Matt McLain,0.22,0.3,0.343,0.643,,,577,73,15,50,18,,0.292,0.095,0.289,0.123
CJ Kayfus,0.22,0.292,0.415,0.707,,,138,16,4,19,4,,0.28,0.08,0.275,0.195
George Valera,0.22,0.333,0.415,0.748,,,48,7,2,5,0,,0.269,0.146,0.271,0.195
Austin Wells,0.219,0.275,0.436,0.711,,,448,51,21,71,5,,0.245,0.067,0.263,0.217
Christopher Morel,0.219,0.289,0.396,0.685,,,305,37,11,33,7,,0.316,0.082,0.357,0.177
Carlos Santana,0.219,0.308,0.325,0.633,,,474,49,11,54,7,,0.252,0.11,0.192,0.106
Justin Turner,0.219,0.288,0.314,0.602,,,191,14,3,18,2,,0.256,0.089,0.194,0.095
Dominic Fletcher,0.219,0.265,0.469,0.734,,,34,5,1,2,1,,0.207,0.059,0.059,0.25
Matt Thaiss,0.218,0.349,0.288,0.637,,,190,16,1,16,1,,0.3,0.153,0.242,0.07
Alexander Canario,0.218,0.274,0.338,0.612,,,234,25,6,20,3,,0.313,0.073,0.342,0.12
Ali Sánchez,0.217,0.217,0.304,0.521,,,23,2,0,0,0,,0.294,0.0,0.261,0.087
Coby Mayo,0.217,0.299,0.388,0.687,,,294,30,11,28,3,,0.274,0.092,0.286,0.171
Tyler Fitzgerald,0.217,0.278,0.327,0.605,,,243,19,4,14,9,,0.299,0.07,0.288,0.11
Derek Hill,0.216,0.281,0.328,0.609,,,149,19,3,11,7,,0.313,0.06,0.322,0.112
Austin Slater,0.216,0.27,0.372,0.642,,,160,22,5,13,1,,0.293,0.069,0.319,0.156
Cedric Mullins,0.216,0.299,0.391,0.69,,,498,58,17,59,22,,0.253,0.1,0.241,0.175
Victor Scott II,0.216,0.305,0.296,0.601,,,463,54,5,37,34,,0.284,0.091,0.24,0.08
Max Kepler,0.216,0.3,0.391,0.691,,,474,58,18,52,3,,0.232,0.101,0.196,0.175
Stuart Fairchild,0.216,0.273,0.333,0.606,,,55,7,0,2,2,,0.306,0.073,0.273,0.117
Danny Jansen,0.215,0.321,0.399,0.72,,,337,38,14,36,0,,0.253,0.125,0.255,0.184
Jorge Soler,0.215,0.293,0.387,0.68,,,315,31,12,34,0,,0.273,0.089,0.298,0.172
Jordan Walker,0.215,0.278,0.306,0.584,,,396,40,6,41,10,,0.31,0.073,0.318,0.091
Parker Meadows,0.215,0.291,0.33,0.621,,,213,22,4,16,4,,0.28,0.099,0.263,0.115
Austin Barnes,0.214,0.233,0.286,0.519,,,44,4,0,2,0,,0.321,0.023,0.318,0.072
Ryan McMahon,0.214,0.312,0.381,0.693,,,586,62,20,53,3,,0.294,0.119,0.323,0.167
Max Muncy,0.214,0.259,0.379,0.638,,,220,17,9,23,1,,0.269,0.045,0.309,0.165
Kameron Misner,0.213,0.273,0.345,0.618,,,217,27,5,22,8,,0.296,0.074,0.318,0.132
Braxton Fulford,0.213,0.267,0.324,0.591,,,120,11,1,16,1,,0.297,0.058,0.3,0.111
Logan O'Hoppe,0.213,0.258,0.371,0.629,,,451,35,19,43,2,,0.267,0.053,0.308,0.158
Jonah Heim,0.213,0.271,0.332,0.603,,,433,38,11,43,3,,0.243,0.074,0.203,0.119
Kody Clemens,0.213,0.281,0.434,0.715,,,386,46,19,52,5,,0.231,0.075,0.241,0.221
Mark Canha,0.212,0.272,0.265,0.537,,,125,9,1,6,0,,0.256,0.056,0.192,0.053
Alejandro Osuna,0.212,0.313,0.278,0.591,,,176,12,2,15,5,,0.256,0.119,0.193,0.066
JJ Bleday,0.212,0.294,0.404,0.698,,,344,48,14,39,1,,0.251,0.105,0.265,0.192
Anthony Volpe,0.212,0.272,0.391,0.663,,,596,65,19,72,18,,0.252,0.072,0.252,0.179
Nolan Jones,0.211,0.296,0.304,0.6,,,403,34,5,34,8,,0.292,0.097,0.28,0.093
Cole Young,0.211,0.302,0.305,0.607,,,257,24,4,24,1,,0.247,0.109,0.183,0.094
Jon Berti,0.21,0.262,0.23,0.492,,,107,12,0,2,11,,0.269,0.047,0.206,0.02
Jonatan Clase,0.21,0.288,0.3,0.588,,,112,10,2,9,3,,0.271,0.089,0.25,0.09
Chas McCormick,0.21,0.279,0.29,0.569,,,116,13,1,5,2,,0.29,0.078,0.267,0.08
Andrés Giménez,0.21,0.285,0.313,0.598,,,369,39,7,35,12,,0.239,0.068,0.179,0.103
Rafael Marchán,0.21,0.282,0.305,0.587,,,118,9,2,13,0,,0.23,0.085,0.144,0.095
Kevin Pillar,0.209,0.209,0.256,0.465,,,43,6,0,1,3,,0.257,0.0,0.186,0.047
Enmanuel Valdez,0.209,0.294,0.363,0.657,,,102,7,2,12,0,,0.233,0.108,0.157,0.154
Mitch Garver,0.209,0.297,0.343,0.64,,,290,29,9,30,3,,0.262,0.103,0.276,0.134
Nick Loftin,0.208,0.278,0.357,0.635,,,188,17,4,20,1,,0.223,0.074,0.144,0.149
Dylan Crews,0.208,0.28,0.352,0.632,,,322,43,10,27,17,,0.246,0.075,0.236,0.144
Christian Encarnacion-Strand,0.208,0.234,0.377,0.611,,,137,13,6,19,0,,0.223,0.022,0.234,0.169
Sam Huff,0.208,0.259,0.34,0.599,,,58,5,2,4,0,,0.333,0.069,0.431,0.132
Garrett Mitchell,0.206,0.286,0.294,0.58,,,78,9,0,3,3,,0.318,0.09,0.321,0.088
Daniel Schneemann,0.206,0.283,0.354,0.637,,,422,48,12,41,9,,0.263,0.09,0.277,0.148
Tyler Wade,0.206,0.309,0.252,0.561,,,127,13,0,9,1,,0.289,0.118,0.244,0.046
Nolan Gorman,0.205,0.296,0.37,0.666,,,402,48,14,46,1,,0.283,0.117,0.338,0.165
Bob Seymour,0.205,0.253,0.282,0.535,,,83,9,1,5,1,,0.333,0.048,0.386,0.077
Tim Anderson,0.205,0.258,0.241,0.499,,,90,8,0,3,1,,0.315,0.033,0.322,0.036
Leody Taveras,0.205,0.226,0.304,0.53,,,180,13,3,17,9,,0.269,0.028,0.278,0.099
Dalton Rushing,0.204,0.258,0.324,0.582,,,155,15,4,24,0,,0.305,0.065,0.374,0.12
Martín Maldonado,0.204,0.245,0.327,0.572,,,161,11,4,12,0,,0.302,0.05,0.354,0.123
Elias Díaz,0.204,0.27,0.337,0.607,,,283,34,9,29,0,,0.25,0.074,0.261,0.133
Jake McCarthy,0.204,0.247,0.345,0.592,,,222,18,4,20,6,,0.233,0.045,0.18,0.141
Maximo Acosta,0.204,0.295,0.389,0.684,,,61,7,3,5,1,,0.235,0.098,0.279,0.185
Joshua Palacios,0.203,0.292,0.305,0.597,,,145,11,3,9,0,,0.258,0.083,0.248,0.102
Bryce Teodosio,0.203,0.248,0.304,0.552,,,150,12,1,7,7,,0.293,0.033,0.313,0.101
Dylan Carlson,0.203,0.278,0.336,0.614,,,241,17,6,20,3,,0.241,0.087,0.224,0.133
Enrique Hernández,0.203,0.255,0.366,0.621,,,256,30,10,35,0,,0.233,0.07,0.266,0.163
J.C. Escarra,0.202,0.296,0.333,0.629,,,98,5,2,11,1,,0.214,0.112,0.143,0.131
Matt Wallner,0.202,0.311,0.464,0.775,,,392,47,22,40,4,,0.228,0.117,0.291,0.262
Luke Raley,0.202,0.319,0.311,0.63,,,219,23,4,19,2,,0.284,0.087,0.292,0.109
Orlando Arcia,0.202,0.238,0.291,0.529,,,214,13,3,13,0,,0.247,0.047,0.22,0.089
Kevin Newman,0.202,0.209,0.272,0.481,,,116,13,2,11,1,,0.236,0.009,0.198,0.07
Tim Tawa,0.201,0.274,0.347,0.621,,,225,29,7,18,8,,0.252,0.089,0.284,0.146
Dylan Moore,0.201,0.267,0.374,0.641,,,243,35,11,25,14,,0.256,0.082,0.337,0.173
Ryan Bliss,0.2,0.282,0.314,0.596,,,39,1,1,3,2,,0.261,0.103,0.282,0.114
Blaine Crim,0.2,0.27,0.462,0.732,,,74,10,5,12,0,,0.235,0.081,0.378,0.262
Jerar Encarnacion,0.2,0.214,0.364,0.578,,,56,5,2,7,1,,0.237,0.018,0.268,0.164
Rafael Flores Jr.,0.2,0.294,0.333,0.627,,,17,0,0,0,0,,0.375,0.118,0.412,0.133
Dustin Harris,0.2,0.256,0.35,0.606,,,43,5,1,2,1,,0.269,0.07,0.302,0.15
Billy McKinney,0.2,0.238,0.25,0.488,,,21,4,0,1,0,,0.211,0.048,0.048,0.05
Coco Montes,0.2,0.2,0.2,0.4,,,10,0,0,1,0,,0.286,0.0,0.3,0.0
Liover Peguero,0.2,0.273,0.363,0.636,,,88,9,4,8,4,,0.235,0.068,0.284,0.163
Michael A. Taylor,0.2,0.259,0.366,0.625,,,325,33,9,35,8,,0.281,0.071,0.338,0.166
David Villar,0.2,0.36,0.25,0.61,,,25,4,0,1,0,,0.267,0.16,0.2,0.05
Oneil Cruz,0.2,0.298,0.378,0.676,,,544,62,20,61,38,,0.262,0.118,0.32,0.178
Sean Murphy,0.199,0.3,0.409,0.709,,,337,34,16,45,0,,0.243,0.104,0.312,0.21
Tyler O'Neill,0.199,0.292,0.392,0.684,,,209,22,9,26,4,,0.218,0.105,0.244,0.193
Michael Conforto,0.199,0.305,0.333,0.638,,,486,54,12,36,1,,0.247,0.115,0.249,0.134
Weston Wilson,0.198,0.282,0.369,0.651,,,125,15,5,17,2,,0.236,0.096,0.272,0.171
David Hamilton,0.198,0.257,0.333,0.59,,,194,27,6,19,22,,0.234,0.067,0.242,0.135
Christian Moore,0.198,0.284,0.37,0.654,,,184,20,7,16,3,,0.266,0.103,0.337,0.172
Johnathan Rodríguez,0.197,0.26,0.366,0.626,,,77,6,2,10,1,,0.255,0.078,0.286,0.169
Travis d'Arnaud,0.197,0.255,0.343,0.598,,,231,16,6,21,0,,0.269,0.056,0.32,0.146
Max Schuemann,0.197,0.295,0.273,0.568,,,213,20,2,13,7,,0.231,0.103,0.164,0.076
Taylor Trammell,0.197,0.296,0.333,0.629,,,135,15,3,12,3,,0.27,0.126,0.304,0.136
Sam Hilliard,0.196,0.328,0.412,0.74,,,61,8,2,3,2,,0.308,0.164,0.377,0.216
John Rave,0.196,0.283,0.307,0.59,,,175,18,4,14,7,,0.25,0.103,0.263,0.111
Trey Sweeney,0.196,0.258,0.291,0.549,,,326,36,6,32,3,,0.257,0.08,0.282,0.095
Colton Cowser,0.196,0.269,0.385,0.654,,,360,36,16,40,14,,0.262,0.075,0.356,0.189
Ryan Fitzgerald,0.196,0.302,0.457,0.759,,,53,10,4,9,1,,0.147,0.132,0.151,0.261
Daz Cameron,0.195,0.214,0.293,0.507,,,42,7,1,3,1,,0.259,0.024,0.31,0.098
Matt Gorski,0.195,0.214,0.39,0.604,,,42,2,2,4,0,,0.261,0.024,0.381,0.195
Bo Naylor,0.195,0.282,0.379,0.661,,,414,46,14,47,1,,0.222,0.109,0.239,0.184
Pablo Reyes,0.194,0.242,0.226,0.468,,,34,4,0,2,1,,0.286,0.059,0.294,0.032
Anthony Seigler,0.194,0.292,0.21,0.502,,,73,6,0,5,2,,0.255,0.11,0.219,0.016
Owen Caissie,0.192,0.222,0.346,0.568,,,27,4,1,4,0,,0.286,0.037,0.407,0.154
Heston Kjerstad,0.192,0.24,0.327,0.567,,,167,16,4,19,1,,0.241,0.036,0.269,0.135
Will Wilson,0.192,0.267,0.244,0.511,,,91,7,0,2,2,,0.341,0.077,0.374,0.052
Bryan De La Cruz,0.191,0.24,0.213,0.453,,,50,1,0,0,1,,0.31,0.06,0.36,0.022
Brendan Rodgers,0.191,0.266,0.278,0.544,,,128,12,2,11,0,,0.294,0.086,0.359,0.087
Alan Roden,0.191,0.261,0.294,0.555,,,153,17,2,9,1,,0.24,0.052,0.242,0.103
Alex Freeland,0.19,0.292,0.31,0.602,,,97,10,2,6,1,,0.298,0.113,0.361,0.12
Denzer Guzman,0.19,0.209,0.357,0.566,,,43,4,2,3,0,,0.333,0.023,0.512,0.167
