Name,AVG,OBP,SLG,OPS,wOBA,wRC+,PA,R,HR,RBI,SB,WAR,BABIP,BB%,K%,ISO
Kyren Paris,0.19,0.266,0.381,0.647,,,140,20,6,11,7,,0.295,0.071,0.421,0.191
Esteury Ruiz,0.19,0.261,0.333,0.594,,,23,2,1,2,4,,0.25,0.087,0.348,0.143
Connor Wong,0.19,0.262,0.238,0.5,,,188,16,0,7,2,,0.25,0.085,0.223,0.048
Drew Gilbert,0.19,0.248,0.35,0.598,,,109,12,3,13,1,,0.205,0.064,0.183,0.16
Michael Toglia,0.19,0.258,0.353,0.611,,,337,22,11,32,3,,0.285,0.083,0.392,0.163
Christian Vázquez,0.189,0.271,0.274,0.545,,,214,14,3,14,1,,0.214,0.084,0.164,0.085
Daniel Johnson,0.189,0.246,0.302,0.548,,,57,13,1,1,2,,0.231,0.07,0.228,0.113
Victor Mesa Jr.,0.188,0.297,0.344,0.641,,,38,7,1,6,0,,0.192,0.132,0.132,0.156
Aaron Schunk,0.188,0.188,0.219,0.407,,,33,1,0,0,0,,0.273,0.0,0.303,0.031
Gage Workman,0.188,0.235,0.25,0.485,,,17,0,0,2,1,,0.333,0.059,0.412,0.062
Jake Rogers,0.187,0.277,0.333,0.61,,,142,14,3,19,0,,0.241,0.106,0.275,0.146
Jose Herrera,0.187,0.285,0.259,0.544,,,204,21,2,17,0,,0.242,0.113,0.23,0.072
Riley Adams,0.186,0.252,0.308,0.56,,,286,29,8,24,1,,0.283,0.063,0.385,0.122
Willie MacIver,0.186,0.252,0.324,0.576,,,111,7,3,9,3,,0.222,0.063,0.243,0.138
Jared Young,0.186,0.234,0.488,0.722,,,47,5,4,6,0,,0.167,0.043,0.34,0.302
Chris Taylor,0.186,0.256,0.301,0.557,,,125,15,2,12,2,,0.271,0.04,0.336,0.115
Connor Joe,0.186,0.263,0.243,0.506,,,80,2,0,4,2,,0.25,0.087,0.25,0.057
Brett Wisely,0.185,0.279,0.315,0.594,,,63,5,1,10,1,,0.231,0.111,0.222,0.13
Seth Brown,0.185,0.303,0.262,0.565,,,76,6,1,3,1,,0.268,0.118,0.303,0.077
Austin Nola,0.184,0.225,0.211,0.436,,,41,2,0,1,0,,0.212,0.049,0.122,0.027
Triston Casas,0.182,0.277,0.303,0.58,,,112,5,3,11,0,,0.217,0.098,0.241,0.121
Andrés Chaparro,0.182,0.247,0.258,0.505,,,73,4,1,5,0,,0.25,0.068,0.301,0.076
Jordan Lawlar,0.182,0.257,0.288,0.545,,,74,9,0,5,2,,0.293,0.081,0.351,0.106
Hunter Renfroe,0.182,0.241,0.242,0.483,,,108,5,0,4,0,,0.228,0.074,0.194,0.06
Sebastián Rivero,0.182,0.206,0.242,0.448,,,34,4,0,2,1,,0.25,0.029,0.265,0.06
Michael Stefanic,0.182,0.28,0.182,0.462,,,25,1,0,0,0,,0.211,0.12,0.12,0.0
Joc Pederson,0.181,0.285,0.328,0.613,,,306,28,9,26,2,,0.203,0.111,0.212,0.147
Hayden Senger,0.181,0.221,0.194,0.415,,,78,8,0,4,0,,0.255,0.038,0.282,0.013
Josh Rojas,0.18,0.252,0.259,0.511,,,211,14,2,11,4,,0.227,0.09,0.227,0.079
Nathan Church,0.179,0.254,0.25,0.504,,,65,9,1,8,1,,0.237,0.046,0.277,0.071
Jorge Mateo,0.177,0.217,0.266,0.483,,,83,9,1,3,15,,0.271,0.048,0.361,0.089
Adael Amador,0.177,0.256,0.265,0.521,,,128,5,1,10,1,,0.224,0.086,0.211,0.088
CJ Alexander,0.176,0.176,0.176,0.352,,,17,0,0,0,0,,0.333,0.0,0.471,0.0
Jason Heyward,0.176,0.223,0.271,0.494,,,95,9,2,12,0,,0.197,0.063,0.211,0.095
Anthony Santander,0.175,0.271,0.294,0.565,,,221,16,6,18,0,,0.219,0.113,0.276,0.119
Matt Mervis,0.175,0.254,0.383,0.637,,,134,15,7,14,0,,0.219,0.082,0.373,0.208
Alan Trejo,0.175,0.19,0.225,0.415,,,43,3,0,1,0,,0.206,0.023,0.163,0.05
Tyler Locklear,0.175,0.267,0.262,0.529,,,116,11,3,6,3,,0.263,0.086,0.371,0.087
Cavan Biggio,0.174,0.296,0.246,0.542,,,83,9,1,4,1,,0.234,0.133,0.253,0.072
Zack Gelof,0.174,0.23,0.272,0.502,,,101,12,2,7,1,,0.311,0.069,0.455,0.098
Endy Rodríguez,0.173,0.246,0.25,0.496,,,57,5,0,2,0,,0.237,0.088,0.246,0.077
Gustavo Campero,0.172,0.273,0.345,0.618,,,66,9,3,8,4,,0.171,0.076,0.212,0.173
Carson McCusker,0.172,0.2,0.172,0.372,,,30,0,0,1,0,,0.385,0.033,0.533,0.0
Carson Williams,0.172,0.219,0.354,0.573,,,106,11,5,12,2,,0.24,0.057,0.415,0.182
David Fry,0.171,0.229,0.363,0.592,,,157,16,8,23,1,,0.213,0.057,0.369,0.192
Cooper Hummel,0.17,0.298,0.273,0.571,,,105,10,3,7,1,,0.222,0.133,0.295,0.103
Jonah Bride,0.17,0.248,0.188,0.436,,,125,7,0,5,0,,0.257,0.088,0.312,0.018
LaMonte Wade Jr.,0.167,0.271,0.254,0.525,,,242,19,2,18,1,,0.22,0.112,0.24,0.087
Dairon Blanco,0.167,0.167,0.333,0.5,,,8,2,0,1,3,,0.25,0.0,0.25,0.166
Sean Bouchard,0.167,0.247,0.242,0.489,,,73,7,1,7,1,,0.263,0.096,0.37,0.075
Tyler Callihan,0.167,0.167,0.167,0.334,,,6,0,0,1,0,,0.2,0.0,0.167,0.0
Logan Davidson,0.167,0.222,0.286,0.508,,,47,3,1,4,0,,0.316,0.064,0.468,0.119
Henry Davis,0.167,0.234,0.278,0.512,,,283,25,7,22,2,,0.203,0.064,0.269,0.111
Oliver Dunn,0.167,0.205,0.222,0.427,,,41,4,0,6,1,,0.231,0.049,0.268,0.055
Harry Ford,0.167,0.25,0.167,0.417,,,8,1,0,1,0,,0.25,0.0,0.375,0.0
Jarred Kelenic,0.167,0.231,0.3,0.531,,,65,7,2,2,0,,0.229,0.077,0.354,0.133
Nick Maton,0.167,0.286,0.315,0.601,,,63,5,2,4,0,,0.212,0.143,0.302,0.148
Brice Matthews,0.167,0.222,0.452,0.674,,,47,6,4,9,1,,0.167,0.043,0.426,0.285
Jose Miranda,0.167,0.167,0.25,0.417,,,36,2,1,5,0,,0.227,0.0,0.361,0.083
César Prieto,0.167,0.167,0.167,0.334,,,6,0,0,0,0,,1.0,0.0,0.833,0.0
Bryan Ramos,0.167,0.167,0.333,0.5,,,12,1,0,2,0,,0.25,0.0,0.333,0.166
Brett Sullivan,0.167,0.333,0.167,0.5,,,9,1,0,2,0,,0.25,0.111,0.333,0.0
Samuel Basallo,0.165,0.229,0.33,0.559,,,118,10,4,15,0,,0.187,0.051,0.254,0.165
Oswald Peraza,0.164,0.223,0.25,0.473,,,265,24,5,20,9,,0.219,0.064,0.302,0.086
Jhonkensy Noel,0.162,0.183,0.297,0.48,,,153,19,6,13,0,,0.198,0.026,0.34,0.135
Austin Hedges,0.161,0.25,0.277,0.527,,,180,13,5,10,1,,0.183,0.1,0.239,0.116
Jorbit Vivas,0.161,0.266,0.25,0.516,,,66,6,1,5,0,,0.19,0.076,0.197,0.089
Lane Thomas,0.16,0.246,0.272,0.518,,,142,10,4,11,4,,0.203,0.099,0.31,0.112
Luis Vázquez,0.16,0.208,0.24,0.448,,,53,6,1,3,2,,0.2,0.057,0.264,0.08
Mickey Gasper,0.158,0.257,0.232,0.489,,,110,15,2,11,2,,0.176,0.091,0.182,0.074
Jac Caglianone,0.157,0.237,0.295,0.532,,,232,19,7,18,1,,0.172,0.078,0.224,0.138
Jacob Melton,0.157,0.234,0.186,0.42,,,78,7,0,7,7,,0.268,0.077,0.372,0.029
Kris Bryant,0.154,0.195,0.205,0.4,,,41,2,0,1,0,,0.231,0.049,0.317,0.051
Chad Stevens,0.154,0.154,0.154,0.308,,,14,1,0,0,0,,0.333,0.0,0.5,0.0
Ben Rortvedt,0.152,0.24,0.205,0.445,,,128,9,1,10,0,,0.182,0.086,0.18,0.053
Blake Dunn,0.15,0.32,0.233,0.553,,,75,10,1,7,1,,0.235,0.107,0.333,0.083
Luis Guillorme,0.15,0.19,0.15,0.34,,,21,2,0,0,0,,0.25,0.048,0.381,0.0
Scott Kingery,0.148,0.207,0.185,0.392,,,29,3,0,0,1,,0.25,0.069,0.379,0.037
Hunter Feduccia,0.148,0.267,0.205,0.472,,,105,5,0,8,1,,0.213,0.143,0.276,0.057
Jack Suwinski,0.147,0.281,0.253,0.534,,,178,15,3,10,7,,0.211,0.135,0.32,0.106
Trenton Brooks,0.146,0.186,0.268,0.454,,,43,5,1,2,0,,0.185,0.047,0.302,0.122
Jhostynxon Garcia,0.143,0.333,0.286,0.619,,,9,0,0,0,0,,0.5,0.222,0.556,0.143
Garrett Hampson,0.143,0.25,0.169,0.419,,,91,19,0,1,3,,0.229,0.121,0.319,0.026
Owen Miller,0.143,0.294,0.143,0.437,,,17,0,0,1,1,,0.2,0.118,0.235,0.0
Logan Porter,0.143,0.333,0.143,0.476,,,9,2,0,1,0,,0.2,0.111,0.222,0.0
Chadwick Tromp,0.143,0.182,0.333,0.515,,,22,2,1,1,0,,0.143,0.045,0.273,0.19
Jorge Barrosa,0.141,0.169,0.225,0.394,,,77,8,1,7,0,,0.176,0.026,0.286,0.084
Cam Devanney,0.139,0.184,0.167,0.351,,,38,1,0,1,0,,0.333,0.053,0.553,0.028
Everson Pereira,0.138,0.219,0.246,0.465,,,73,7,2,8,2,,0.194,0.096,0.384,0.108
José Barrero,0.138,0.194,0.276,0.47,,,31,4,1,3,0,,0.158,0.032,0.29,0.138
Mason McCoy,0.136,0.269,0.182,0.451,,,26,5,0,1,2,,0.2,0.115,0.269,0.046
Jacob Stallings,0.134,0.195,0.168,0.363,,,129,5,0,9,0,,0.203,0.047,0.31,0.034
Tim Elko,0.134,0.194,0.328,0.522,,,72,6,4,8,1,,0.152,0.069,0.417,0.194
James Outman,0.134,0.216,0.321,0.537,,,148,19,6,11,1,,0.185,0.081,0.426,0.187
Jimmy Crooks,0.133,0.152,0.244,0.396,,,46,3,1,1,0,,0.185,0.0,0.37,0.111
Luke Williams,0.129,0.176,0.194,0.37,,,34,5,0,5,5,,0.174,0.029,0.265,0.065
Will Robertson,0.129,0.173,0.143,0.316,,,75,2,0,9,0,,0.205,0.027,0.36,0.014
Vinny Capra,0.125,0.157,0.177,0.334,,,105,10,1,6,2,,0.153,0.029,0.238,0.052
Eddie Rosario,0.125,0.125,0.125,0.25,,,8,1,0,0,0,,0.167,0.0,0.25,0.0
Blake Sabol,0.125,0.167,0.188,0.355,,,18,2,0,1,0,,0.2,0.056,0.389,0.063
Samad Taylor,0.125,0.125,0.125,0.25,,,9,1,0,0,0,,0.143,0.0,0.111,0.0
Rhylan Thomas,0.125,0.2,0.25,0.45,,,10,2,0,2,0,,0.111,0.1,0.0,0.125
Donovan Walton,0.125,0.125,0.125,0.25,,,9,1,0,1,0,,0.143,0.0,0.111,0.0
Shay Whitcomb,0.125,0.125,0.219,0.344,,,32,4,1,1,0,,0.143,0.0,0.312,0.094
Drew Avans,0.118,0.111,0.118,0.229,,,18,1,0,1,1,,0.167,0.0,0.333,0.0
Akil Baddoo,0.118,0.167,0.176,0.343,,,18,0,0,1,1,,0.167,0.056,0.278,0.058
Zac Veen,0.118,0.189,0.235,0.424,,,37,1,1,2,1,,0.158,0.054,0.378,0.117
Rece Hinds,0.116,0.136,0.279,0.415,,,44,6,2,3,0,,0.15,0.023,0.477,0.163
Jeimer Candelario,0.113,0.198,0.213,0.411,,,91,3,2,10,0,,0.137,0.099,0.319,0.1
J.D. Davis,0.111,0.111,0.111,0.222,,,9,0,0,0,0,,0.167,0.0,0.333,0.0
Justin Foscue,0.111,0.111,0.222,0.333,,,9,0,0,2,0,,0.167,0.0,0.333,0.111
Yuli Gurriel,0.111,0.2,0.139,0.339,,,40,2,0,3,0,,0.143,0.1,0.2,0.028
Connor Kaiser,0.111,0.158,0.167,0.325,,,19,1,0,2,0,,0.154,0.053,0.263,0.056
Jon Singleton,0.111,0.111,0.111,0.222,,,9,0,0,0,0,,0.125,0.0,0.111,0.0
Bryce Eldridge,0.107,0.297,0.179,0.476,,,37,1,0,4,0,,0.188,0.189,0.351,0.072
DaShawn Keirsey Jr.,0.107,0.138,0.179,0.317,,,88,11,2,6,10,,0.143,0.023,0.375,0.072
Jace Jung,0.106,0.236,0.106,0.342,,,55,8,0,3,0,,0.161,0.127,0.291,0.0
Ryan Noda,0.106,0.276,0.17,0.446,,,59,3,1,2,1,,0.19,0.186,0.424,0.064
Jacob Amaya,0.106,0.139,0.121,0.26,,,73,7,0,8,2,,0.132,0.041,0.219,0.015
Ryan Kreidler,0.105,0.19,0.105,0.295,,,44,5,0,0,2,,0.211,0.091,0.432,0.0
Will Banfield,0.1,0.1,0.1,0.2,,,10,0,0,0,0,,0.25,0.0,0.6,0.0
Niko Kavadas,0.1,0.217,0.1,0.317,,,23,0,0,0,0,,0.2,0.13,0.435,0.0
Will Brennan,0.091,0.231,0.091,0.322,,,13,0,0,0,0,,0.1,0.077,0.077,0.0
Tristin English,0.091,0.13,0.136,0.266,,,23,0,0,1,0,,0.143,0.043,0.348,0.045
Vimael Machín,0.091,0.167,0.364,0.531,,,12,1,1,1,0,,0.0,0.083,0.167,0.273
Grant McCray,0.091,0.16,0.182,0.342,,,26,3,0,2,0,,0.167,0.077,0.423,0.091
Nick Solak,0.091,0.091,0.091,0.182,,,11,0,0,0,0,,0.111,0.0,0.182,0.0
Jacob Hurtubise,0.083,0.267,0.083,0.35,,,15,3,0,0,0,,0.167,0.067,0.4,0.0
Sandy León,0.083,0.083,0.333,0.416,,,12,1,1,3,0,,0.0,0.0,0.333,0.25
MJ Melendez,0.083,0.154,0.167,0.321,,,65,5,1,1,0,,0.111,0.046,0.354,0.084
Ryan Vilade,0.077,0.2,0.077,0.277,,,15,1,0,0,0,,0.125,0.133,0.333,0.0
Maverick Handley,0.073,0.133,0.073,0.206,,,47,2,0,3,0,,0.125,0.043,0.383,0.0
Tirso Ornelas,0.071,0.188,0.071,0.259,,,16,0,0,1,0,,0.083,0.125,0.125,0.0
Leo Jiménez,0.069,0.129,0.172,0.301,,,32,2,1,1,0,,0.05,0.062,0.25,0.103
Buddy Kennedy,0.069,0.156,0.103,0.259,,,32,2,0,1,0,,0.095,0.062,0.25,0.034
Jose Siri,0.063,0.167,0.125,0.292,,,36,7,0,1,2,,0.133,0.111,0.472,0.062
Ji Hwan Bae,0.05,0.24,0.05,0.29,,,25,4,0,0,4,,0.091,0.2,0.36,0.0
Nicky Lopez,0.042,0.179,0.042,0.221,,,28,2,0,1,0,,0.05,0.143,0.143,0.0
Mick Abel,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryan Abreu,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jordyn Adams,0.0,0.0,0.0,0.0,,,5,1,0,0,0,,0.0,0.0,0.4,0.0
Zach Agnos,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Nick Ahmed,0.0,0.1,0.0,0.1,,,10,1,0,0,1,,0.0,0.1,0.3,0.0
Keegan Akin,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Sergio Alcántara,0.0,0.0,0.0,0.0,,,4,0,0,0,0,,0.0,0.0,0.5,0.0
Tyler Alexander,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,0.0
Greg Allen,0.0,0.0,0.0,0.0,,,14,1,0,0,0,,0.0,0.0,0.357,0.0
Elvis Alvarado,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Shawn Armstrong,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luinder Avila,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kyle Backhus,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryan Baker,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Anthony Banda,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Félix Bautista,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
David Bañuelos,0.0,0.5,0.0,0.5,,,2,0,0,0,0,,0.0,0.0,0.5,0.0
Brennan Bernardino,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Steward Berroa,0.0,0.167,0.0,0.167,,,6,0,0,0,1,,0.0,0.167,0.333,0.0
Jake Bird,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Hayden Birdsong,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Matt Bowman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
John Brebbia,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luis Campusano,0.0,0.222,0.0,0.222,,,27,0,0,0,0,,0.0,0.222,0.407,0.0
Yennier Cano,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
José Castillo,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Cade Cavalli,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Aroldis Chapman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tsung-Che Cheng,0.0,0.0,0.0,0.0,,,7,0,0,0,0,,0.0,0.0,0.429,0.0
Angel Chivilli,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Taylor Clarke,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Emmanuel Clase,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kenedy Corona,0.0,0.5,0.0,0.5,,,4,0,0,0,0,,0.0,0.5,0.25,0.0
Steven Cruz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
John Curtiss,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Luis Curvelo,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Enyel De Los Santos,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Yerry De los Santos,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Justin Dean,0.0,0.0,0.0,0.0,,,2,0,0,0,1,,0.0,0.0,0.5,0.0
Seranthony Domínguez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jhoan Duran,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Edwin Díaz,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Mason Englert,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Dietrich Enns,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Lucas Erceg,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Carlos Estévez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tyler Ferguson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jose A. Ferrer,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Matt Festa,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kody Funderburk,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Aramis Garcia,0.0,0.0,0.0,0.0,,,4,0,0,0,0,,0.0,0.0,0.75,0.0
Brandyn Garcia,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Robert Garcia,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Yimi García,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Josh Hader,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Seth Halvorsen,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Emerson Hancock,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Helsley,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tim Herrin,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jeff Hoffman,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Drey Jameson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kenley Jansen,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Griffin Jax,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Greg Jones,0.0,0.0,0.0,0.0,,,2,0,0,0,1,,0.0,0.0,1.0,0.0
Tommy Kahnle,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Kevin Kelly,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Michael Kelly,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Andrew Kittredge,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jordan Leasure,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Casey Legumina,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Jack Leiter,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
Sam Long,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Daniel Lynch IV,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Joe Mantiply,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Justin Martinez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Phil Maton,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tyler Matzek,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Juan Mejia,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Shelby Miller,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Hoby Milner,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Juan Morillo,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Shinnosuke Ogasawara,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
Kaleb Ort,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tyler Owens,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Andre Pallante,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tristan Peters,0.0,0.0,0.0,0.0,,,12,0,0,0,0,,0.0,0.0,0.583,0.0
Konnor Pilkington,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Zach Pop,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
PJ Poulin,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
A.J. Puk,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Cionel Pérez,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Colin Rea,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,1.0,0.0
Trevor Richards,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chuckie Robinson,0.0,0.0,0.0,0.0,,,2,1,0,0,0,,0.0,0.0,0.0,0.0
Trevor Rogers,0.0,0.0,0.0,0.0,,,2,0,0,0,0,,0.0,0.0,1.0,0.0
Tyler Rogers,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Drew Romo,0.0,0.0,0.0,0.0,,,3,0,0,0,0,,0.0,0.0,1.0,0.0
Jackson Rutledge,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Andrew Saalfrank,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Nick Sandlin,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
John Schreiber,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Tanner Scott,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Connor Seabold,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bennett Sousa,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryne Stanek,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
C.J. Stubbs,0.0,0.0,0.0,0.0,,,3,0,0,0,0,,0.0,0.0,0.0,0.0
Garrett Stubbs,0.0,0.0,0.0,0.0,,,1,2,0,0,0,,0.0,0.0,0.0,0.0
Ryan Thompson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Trent Thornton,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Terrin Vavra,0.0,0.0,0.0,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,0.0
Victor Vodnik,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Ryan Walker,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Chad Wallach,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Garrett Whitlock,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
Bryse Wilson,0.0,0.0,0.0,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,0.0
